cityName,cinemaName,movieName,hallName,showTime,showEndTime,language,dim,sellPrice,meetingType,meetingInfo,meetingName,sellTime,showSaleStatus
"北京","天幕新彩云国际影城（激光巨幕店）","末路狂奔","超级巨幕厅","1745239800000","1745246400000","原版","2D","80.0",0,,"","1744603200000",3
"北京","天幕新彩云国际影城（激光巨幕店）","内陆帝国 4K","超级巨幕厅","1745298000000","1745308800000","原版","2D","120.0",0,,"","1744603200000",3
"北京","天幕新彩云国际影城（激光巨幕店）","细细的红线 4K","超级巨幕厅","1745319600000","1745329860000","原版","2D","100.0",0,,"","1744603200000",3
"北京","天幕新彩云国际影城（激光巨幕店）","不同的男人 4K","超级巨幕厅","1745391600000","1745398320000","原版","2D","70.0",0,,"","1744603200000",1
"北京","天幕新彩云国际影城（激光巨幕店）","大玩家","超级巨幕厅","1745402400000","1745409600000","原版","2D","70.0",0,,"","1744603200000",1
"北京","天幕新彩云国际影城（激光巨幕店）","破浪","超级巨幕厅","1745411700000","1745420820000","原版","2D","100.0",0,,"","1744603200000",1
"北京","天幕新彩云国际影城（激光巨幕店）","第阿诺亚战场 4K","超级巨幕厅","1745470800000","1745480040000","原版","2D","70.0",0,,"","1744603200000",1
"北京","天幕新彩云国际影城（激光巨幕店）","桑比赞加 4K","超级巨幕厅","1745482200000","1745488080000","原版","2D","70.0",0,,"","1744603200000",1
"北京","天幕新彩云国际影城（激光巨幕店）","内陆帝国 4K","超级巨幕厅","1745490600000","1745501400000","原版","2D","120.0",0,,,"1744603200000",1
"北京","天幕新彩云国际影城（激光巨幕店）","千禧曼波 4K","超级巨幕厅","1745503200000","1745509560000","原版","2D","80.0",0,,"","1745380800000",0
"北京","天幕新彩云国际影城（激光巨幕店）","昨日青春 4K","超级巨幕厅","1745555400000","1745562180000","原版","2D","80.0",0,,"","1744862400000",1
"北京","天幕新彩云国际影城（激光巨幕店）","汉斯·季默与朋友们：沙漠之钻 音乐会 4K","超级巨幕厅","1745564400000","1745573880000","原版","2D","120.0",0,,"","1744603200000",1
"北京","天幕新彩云国际影城（激光巨幕店）","爱在黎明破晓前","超级巨幕厅","1745577000000","1745583060000","原版","2D","80.0",0,,"","1744603200000",2
"北京","天幕新彩云国际影城（激光巨幕店）","爱在日落黄昏时","超级巨幕厅","1745586000000","1745590800000","原版","2D","80.0",0,,"","1744603200000",2
"北京","天幕新彩云国际影城（激光巨幕店）","无耻混蛋","超级巨幕厅","1745632800000","1745641980000","原版","2D","120.0",0,,"","1744603200000",2
"北京","天幕新彩云国际影城（激光巨幕店）","玛丽和马克思","超级巨幕厅","1745644200000","1745649720000","原版","2D","70.0",0,,"","1744603200000",2
"北京","天幕新彩云国际影城（激光巨幕店）","蜗牛回忆录","超级巨幕厅","1745651700000","1745657400000","原版","2D","80.0",0,,"","1744603200000",1
"北京","天幕新彩云国际影城（激光巨幕店）","我一无所有：朗兹曼的《浩劫》 4K","超级巨幕厅","1745661600000","1745667240000","原版","2D","70.0",0,,,"1744603200000",1
"北京","天幕新彩云国际影城（激光巨幕店）","仲夏夜惊魂 4K","超级巨幕厅","1745669400000","1745678220000","原版","2D","70.0",0,,"","1744603200000",2
"北京","天幕新彩云国际影城（激光巨幕店）","浩劫","超级巨幕厅","1745719200000","1745753160000","原版","2D","300.0",0,,"","1744603200000",1
"北京","天幕新彩云国际影城（激光巨幕店）","无耻混蛋","超级巨幕厅","1745757600000","1745766780000","原版","2D","120.0",0,,"","1745380800000",0
"北京","耀莱成龙影城（五棵松店）","末路狂奔","杜比影院","1744952400000","1744959000000","原版","2D","80.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","高弧慢球","杜比影院","1744961400000","1744967340000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","音讯","杜比影院","1744972200000","1744977660000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","奥利维娅与云","16号厅","1744974000000","1744978860000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","感应 Dolby Vision","杜比影院","1744979400000","1744984440000","英语","2D","80.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","纳什维尔 4K","杜比影院","1745028000000","1745037600000","原版","2D","80.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","适合我的酒店","16号厅","1745038800000","1745044740000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","陆军野战医院","杜比影院","1745039400000","1745046360000","原版","2D","80.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","收成","16号厅","1745047800000","1745055660000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","破浪","杜比影院","1745048400000","1745057520000","原版","2D","100.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","黑猫警长 全集","16号厅","1745058600000","1745064600000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","千禧曼波 4K","杜比影院","1745062200000","1745068560000","原版","2D","80.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","成为一只珍珠鸡","16号厅","1745065800000","1745071740000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","花村 4K","杜比影院","1745114400000","1745121660000","原版","2D","80.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","如何正常和另一个世界的怪异","7号厅","1745123400000","1745129520000","原版","2D","80.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","大玩家","杜比影院","1745125200000","1745132400000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","旅鼠1：阿卡迪亚州","16号厅","1745127000000","1745133780000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","财富流感","7号厅","1745132400000","1745139300000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","永远超级幸福","杜比影院","1745134200000","1745139840000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","旅鼠2：伤害","16号厅","1745136000000","1745142420000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","第阿诺亚战场 4K","杜比影院","1745141400000","1745150640000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","动物寓言集，植物标本集，化石集","7号厅","1745143200000","1745155560000","原版","2D","80.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","涡流","16号厅","1745152800000","1745158080000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","最美小镇","杜比影院","1745152800000","1745159460000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","鳄鱼泪","杜比影院","1745211600000","1745217480000","原版","2D","60.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","西北偏北 4K","杜比影院","1745219400000","1745227560000","原版","2D","80.0",0,,,"1744603200000",3
"北京","耀莱成龙影城（五棵松店）","我心狂野","杜比影院","1745229600000","1745237100000","英语","2D","80.0",0,,,"1744603200000",3
"北京","耀莱成龙影城（五棵松店）","你好，爱，再次","16号厅","1745231400000","1745238720000","原版","2D","60.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","地球最后的夜晚 3D","杜比影院","1745239200000","1745247480000","原版","3D","60.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","残酷真相","16号厅","1745240400000","1745246220000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","绿鱼 4K","杜比影院","1745305200000","1745311800000","原版","2D","80.0",0,,,"1744603200000",3
"北京","耀莱成龙影城（五棵松店）","无耻混蛋","杜比影院","1745316000000","1745325180000","原版","2D","120.0",0,,,"1744603200000",3
"北京","耀莱成龙影城（五棵松店）","我是桐岛","16号厅","1745319600000","1745325960000","原版","2D","70.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","遗憾地在黎明时分","7号厅","1745321400000","1745328360000","原版","2D","60.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","缪斯乐队：模拟理论 4K","杜比影院","1745327400000","1745332800000","原版","2D","100.0",0,,"","1744603200000",3
"北京","耀莱成龙影城（五棵松店）","熟悉的触感","杜比影院","1745384400000","1745389920000","原版","2D","70.0",0,,"","1744603200000",1
"北京","耀莱成龙影城（五棵松店）","科学怪人 4K","杜比影院","1745391600000","1745395800000","原版","2D","70.0",0,,"","1744603200000",1
"北京","耀莱成龙影城（五棵松店）","科学怪人的新娘 4K","杜比影院","1745398800000","1745403300000","原版","2D","70.0",0,,"","1744603200000",1
"北京","耀莱成龙影城（五棵松店）","青空在上，身在山谷","16号厅","1745404200000","1745409720000","原版","2D","70.0",0,,"","1744603200000",1
"北京","耀莱成龙影城（五棵松店）","细细的红线 4K","杜比影院","1745406000000","1745416260000","原版","2D","100.0",0,,"","1744603200000",1
"北京","耀莱成龙影城（五棵松店）","逆生长","16号厅","1745411400000","1745416500000","原版","2D","70.0",0,,"","1744603200000",1
"北京","耀莱成龙影城（五棵松店）","遗传厄运","杜比影院","1745460000000","1745467620000","原版","2D","70.0",0,,"","1744603200000",2
"北京","耀莱成龙影城（五棵松店）","仲夏夜惊魂 4K","杜比影院","1745470800000","1745479620000","原版","2D","70.0",0,,"","1744603200000",2
"北京","耀莱成龙影城（五棵松店）","不同的男人 4K","杜比影院","1745481600000","1745488320000","原版","2D","70.0",0,,"","1744603200000",1
"北京","耀莱成龙影城（五棵松店）","异教徒 4K","杜比影院","1745490600000","1745497260000","原版","2D","70.0",0,,"","1744603200000",1
"北京","耀莱成龙影城（五棵松店）","勇气","16号厅","1745492400000","1745497200000","原版","2D","70.0",0,,"","1744603200000",1
"北京","耀莱成龙影城（五棵松店）","保持沉默的茱莉","7号厅","1745494200000","1745500020000","原版","2D","70.0",0,,,"1744603200000",1
"北京","耀莱成龙影城（五棵松店）","致命著作 4K","杜比影院","1745499600000","1745505780000","原版","2D","70.0",0,,"","1744603200000",1
"北京","耀莱成龙影城（五棵松店）","安娜的旅程 4K","杜比影院","1745557200000","1745564820000","原版","2D","70.0",0,,"","1744603200000",1
"北京","耀莱成龙影城（五棵松店）","利益区域 4K","杜比影院","1745566800000","1745573100000","原版","2D","80.0",0,,"","1744603200000",1
"北京","耀莱成龙影城（五棵松店）","圆","杜比影院","1745575200000","1745582220000","原版","2D","70.0",0,,"","1744603200000",1
"北京","耀莱成龙影城（五棵松店）","桑托什","16号厅","1745581200000","1745588820000","原版","2D","70.0",0,,"","1744603200000",1
