nameEn,nameTc,nameSc,performanceTime,duration,filmEventTypeId,stockLabel,facilityNameTc
"She Taught Me Serendipity","無法言明最愛的天空","无法言明最爱的天空",1744453800000,"127 /分鐘",0,1,"香港文化中心大劇院"
"She Taught Me Serendipity","無法言明最愛的天空","无法言明最爱的天空",1744637400000,"127 /分鐘",0,4,"英皇戲院 銅鑼灣 時代廣場2院"
"Shoplifters","小偷家族","小偷家族",1744613100000,"121 /分鐘",0,4,"PREMIERE Elements 1院"
"Short Film Competition Programme I","國際短片競賽節目（一）","国际短片竞赛节目（一）",1744620300000,"95 /分鐘",0,1,"英皇戲院 銅鑼灣 時代廣場2院"
"Short Film Competition Programme I","國際短片競賽節目（一）","国际短片竞赛节目（一）",1744950600000,"95 /分鐘",0,1,"香港藝術中心古天樂電影院"
"Short Film Competition Programme II","國際短片競賽節目（二）","国际短片竞赛节目（二）",1744706700000,"102 /分鐘",0,1,"英皇戲院 銅鑼灣 時代廣場2院"
"Short Film Competition Programme II","國際短片競賽節目（二）","国际短片竞赛节目（二）",1745037000000,"102 /分鐘",0,4,"香港藝術中心古天樂電影院"
"Short Film Competition Programme III","國際短片競賽節目（三）","国际短片竞赛节目（三）",1744793100000,"93 /分鐘",0,1,"英皇戲院 銅鑼灣 時代廣場2院"
"Short Film Competition Programme III","國際短片競賽節目（三）","国际短片竞赛节目（三）",1745123400000,"93 /分鐘",0,4,"香港藝術中心古天樂電影院"
"Silent Trilogy","沉默狂想三部曲","沉默狂想三部曲",1745057700000,"58 /分鐘",0,1,"香港文化中心大劇院"
"Silent Trilogy","沉默狂想三部曲","沉默狂想三部曲",1745209800000,"58 /分鐘",0,1,"PREMIERE Elements 1院"
"Something Old, Something New, Something Borrowed","賭檔家族","赌档家族",1744707600000,"100 /分鐘",0,1,"英皇戲院 尖沙咀 iSQUARE 3院"
"Something Old, Something New, Something Borrowed","賭檔家族","赌档家族",1745235000000,"100 /分鐘",0,1,"PREMIERE Elements 7院"
"A Song River","鳳凰山下．詞","凤凰山下．词",1744449300000,"96 /分鐘",0,1,"英皇戲院 銅鑼灣 時代廣場2院"
"A Song River","鳳凰山下．詞","凤凰山下．词",1744628400000,"96 /分鐘",0,1,"PREMIERE Elements 1院"
"Songs of Slow Burning Earth","塵埃不見基輔田","尘埃不见基辅田",1744897500000,"95 /分鐘",0,1,"英皇戲院 尖沙咀 iSQUARE 3院"
"Songs of Slow Burning Earth","塵埃不見基輔田","尘埃不见基辅田",1745046900000,"95 /分鐘",0,4,"英皇戲院 尖沙咀 iSQUARE 3院"
"Souleymane's Story","借來的身世","借来的身世",1744290900000,"92 /分鐘",0,3,"香港藝術中心古天樂電影院"
"Souleymane's Story","借來的身世","借来的身世",1744864200000,"92 /分鐘",0,1,"PREMIERE Elements 7院"
"Soundtrack to a Coup d'Etat","爵士樂政變大陰謀","爵士乐政变大阴谋",1744376400000,"150 /分鐘",0,4,"香港藝術中心古天樂電影院"
"Soundtrack to a Coup d'Etat","爵士樂政變大陰謀","爵士乐政变大阴谋",1744974000000,"150 /分鐘",0,1,"香港大會堂劇院"
"The Sparrow in the Chimney","煙囱裏的麻雀","烟囱里的麻雀",1744345800000,"117 /分鐘",0,1,"PREMIERE Elements 7院"
"The Sparrow in the Chimney","煙囱裏的麻雀","烟囱里的麻雀",1744536600000,"117 /分鐘",0,1,"英皇戲院 銅鑼灣 時代廣場2院"
"Story of My Death","我的死亡紀事","我的死亡纪事",1744432200000,"144 /分鐘",0,3,"英皇戲院 尖沙咀 iSQUARE 3院"
"Story of My Death","我的死亡紀事","我的死亡纪事",1745137800000,"144 /分鐘",0,1,"英皇戲院 銅鑼灣 時代廣場2院"
"Stranger Eyes","默視錄","默视录",1744801200000,"126 /分鐘",0,4,"英皇戲院 銅鑼灣 時代廣場2院"
"Stranger Eyes","默視錄","默视录",1745154900000,"126 /分鐘",0,4,"英皇戲院 尖沙咀 iSQUARE 3院"
"A Sudden Glimpse to Deeper Things","通感畫家威廉明娜","通感画家威廉明娜",1744369200000,"88 /分鐘",0,3,"香港藝術中心古天樂電影院"
"A Sudden Glimpse to Deeper Things","通感畫家威廉明娜","通感画家威廉明娜",1744777800000,"88 /分鐘",0,1,"PREMIERE Elements 7院"
"Super Happy Forever","超幸福無限期","超幸福无限期",1744715700000,"94 /分鐘",0,4,"英皇戲院 尖沙咀 iSQUARE 3院"
"The Suspect","極度重犯","极度重犯",1744345800000,"90 /分鐘",0,4,"香港藝術中心古天樂電影院"
"The Sweet Hereafter","莫失莫忘","莫失莫忘",1744291800000,"112 /分鐘",0,4,"PREMIERE Elements 7院"
"The Sweet Hereafter","莫失莫忘","莫失莫忘",1744527600000,"112 /分鐘",0,4,"香港藝術中心古天樂電影院"
"The System","行規","行规",1744525800000,"83 /分鐘",0,4,"WESTK M+戲院"
"The System","行規","行规",1745044200000,"83 /分鐘",0,4,"WESTK M+戲院"
"Tales from the Magic Garden","魔法草帽童話集","魔法草帽童话集",1745133300000,"71 /分鐘",0,1,"PREMIERE Elements 7院"
"Tasio","塔西奧","塔西奥",1744363800000,"96 /分鐘",0,1,"英皇戲院 尖沙咀 iSQUARE 3院"
"Tasio","塔西奧","塔西奥",1744958700000,"96 /分鐘",0,1,"香港藝術中心古天樂電影院"
"Teki Cometh","生之敵","生之敌",1744969500000,"108 /分鐘",0,1,"香港文化中心大劇院"
"Teki Cometh","生之敵","生之敌",1745235000000,"108 /分鐘",0,4,"英皇戲院 尖沙咀 iSQUARE 3院"
"The Texas Chain Saw Massacre","德州電鋸殺人狂","德州电锯杀人狂",1744527600000,"83 /分鐘",0,4,"英皇戲院 尖沙咀 iSQUARE 3院"
"The Texas Chain Saw Massacre","德州電鋸殺人狂","德州电锯杀人狂",1744716600000,"83 /分鐘",0,4,"香港藝術中心古天樂電影院"
"The Things You Kill","殺有介事","杀有介事",1744785000000,"110 /分鐘",0,1,"PREMIERE Elements 7院"
"The Things You Kill","殺有介事","杀有介事",1744983000000,"110 /分鐘",0,1,"PREMIERE Elements 7院"
"Throw Down","柔道龍虎榜","柔道龙虎榜",1744605000000,"95 /分鐘",0,4,"英皇戲院 銅鑼灣 時代廣場2院"
"To a Land Unknown","夢想的彼岸","梦想的彼岸",1744517700000,"105 /分鐘",0,1,"PREMIERE Elements 1院"
"To a Land Unknown","夢想的彼岸","梦想的彼岸",1744974000000,"105 /分鐘",0,1,"香港藝術中心古天樂電影院"
"To Kill a Mongolian Horse","一匹白馬的熱夢","一匹白马的热梦",1744880400000,"97 /分鐘",0,1,"PREMIERE Elements 1院"
"To Kill a Mongolian Horse","一匹白馬的熱夢","一匹白马的热梦",1745062200000,"97 /分鐘",0,1,"PREMIERE Elements 1院"
"Toxic","半熟少女荼毒室","半熟少女荼毒室",1744552800000,"99 /分鐘",0,1,"PREMIERE Elements 7院"
"Toxic","半熟少女荼毒室","半熟少女荼毒室",1744871400000,"99 /分鐘",0,1,"英皇戲院 銅鑼灣 時代廣場2院"
"The Trail Left by Time","時光遺痕","时光遗痕",1744701300000,"83 /分鐘",0,1,"英皇戲院 尖沙咀 iSQUARE 3院"
"The Trail Left by Time","時光遺痕","时光遗痕",1744949700000,"83 /分鐘",0,1,"PREMIERE Elements 7院"
"Universal Language","加拿大有個小波斯","加拿大有个小波斯",1744458300000,"89 /分鐘",0,4,"PREMIERE Elements 7院"
"Universal Language","加拿大有個小波斯","加拿大有个小波斯",1744623900000,"89 /分鐘",0,4,"英皇戲院 尖沙咀 iSQUARE 3院"
"Unreachable","單思的世界","单思的世界",1744802100000,"126 /分鐘",0,4,"PREMIERE Elements 1院"
"Unreachable","單思的世界","单思的世界",1744957800000,"126 /分鐘",0,1,"香港文化中心大劇院"
"An Urban Allegory + It's Not Me","巴黎萬花筒 + 里奧不是卡哈斯","巴黎万花筒 + 里奥不是卡哈斯",1744628400000,"63 /分鐘",0,1,"香港文化中心大劇院"
"An Urban Allegory + It's Not Me","巴黎萬花筒 + 里奧不是卡哈斯","巴黎万花筒 + 里奥不是卡哈斯",1745137800000,"63 /分鐘",0,1,"PREMIERE Elements 1院"
"Valley of the Shadow of Death","不赦之罪","不赦之罪",1744639200000,"83 /分鐘",0,4,"香港文化中心大劇院"
"Valley of the Shadow of Death","不赦之罪","不赦之罪",1744967700000,"83 /分鐘",0,4,"PREMIERE Elements 1院"
"Vermiglio","雪嶽蒼穹下","雪岳苍穹下",1744450200000,"119 /分鐘",0,3,"WESTK M+戲院"
"Vermiglio","雪嶽蒼穹下","雪岳苍穹下",1744889400000,"119 /分鐘",0,1,"PREMIERE Elements 1院"
"Viet and Nam","越與南","越与南",1744977600000,"129 /分鐘",4,4,"WESTK M+戲院"
"Viet and Nam","越與南","越与南",1745130600000,"129 /分鐘",4,4,"WESTK M+戲院"
"The Wailing","凶靈摧花咒","凶灵摧花咒",1744466400000,"107 /分鐘",0,1,"PREMIERE Elements 1院"
"The Wailing","凶靈摧花咒","凶灵摧花咒",1745243100000,"107 /分鐘",0,1,"英皇戲院 銅鑼灣 時代廣場2院"
"Warriors of Future","明日戰記","明日战记",1745123400000,"100 /分鐘",0,1,"英皇戲院 銅鑼灣 時代廣場2院"
"Waves","布拉格自由之音","布拉格自由之音",1744889400000,"131 /分鐘",0,1,"香港大會堂劇院"
"When Fall is Coming","誰知菇毒心","谁知菇毒心",1744441200000,"102 /分鐘",0,4,"英皇戲院 銅鑼灣 時代廣場2院"
"When Fall is Coming","誰知菇毒心","谁知菰毒心",1744725600000,"102 /分鐘",0,4,"PREMIERE Elements 7院"
"The Wind","柳弱風狂","柳弱风狂",1744467300000,"72 /分鐘",0,4,"英皇戲院 尖沙咀 iSQUARE 3院"
"The Wind","柳弱風狂","柳弱风狂",1744776900000,"72 /分鐘",0,1,"PREMIERE Elements 1院"
"Wishing on a Star","占星轉運站","占星转运站",1744699500000,"99 /分鐘",0,1,"香港藝術中心古天樂電影院"
"Wishing on a Star","占星轉運站","占星转运站",1745055000000,"99 /分鐘",0,1,"WESTK M+戲院"
"The Woman of Wrath","殺夫","杀夫",1744545600000,"102 /分鐘",0,4,"WESTK M+戲院"
"The Woman of Wrath","殺夫","杀夫",1745142300000,"102 /分鐘",0,4,"香港藝術中心古天樂電影院"
"Wondrous is the Silence of My Master","沉默的啟示","沉默的启示",1744966800000,"93 /分鐘",0,1,"PREMIERE Elements 7院"
"Wondrous is the Silence of My Master","沉默的啟示","沉默的启示",1745218800000,"93 /分鐘",0,1,"PREMIERE Elements 7院"
"World Animation","世界動畫精選","世界动画精选",1744786800000,"74 /分鐘",0,3,"香港藝術中心古天樂電影院"
"World Animation","世界動畫精選","世界动画精选",1745150400000,"74 /分鐘",0,4,"香港藝術中心古天樂電影院"
"World Animation for Adults","成人動畫精選","成人动画精选",1744793100000,"83 /分鐘",0,1,"香港藝術中心古天樂電影院"
"World Animation for Adults","成人動畫精選","成人动画精选",1745061300000,"83 /分鐘",0,4,"香港藝術中心古天樂電影院"
"Yalla Parkour","加沙飛躍道","加沙飞跃道",1744882200000,"89 /分鐘",0,1,"英皇戲院 尖沙咀 iSQUARE 3院"
"Yalla Parkour","加沙飛躍道","加沙飞跃道",1745071200000,"89 /分鐘",0,1,"英皇戲院 尖沙咀 iSQUARE 3院"
"Youth (Hard Times)","青春（苦）","青春（苦）",1744458300000,"227 /分鐘",0,4,"英皇戲院 銅鑼灣 時代廣場2院"
"Youth (Hard Times)","青春（苦）","青春（苦）",1745046000000,"227 /分鐘",0,4,"香港藝術中心古天樂電影院"
"Youth (Homecoming)","青春（歸）","青春（归）",1744545600000,"152 /分鐘",0,4,"英皇戲院 銅鑼灣 時代廣場2院"
"Youth (Homecoming)","青春（歸）","青春（归）",1745131500000,"152 /分鐘",0,4,"香港藝術中心古天樂電影院"
"Youth (Spring)","青春（春）","青春（春）",1744371900000,"212 /分鐘",0,4,"英皇戲院 銅鑼灣 時代廣場2院"
"Yunan","陌生的溫柔","陌生的温柔",1744956000000,"124 /分鐘",0,1,"PREMIERE Elements 7院"
"Yunan","陌生的溫柔","陌生的温柔",1745208900000,"124 /分鐘",0,1,"PREMIERE Elements 7院"
