group,area,halls_name,country,cinema,projection_material,etime,director,show_time,length,film_medium,weekday,date,film2,film1,show_type,resolving_power,id,co_production_country,stime,memo
金爵奖官方入选影片-剧情片,,CINITY厅,日本,SFC上海影城,,11:19,冲田修一,1595811600,139min,彩色,星期一,7月27日,ONE SUMMER STORY,孩子不想理解,0,,12186,,09:00,
金爵奖官方入选影片-剧情片,,LUXE巨幕厅,西班牙,红星电影世界上海吴中路旗舰店,,20:04,宝拉·康斯,1595845800,94min,,星期一,7月27日,THE ISLAND OF LIES,谎言的岛屿,,,10961,,18:30,
金爵奖官方入选影片-剧情片,,LUXE巨幕厅,意大利,红星电影世界上海吴中路旗舰店,,22:39,克里斯蒂娜·科门奇尼,1596286800,99min,,星期六,8月1日,FEEL YOUR MEMORIES (4K),感受你的记忆（4K）,0,4K,11177,,21:00,
金爵奖官方入选影片-剧情片,,1号厅,意大利,上海市沪北电影院,,22:39,克里斯蒂娜·科门奇尼,1596200400,99min,,星期五,7月31日,FEEL YOUR MEMORIES (4K),感受你的记忆（4K）,0,4K,11177,,21:00,
金爵奖官方入选影片-剧情片,,2号厅,芬兰,上海UA梅龙镇广场电影城,,14:01,安提·乔金恩,1596254400,121min,彩色,星期六,8月1日,HELENE,海莲娜：画布人生,0,,10163,,12:00,
金爵奖官方入选影片-剧情片,,2号厅,西班牙,SFC上海影城,,10:34,宝拉·康斯,1595638800,94min,,星期六,7月25日,THE ISLAND OF LIES,谎言的岛屿,0,,10961,,09:00,
金爵奖官方入选影片-剧情片,,2号厅,阿根廷,SFC上海影城,,16:12,费尔南多·祖伯,1595659800,82min,彩色,星期六,7月25日,CIEGOS,盲人,0,,9280,,14:50,
金爵奖官方入选影片-剧情片,,2号厅,中国,SFC上海影城,,16:05,大鹏,1595746200,75min,彩色,星期日,7月26日,THE REUNIONS,吉祥如意,2,,12812,,14:50,
金爵奖官方入选影片-剧情片,,2号厅,芬兰,SFC上海影城,,16:51,安提·乔金恩,1595832600,121min,彩色,星期一,7月27日,HELENE,海莲娜：画布人生,0,,10163,,14:50,
金爵奖官方入选影片-剧情片,,2号厅,波兰,SFC上海影城,,23:02,马切伊·佩普日察,1595854800,122min,彩色,星期一,7月27日,"ICARUS, THE LEGEND OF MIETEK KOSZ",盲琴师,,,9479,,21:00,
金爵奖官方入选影片-剧情片,,2号厅,希腊,SFC上海影城,,22:46,米凯利斯·康斯坦塔托斯,1595941200,106min,彩色,星期二,7月28日,ALL THE PRETTY LITTLE HORSES,群驹,,,11753,,21:00,
金爵奖官方入选影片-剧情片,,2号厅,中国,SFC上海影城,,16:48,李霄峰,1596005400,118min,彩色,星期三,7月29日,BACK TO THE WHARF,风平浪静,2,,12963,,14:50,
金爵奖官方入选影片-剧情片,,4K激光1号厅,波兰,上海百美汇影城（静安嘉里中心店）,,23:02,马切伊·佩普日察,1596373200,122min,彩色,星期日,8月2日,"ICARUS, THE LEGEND OF MIETEK KOSZ",盲琴师,,,9479,,21:00,
金爵奖官方入选影片-剧情片,,1号厅,日本,上海大光明电影院,,17:09,冲田修一,1596091800,139min,彩色,星期四,7月30日,ONE SUMMER STORY,孩子不想理解,,,12186,,14:50,
金爵奖官方入选影片-剧情片,,2号厅,西班牙,国泰电影院,,13:34,宝拉·康斯,1595649600,94min,,星期六,7月25日,THE ISLAND OF LIES,谎言的岛屿,0,,10961,,12:00,
金爵奖官方入选影片-剧情片,,剧院厅,日本,天山电影院-虹桥艺术中心旗舰店,,11:19,冲田修一,1596330000,139min,彩色,星期日,8月2日,ONE SUMMER STORY,孩子不想理解,0,,12186,,09:00,
金爵奖官方入选影片-剧情片,,8号厅,中国,CGV影城（白玉兰广场IMAX店）,,10:15,大鹏,1596243600,75min,彩色,星期六,8月1日,THE REUNIONS,吉祥如意,,,12812,,09:00,
金爵奖官方入选影片-剧情片,,ATMOS厅,意大利,上海和平影都,,22:39,克里斯蒂娜·科门奇尼,1596027600,99min,,星期三,7月29日,FEEL YOUR MEMORIES (4K),感受你的记忆（4K）,,4K,11177,,21:00,
金爵奖官方入选影片-剧情片,,LUXE厅,希腊,上海百丽宫影城（长宁来福士店）,,22:46,米凯利斯·康斯坦塔托斯,1596027600,106min,彩色,星期三,7月29日,ALL THE PRETTY LITTLE HORSES,群驹,0,,11753,,21:00,
金爵奖官方入选影片-剧情片,,LUXE厅,中国,上海百丽宫影城（陆家嘴中心店）,,10:58,李霄峰,1596330000,118min,彩色,星期日,8月2日,BACK TO THE WHARF,风平浪静,,,12963,,09:00,
金爵奖官方入选影片-剧情片,,4号厅,波兰,AMG海上明珠国际影城（莘庄店）,,23:02,马切伊·佩普日察,1596200400,122min,彩色,星期五,7月31日,"ICARUS, THE LEGEND OF MIETEK KOSZ",盲琴师,0,,9479,,21:00,
金爵奖官方入选影片-剧情片,,6号厅LUXE巨幕,芬兰,上海世纪友谊影城,,14:01,安提·乔金恩,1596340800,121min,彩色,星期日,8月2日,HELENE,海莲娜：画布人生,0,,10163,,12:00,
金爵奖官方入选影片-剧情片,,6号STAR MAX厅,阿根廷,橙天嘉禾影城（LuOne凯德晶萃店）,,19:52,费尔南多·祖伯,1596277800,82min,彩色,星期六,8月1日,CIEGOS,盲人,0,,9280,,18:30,
金爵奖官方入选影片-剧情片,,6号STAR MAX厅,希腊,橙天嘉禾影城（LuOne凯德晶萃店）,,22:46,米凯利斯·康斯坦塔托斯,1596373200,106min,彩色,星期日,8月2日,ALL THE PRETTY LITTLE HORSES,群驹,0,,11753,,21:00,
金爵奖官方入选影片-纪录片,,3号厅,中国,SFC上海影城,,11:00,陈传兴,1595725200,120min,彩色,星期日,7月26日,LIKE THE DYER'S HAND,掬水月在手,,,12811,,09:00,
金爵奖官方入选影片-纪录片,,3号厅,日本,SFC上海影城,,18:13,原一男,1595736000,373min,彩色,星期日,7月26日,MINAMATA MANDALA,水俣曼荼罗,0,,9906,,12:00,备注：本片含两段短时幕间休息
金爵奖官方入选影片-纪录片,,3号厅,菲律宾,SFC上海影城,,10:12,克里斯托弗·布鲁加达,1595898000,72min,彩色,星期二,7月28日,AN ELEGY TO FORGETTING,遗忘的悲歌,,,10879,,09:00,
金爵奖官方入选影片-纪录片,,2号厅,日本,国泰电影院,,18:13,原一男,1596254400,373min,彩色,星期六,8月1日,MINAMATA MANDALA,水俣曼荼罗,0,,9906,,12:00,备注：本片含两段短时幕间休息
金爵奖官方入选影片-纪录片,,4号厅,菲律宾,天山电影院-虹桥艺术中心旗舰店,,10:12,克里斯托弗·布鲁加达,1596157200,72min,彩色,星期五,7月31日,AN ELEGY TO FORGETTING,遗忘的悲歌,,,10879,,09:00,
金爵奖官方入选影片-纪录片,,LUXE厅,中国,上海百丽宫影城（陆家嘴中心店）,,20:30,陈传兴,1595932200,120min,彩色,星期二,7月28日,LIKE THE DYER'S HAND,掬水月在手,,,12811,,18:30,
金爵奖官方入选影片-动画片,,LUXE巨幕厅,日本,红星电影世界上海吴中路旗舰店,,16:17,石黑恭平,1595919000,87min,彩色,星期二,7月28日,WORDS BUBBLE UP LIKE SODA POP,言语如苏打般涌现,,,12544,,14:50,
金爵奖官方入选影片-动画片,,3号厅,日本,上海UA梅龙镇广场电影城,,13:27,石黑恭平,1596340800,87min,彩色,星期日,8月2日,WORDS BUBBLE UP LIKE SODA POP,言语如苏打般涌现,0,,12544,,12:00,
金爵奖官方入选影片-动画片,,3号厅,日本,SFC上海影城,,10:27,石黑恭平,1595638800,87min,彩色,星期六,7月25日,WORDS BUBBLE UP LIKE SODA POP,言语如苏打般涌现,,,12544,,09:00,
金爵奖官方入选影片-动画片,,3号厅,中国,SFC上海影城,,20:10,丁亮,1596277800,100min,彩色,星期六,8月1日,BONNIE BEARS: THE WILD LIFE,熊出没·狂野大陆,,,11312,,18:30,
金爵奖官方入选影片-动画片,,3号厅,爱沙尼亚,SFC上海影城,,10:28,米奇·玛吉 / 奥斯卡·莱玛,1596330000,88min,,星期日,8月2日,THE OLD MAN MOVIE,老人,0,,13039,,09:00,
金爵奖官方入选影片-动画片,,3号厅,俄罗斯,SFC上海影城,,19:58,康斯坦丁·谢金,1596364200,88min,彩色,星期日,8月2日,GINGER'S TALE,金婕的故事,,,10741,,18:30,
金爵奖官方入选影片-动画片,,1号厅,俄罗斯,上海星光影城（亚新旗舰店）,,13:28,康斯坦丁·谢金,1595736000,88min,彩色,星期日,7月26日,GINGER'S TALE,金婕的故事,0,,10741,,12:00,
金爵奖官方入选影片-动画片,,2号厅,俄罗斯,SFC上影百联影城（八佰伴IMAX店）,,13:28,康斯坦丁·谢金,1595649600,88min,彩色,星期六,7月25日,GINGER'S TALE,金婕的故事,0,,10741,,12:00,
金爵奖官方入选影片-动画片,,2号厅,爱沙尼亚,SFC上影百联影城（八佰伴IMAX店）,,13:28,米奇·玛吉 / 奥斯卡·莱玛,1595736000,88min,,星期日,7月26日,THE OLD MAN MOVIE,老人,0,,13039,,12:00,
金爵奖官方入选影片-短片,,4K激光1号厅,"中国,西班牙,巴西,瑞士",上海百美汇影城（静安嘉里中心店）,,19:57,"杨雨豪, 米格尔·加戈, 古斯塔沃·里贝罗, 达斯汀·里斯",1595932200,87min,,星期二,7月28日,GOLDEN GOBLET AWARDS OFFICIAL SELECTION--SHORT FILM COLLECTION 1,金爵奖官方入选影片-短片合集 1,,,13498,,18:30,
金爵奖官方入选影片-短片,,3号厅,"中国,西班牙,巴西,瑞士",上海科技影城,,10:27,"杨雨豪, 米格尔·加戈, 古斯塔沃·里贝罗, 达斯汀·里斯",1596243600,87min,,星期六,8月1日,GOLDEN GOBLET AWARDS OFFICIAL SELECTION--SHORT FILM COLLECTION 1,金爵奖官方入选影片-短片合集 1,,,13498,,09:00,
金爵奖官方入选影片-短片,,LUXE厅,"中国,日本,保加利亚,西班牙,伊朗",上海百丽宫影城（长宁来福士店）,,19:59,"万传法, 西山裕之, 加利娜·乔治亚娃, 克丽斯蒂娜·维彻斯·艾斯黛拉,  帕洛玛·卡诺尼卡, 希瓦·萨迪·阿萨迪",1595932200,89min,,星期二,7月28日,GOLDEN GOBLET AWARDS OFFICIAL SELECTION--SHORT FILM COLLECTION 3,金爵奖官方入选影片-短片合集 3,0,,13500,,18:30,
金爵奖官方入选影片-短片,,4号厅,"中国,波兰,印度",SFC上影影城（美罗城店）,,20:00,"米莱娜·达科夫斯卡, 闫琨骜, 普拉蒂克·达卡尔, 薛峰",1595759400,90min,,星期日,7月26日,GOLDEN GOBLET AWARDS OFFICIAL SELECTION--SHORT FILM COLLECTION 2,金爵奖官方入选影片-短片合集 2,0,,13499,,18:30,
金爵奖官方入选影片-短片,,1号厅,"中国,波兰,印度",上海星光影城（亚新旗舰店）,,20:00,"米莱娜·达科夫斯卡, 闫琨骜, 普拉蒂克·达卡尔, 薛峰",1595932200,90min,,星期二,7月28日,GOLDEN GOBLET AWARDS OFFICIAL SELECTION--SHORT FILM COLLECTION 2,金爵奖官方入选影片-短片合集 2,0,,13499,,18:30,
金爵奖官方入选影片-短片,,4号厅,"中国,日本,保加利亚,西班牙,伊朗",AMG海上明珠国际影城（莘庄店）,,19:59,"万传法, 西山裕之, 加利娜·乔治亚娃, 克丽斯蒂娜·维彻斯·艾斯黛拉,  帕洛玛·卡诺尼卡, 希瓦·萨迪·阿萨迪",1596364200,89min,,星期日,8月2日,GOLDEN GOBLET AWARDS OFFICIAL SELECTION--SHORT FILM COLLECTION 3,金爵奖官方入选影片-短片合集 3,0,,13500,,18:30,
亚洲新人奖官方入选影片,,2号厅,印度,上海UA梅龙镇广场电影城,,10:52,阿拉蒂·卡达夫,1595638800,112min,彩色,星期六,7月25日,CARGO,逝者,,,13051,,09:00,
亚洲新人奖官方入选影片,,2号厅,日本,上海UA梅龙镇广场电影城,,20:16,津田肇,1595932200,106min,彩色,星期二,7月28日,DAUGHTERS,亲爱的她,,,13121,,18:30,
亚洲新人奖官方入选影片,,2号厅,伊朗,上海UA梅龙镇广场电影城,,13:12,穆斯塔法·甘多姆卡,1596340800,72min,彩色,星期日,8月2日,NAJIBEH,娜基贝,0,,12656,,12:00,
亚洲新人奖官方入选影片,,4K激光1号厅,印度,上海百美汇影城（静安嘉里中心店）,,10:52,阿拉蒂·卡达夫,1596330000,112min,彩色,星期日,8月2日,CARGO,逝者,,,13051,,09:00,
亚洲新人奖官方入选影片,,3号厅,"孟加拉国,印度",SFC上海影城,,16:31,英德拉尼尔·罗伊乔德胡里,1595659800,101min,彩色,星期六,7月25日,DEBRIS OF DESIRE,欲望碎片,,,10526,,14:50,
亚洲新人奖官方入选影片,,3号厅,伊朗,SFC上海影城,,10:33,卡泽姆·莫莱,1595811600,93min,彩色,星期一,7月27日,THE BADGER,獾,0,,11216,,09:00,
亚洲新人奖官方入选影片,,3号厅,中国,SFC上海影城,,16:42,徐展雄,1595832600,112min,彩色,星期一,7月27日,WILD GRASS,荞麦疯长,2,,11169,,14:50,
亚洲新人奖官方入选影片,,3号厅,日本,SFC上海影城,,20:16,津田肇,1595845800,106min,彩色,星期一,7月27日,DAUGHTERS,亲爱的她,,,13121,,18:30,
亚洲新人奖官方入选影片,,3号厅,吉尔吉斯斯坦,SFC上海影城,,10:41,艾米尔·阿塔吉尔迪耶夫,1595984400,101min,,星期三,7月29日,THE LAKE,湖泊,,,13112,,09:00,
亚洲新人奖官方入选影片,,3号厅,马来西亚,SFC上海影城,,13:47,叶瑞良,1595995200,107min,彩色,星期三,7月29日,"SOMETIME, SOMETIME",一时一时的,,,10034,,12:00,
亚洲新人奖官方入选影片,,3号厅,中国,SFC上海影城,,16:30,敬然,1596005400,100min,彩色,星期三,7月29日,MODEL,落地生,2,,11302,,14:50,
亚洲新人奖官方入选影片,,3号厅,伊朗,SFC上海影城,,10:12,穆斯塔法·甘多姆卡,1596070800,72min,彩色,星期四,7月30日,NAJIBEH,娜基贝,0,,12656,,09:00,
亚洲新人奖官方入选影片,,3号厅,中国,SFC上海影城,,16:49,石鑫,1596091800,119min,彩色,星期四,7月30日,A LITTLE BIRD REMINDS ME,飞越光年,",2",,12392,,14:50,
亚洲新人奖官方入选影片,,3号厅,中国,上海科技影城,,10:40,敬然,1596330000,100min,彩色,星期日,8月2日,MODEL,落地生,,,11302,,09:00,
亚洲新人奖官方入选影片,,8号厅,马来西亚,CGV影城（白玉兰广场IMAX店）,,13:47,叶瑞良,1596254400,107min,彩色,星期六,8月1日,"SOMETIME, SOMETIME",一时一时的,,,10034,,12:00,
亚洲新人奖官方入选影片,,8号厅,日本,CGV影城（白玉兰广场IMAX店）,,20:16,津田肇,1596364200,106min,彩色,星期日,8月2日,DAUGHTERS,亲爱的她,,,13121,,18:30,
亚洲新人奖官方入选影片,,4号厅,"孟加拉国,印度",天山电影院-虹桥艺术中心旗舰店,,13:41,英德拉尼尔·罗伊乔德胡里,1595995200,101min,彩色,星期三,7月29日,DEBRIS OF DESIRE,欲望碎片,0,,10526,,12:00,
亚洲新人奖官方入选影片,,4号厅,印度,SFC上影影城（美罗城店）,,20:22,阿拉蒂·卡达夫,1595932200,112min,彩色,星期二,7月28日,CARGO,逝者,,,13051,,18:30,
亚洲新人奖官方入选影片,,2号厅,中国,SFC上影百联影城（八佰伴IMAX店）,,13:59,石鑫,1596081600,119min,彩色,星期四,7月30日,A LITTLE BIRD REMINDS ME,飞越光年,,,12392,,12:00,
亚洲新人奖官方入选影片,,1号厅,吉尔吉斯斯坦,上海百丽宫影城（ifc商场店）,,10:41,艾米尔·阿塔吉尔迪耶夫,1596243600,101min,,星期六,8月1日,THE LAKE,湖泊,,,13112,,09:00,
亚洲新人奖官方入选影片,,6号STAR MAX厅,"孟加拉国,印度",橙天嘉禾影城（LuOne凯德晶萃店）,,13:41,英德拉尼尔·罗伊乔德胡里,1596254400,101min,彩色,星期六,8月1日,DEBRIS OF DESIRE,欲望碎片,0,,10526,,12:00,
亚洲新人奖官方入选影片,,大剧场,伊朗,Fancl艺术中心-艺海剧院,,20:03,卡泽姆·莫莱,1596364200,93min,彩色,星期日,8月2日,THE BADGER,獾,,,11216,,18:30,
“一带一路”电影周,,CINITY厅,美国,SFC上海影城,,11:00,乔治·诺非,1595638800,120min,彩色,星期六,7月25日,THE BANKER (4K),银行家（4K）,0,4K,13452,,09:00,
“一带一路”电影周,,2号厅,"埃及,英国",SFC上海影城,,19:56,泽娜·杜拉,1596018600,86min,彩色,星期三,7月29日,LUXOR ,卢克索 ,,,13357,,18:30,
“一带一路”电影周,,4K激光1号厅,"阿尔巴尼亚,科索沃",上海百美汇影城（静安嘉里中心店）,,20:06,安托妮塔·卡斯特拉提,1595845800,96min,彩色,星期一,7月27日,ZANA,扎娜 ,,,13362,,18:30,
“一带一路”电影周,,观众厅,美国,上海美琪大戏院,,11:00,乔治·诺非,1595725200,120min,彩色,星期日,7月26日,THE BANKER (4K),银行家（4K）,,4K,13452,,09:00,
“一带一路”电影周,,剧院厅,美国,天山电影院-虹桥艺术中心旗舰店,,11:00,乔治·诺非,1595898000,120min,彩色,星期二,7月28日,THE BANKER (4K),银行家（4K）,,4K,13452,,09:00,
“一带一路”电影周,,4号厅,拉脱维亚,SFC上影影城（美罗城店）,,10:45,丁塔斯·德赖贝尔格,1595725200,105min,彩色,星期日,7月26日,BLIZZARD OF SOULS,灵魂暴风雪 ,,,13282,,09:00,
“一带一路”电影周,,1号厅,美国,曹杨影城,,16:50,乔治·诺非,1596091800,120min,彩色,星期四,7月30日,THE BANKER (4K),银行家（4K）,,4K,13452,,14:50,
“一带一路”电影周,,1号厅,立陶宛,上海星光影城（亚新旗舰店）,,13:37,托马斯·万格里,1596340800,97min,彩色,星期日,8月2日,MOTHERLAND (4K),母亲的土地（4K）,,4K,13351,拉脱维亚,12:00,
“一带一路”电影周,,2号厅,希腊,SFC上影百联影城（八佰伴IMAX店）,,10:21,巴比斯·马克里迪斯,1595725200,81min,彩色,星期日,7月26日,BIRDS OR HOW TO BE ONE,如何变成鸟 ,,,13321,,09:00,
“一带一路”电影周,,2号厅,拉脱维亚,SFC上影百联影城（八佰伴IMAX店）,,16:35,丁塔斯·德赖贝尔格,1595746200,105min,彩色,星期日,7月26日,BLIZZARD OF SOULS,灵魂暴风雪 ,,,13282,,14:50,
“一带一路”电影周,,2号厅,"埃及,英国",SFC上影百联影城（八佰伴IMAX店）,,13:26,泽娜·杜拉,1595822400,86min,彩色,星期一,7月27日,LUXOR ,卢克索 ,,,13357,,12:00,
“一带一路”电影周,,2号厅,保加利亚,SFC上影百联影城（八佰伴IMAX店）,,20:09,斯韦特拉·措措尔科娃,1595845800,99min,彩色,星期一,7月27日,SISTER,姐妹,,,13341,卡塔尔,18:30,
“一带一路”电影周,,2号厅,"日本,哈萨克斯坦",SFC上影百联影城（八佰伴IMAX店）,,16:13,叶尔兰·努尔穆汉别托夫 / 竹叶丽莎,1595919000,83min,彩色,星期二,7月28日,THE HORSE THIEVES. ROADS OF TIME,偷马贼：时间之路 ,,,13306,,14:50,
“一带一路”电影周,,2号厅,印度,SFC上影百联影城（八佰伴IMAX店）,,16:26,拉贾特·卡普尔,1596005400,96min,彩色+黑白,星期三,7月29日,RK/R KAY,RK还是R KAY,,,13377,,14:50,
“一带一路”电影周,,2号厅,"阿尔巴尼亚,科索沃",SFC上影百联影城（八佰伴IMAX店）,,10:36,安托妮塔·卡斯特拉提,1596157200,96min,彩色,星期五,7月31日,ZANA,扎娜 ,,,13362,,09:00,
“一带一路”电影周,,2号厅,匈牙利,SFC上影百联影城（八佰伴IMAX店）,,13:36,加诺斯·莱纳,1596168000,96min,彩色+黑白,星期五,7月31日,CLOSE TO THE WILD: ON THE PATH OF COUNT SIGMUND SZÉCHENYI,身临原野,,,13384,,12:00,
“一带一路”电影周,,2号厅,斯洛文尼亚,SFC上影百联影城（八佰伴IMAX店）,,10:21,格雷戈·博齐克,1596243600,81min,彩色,星期六,8月1日,STORIES FROM THE CHESTNUT WOODS,栗树林故事 ,,,13292,,09:00,
“一带一路”电影周,,2号厅,土耳其,SFC上影百联影城（八佰伴IMAX店）,,10:45,厄康·吉赛尔,1596330000,105min,彩色,星期日,8月2日,YOU KNOW HIM ,你知道他,,,13279,,09:00,
“一带一路”电影周,,1号厅,拉脱维亚,上海百丽宫影城（ifc商场店）,,16:35,丁塔斯·德赖贝尔格,1595659800,105min,彩色,星期六,7月25日,BLIZZARD OF SOULS,灵魂暴风雪 ,,,13282,,14:50,
“一带一路”电影周,,1号厅,中国,上海百丽宫影城（ifc商场店）,,16:41,王瑞,1595919000,111min,彩色,星期二,7月28日,CHAOGTU WITH SARULA,白云之下,2,,12310,,14:50,
“一带一路”电影周,,1号厅,保加利亚,上海百丽宫影城（ifc商场店）,,20:09,斯韦特拉·措措尔科娃,1595932200,99min,彩色,星期二,7月28日,SISTER,姐妹,,,13341,卡塔尔,18:30,
“一带一路”电影周,,1号厅,"阿尔巴尼亚,科索沃",上海百丽宫影城（ifc商场店）,,20:06,安托妮塔·卡斯特拉提,1596018600,96min,彩色,星期三,7月29日,ZANA,扎娜 ,,,13362,,18:30,
“一带一路”电影周,,1号厅,土耳其,上海百丽宫影城（ifc商场店）,,20:15,厄康·吉赛尔,1596105000,105min,彩色,星期四,7月30日,YOU KNOW HIM ,你知道他,,,13279,,18:30,
“一带一路”电影周,,1号厅,"以色列,德国",上海百丽宫影城（ifc商场店）,,22:49,亚龙·沙尼,1596114000,109min,彩色,星期四,7月30日,LOVE TRILOGY: REBORN,爱情三部曲：重生 ,,,13294,,21:00,
“一带一路”电影周,,1号厅,希腊,上海百丽宫影城（ifc商场店）,,10:21,巴比斯·马克里迪斯,1596157200,81min,彩色,星期五,7月31日,BIRDS OR HOW TO BE ONE,如何变成鸟 ,,,13321,,09:00,
“一带一路”电影周,,1号厅,"孟加拉国,法国",上海百丽宫影城（ifc商场店）,,13:35,鲁拜亚·侯赛因,1596168000,95min,彩色,星期五,7月31日,MADE IN BANGLADESH,孟加拉制造 ,,,13320,,12:00,
“一带一路”电影周,,1号厅,"加拿大,美国",上海百丽宫影城（ifc商场店）,,16:04,卡泽克·拉德万斯基,1596178200,74min,彩色,星期五,7月31日,"ANNE AT 13,000 FT",在13000英尺高的安妮 ,,,13284,,14:50,
“一带一路”电影周,,1号厅,斯洛文尼亚,上海百丽宫影城（ifc商场店）,,19:51,格雷戈·博齐克,1596191400,81min,彩色,星期五,7月31日,STORIES FROM THE CHESTNUT WOODS,栗树林故事 ,,,13292,,18:30,
“一带一路”电影周,,1号厅,匈牙利,上海百丽宫影城（ifc商场店）,,22:36,加诺斯·莱纳,1596286800,96min,彩色+黑白,星期六,8月1日,CLOSE TO THE WILD: ON THE PATH OF COUNT SIGMUND SZÉCHENYI,身临原野,,,13384,,21:00,
“一带一路”电影周,,LUXE厅,"加拿大,美国",上海百丽宫影城（陆家嘴中心店）,,10:14,卡泽克·拉德万斯基,1595638800,74min,彩色,星期六,7月25日,"ANNE AT 13,000 FT",在13000英尺高的安妮 ,,,13284,,09:00,
“一带一路”电影周,,LUXE厅,"埃及,英国",上海百丽宫影城（陆家嘴中心店）,,16:16,泽娜·杜拉,1595659800,86min,彩色,星期六,7月25日,LUXOR ,卢克索 ,,,13357,,14:50,
“一带一路”电影周,,LUXE厅,"孟加拉国,法国",上海百丽宫影城（陆家嘴中心店）,,10:35,鲁拜亚·侯赛因,1595725200,95min,彩色,星期日,7月26日,MADE IN BANGLADESH,孟加拉制造 ,,,13320,,09:00,
“一带一路”电影周,,LUXE厅,立陶宛,上海百丽宫影城（陆家嘴中心店）,,20:07,托马斯·万格里,1595759400,97min,彩色,星期日,7月26日,MOTHERLAND (4K),母亲的土地（4K）,,4K,13351,拉脱维亚,18:30,
“一带一路”电影周,,LUXE厅,中国,上海百丽宫影城（陆家嘴中心店）,,16:41,王瑞,1595832600,111min,彩色,星期一,7月27日,CHAOGTU WITH SARULA,白云之下,2,,12310,,14:50,
“一带一路”电影周,,LUXE厅,"日本,哈萨克斯坦",上海百丽宫影城（陆家嘴中心店）,,19:53,叶尔兰·努尔穆汉别托夫 / 竹叶丽莎,1595845800,83min,彩色,星期一,7月27日,THE HORSE THIEVES. ROADS OF TIME,偷马贼：时间之路 ,,,13306,,18:30,
“一带一路”电影周,,LUXE厅,保加利亚,上海百丽宫影城（陆家嘴中心店）,,20:09,斯韦特拉·措措尔科娃,1596105000,99min,彩色,星期四,7月30日,SISTER,姐妹,,,13341,卡塔尔,18:30,
“一带一路”电影周,,LUXE厅,"以色列,德国",上海百丽宫影城（陆家嘴中心店）,,22:49,亚龙·沙尼,1596200400,109min,彩色,星期五,7月31日,LOVE TRILOGY: REBORN,爱情三部曲：重生 ,,,13294,,21:00,
“一带一路”电影周,,LUXE厅,土耳其,上海百丽宫影城（陆家嘴中心店）,,10:45,厄康·吉赛尔,1596243600,105min,彩色,星期六,8月1日,YOU KNOW HIM ,你知道他,,,13279,,09:00,
“一带一路”电影周,,LUXE厅,美国,上海百丽宫影城（陆家嘴中心店）,,16:50,乔治·诺非,1596264600,120min,彩色,星期六,8月1日,THE BANKER (4K),银行家（4K）,,4K,13452,,14:50,
“一带一路”电影周,,LUXE厅,"日本,哈萨克斯坦",上海百丽宫影城（陆家嘴中心店）,,22:23,叶尔兰·努尔穆汉别托夫 / 竹叶丽莎,1596286800,83min,彩色,星期六,8月1日,THE HORSE THIEVES. ROADS OF TIME,偷马贼：时间之路 ,,,13306,,21:00,
“一带一路”电影周,,LUXE厅,印度,上海百丽宫影城（陆家嘴中心店）,,13:36,拉贾特·卡普尔,1596340800,96min,彩色+黑白,星期日,8月2日,RK/R KAY,RK还是R KAY,,,13377,,12:00,
“一带一路”电影周,,LUXE厅,斯洛文尼亚,上海百丽宫影城（陆家嘴中心店）,,19:51,格雷戈·博齐克,1596364200,81min,彩色,星期日,8月2日,STORIES FROM THE CHESTNUT WOODS,栗树林故事 ,,,13292,,18:30,
“一带一路”电影周,,LUXE厅,匈牙利,上海百丽宫影城（陆家嘴中心店）,,22:36,加诺斯·莱纳,1596373200,96min,彩色+黑白,星期日,8月2日,CLOSE TO THE WILD: ON THE PATH OF COUNT SIGMUND SZÉCHENYI,身临原野,,,13384,,21:00,
幸福小康,,4K激光1号厅,中国,上海百美汇影城（静安嘉里中心店）,,20:18,徐昂,1596277800,108min,,星期六,8月1日,12 CITIZENS,十二公民,,,11085,,18:30,
幸福小康,,4K激光1号厅,中国,上海百美汇影城（静安嘉里中心店）,,13:38,王启民 / 孙羽,1596340800,98min,,星期日,8月2日,PEOPLE AT THEIR MIDDLE AGES,人到中年,,,11075,,12:00,
幸福小康,,3号厅,中国,SFC上海影城,,16:47,文牧野,1596351000,117min,,星期日,8月2日,DYING TO SURVIVE,我不是药神,0,,11088,,14:50,
幸福小康,,1号厅,中国,SFC上影百联影城（大上海店）,,13:48,徐昂,1595736000,108min,,星期日,7月26日,12 CITIZENS,十二公民,,,11085,,12:00,
幸福小康,,1号厅,中国,SFC上影百联影城（大上海店）,,16:47,文牧野,1595746200,117min,,星期日,7月26日,DYING TO SURVIVE,我不是药神,,,11088,,14:50,
幸福小康,,1号厅,中国,SFC上影百联影城（大上海店）,,20:15,王家乙,1596191400,105min,,星期五,7月31日,FIVE GOLDEN FLOWERS,五朵金花,,,11073,,18:30,
幸福小康,,1号厅,中国,SFC上影百联影城（大上海店）,,13:38,王启民 / 孙羽,1596254400,98min,,星期六,8月1日,PEOPLE AT THEIR MIDDLE AGES,人到中年,,,11075,,12:00,
幸福小康,,2号厅,中国,国泰电影院,,10:39,杨亚洲,1596243600,99min,,星期六,8月1日,PRETTY BIG FEET,美丽的大脚,,,11081,,09:00,
幸福小康,,8号厅,中国,CGV影城（白玉兰广场IMAX店）,,10:40,张暖忻,1596330000,100min,,星期日,8月2日,"GOOD MORNING, BEIJING",北京，你早,,,11077,,09:00,
