group,area,halls_name,country,cinema,projection_material,etime,director,show_time,length,film_medium,weekday,date,film2,film1,show_type,resolving_power,id,co_production_country,stime,memo
多元视角-影像万花筒,,1号厅,西班牙,上海市沪北电影院,,13:30,维克多·加西亚·莱昂,1596254400,90min,,星期六,8月1日,THE EUROPEANS,欧洲美人,0,,10960,,12:00,
多元视角-影像万花筒,,1号厅,英国,上海市沪北电影院,,22:32,丽莎·巴罗斯·德萨 / 格林·莱柏恩,1596373200,92min,彩色,星期日,8月2日,ORDINARY LOVE (4K),爱在人间（4K）,0,4K,11616,,21:00,
多元视角-影像万花筒,,2号厅,菲律宾,上海UA梅龙镇广场电影城,,16:44,阿多弗·亚历克斯,1596351000,114min,彩色,星期日,8月2日,CIRCA,大约,,,10836,,14:50,
多元视角-影像万花筒,,2号厅,法国,SFC上海影城,,19:43,皮埃尔·菲尔蒙,1595673000,73min,彩色,星期六,7月25日,LONG TIME NO SEE,好久不见,0,,10137,,18:30,
多元视角-影像万花筒,,2号厅,爱沙尼亚,SFC上海影城,,17:19,塔内尔·托奥姆,1595919000,149min,彩色,星期二,7月28日,TRUTH AND JUSTICE,真相与正义,0,,11526,,14:50,
多元视角-影像万花筒,,2号厅,英国,SFC上海影城,,20:11,威廉姆·尼克尔森,1595932200,101min,彩色,星期二,7月28日,HOPE GAP,下一步幸福,,,11617,,18:30,
多元视角-影像万花筒,,2号厅,西班牙,SFC上海影城,,13:24,路易斯·帕提诺,1596340800,84min,,星期日,8月2日,RED MOON TIDE,红月,0,,10955,,12:00,
多元视角-影像万花筒,,3号厅,新西兰,上海UA梅龙镇广场电影城,,10:39,山姆·凯利,1595638800,99min,彩色,星期六,7月25日,SAVAGE,萨维奇,,,10696,,09:00,
多元视角-影像万花筒,,3号厅,比利时,上海UA梅龙镇广场电影城,,20:08,彼得·博罗斯 / 杰西卡·霍普伍德沃思,1595673000,98min,彩色,星期六,7月25日,THE BAREFOOT EMPEROR,赤足皇帝 ,0,,12566,"荷兰,克罗地亚共和国,保加利亚",18:30,
多元视角-影像万花筒,,3号厅,西班牙,上海UA梅龙镇广场电影城,,20:14,本尼托·萨姆布拉诺,1596191400,104min,,星期五,7月31日,OUT IN THE OPEN,恶劣天气,,,13139,,18:30,
多元视角-影像万花筒,,3号厅,爱沙尼亚,上海UA梅龙镇广场电影城,,17:19,塔内尔·托奥姆,1596264600,149min,彩色,星期六,8月1日,TRUTH AND JUSTICE,真相与正义,0,,11526,,14:50,
多元视角-影像万花筒,,3号厅,丹麦,上海UA梅龙镇广场电影城,,23:32,安德斯·雷恩,1596286800,152min,彩色,星期六,8月1日,INTO THE DARKNESS,被诅咒的岁月 ,,,11103,,21:00,
多元视角-影像万花筒,,3号厅,巴西,上海UA梅龙镇广场电影城,,20:12,雷纳托·巴比耶里,1596364200,102min,彩色,星期日,8月2日,PUREZA,普雷萨,,,11557,,18:30,
多元视角-影像万花筒,,4K激光1号厅,西班牙,上海百美汇影城（静安嘉里中心店）,,22:30,维克多·加西亚·莱昂,1595768400,90min,,星期日,7月26日,THE EUROPEANS,欧洲美人,,,10960,,21:00,
多元视角-影像万花筒,,4K激光1号厅,韩国,上海百美汇影城（静安嘉里中心店）,,22:45,郑镇荣,1595854800,105min,彩色,星期一,7月27日,ME AND ME,非常真相,,,13309,,21:00,
多元视角-影像万花筒,,4K激光1号厅,阿根廷,上海百美汇影城（静安嘉里中心店）,,19:58,塞巴斯蒂安·梅加·迪亚兹,1596018600,88min,彩色,星期三,7月29日,THE BIG LOVE PICTURE,大爱之画,,,10208,,18:30,
多元视角-影像万花筒,,4K激光1号厅,阿根廷,上海百美汇影城（静安嘉里中心店）,,20:01,费尔南多·德尔卡斯蒂洛,1596105000,91min,彩色,星期四,7月30日,GAUCHITO GIL. DEATH AND BIRTH,高乔·吉尔的死与生,0,,12991,,18:30,
多元视角-影像万花筒,,3号厅,法国,SFC上海影城,,22:42,塞德里克·康,1595941200,102min,彩色,星期二,7月28日,HAPPY BIRTHDAY,祝你生日快乐,0,,11614,,21:00,
多元视角-影像万花筒,,3号厅,西班牙,SFC上海影城,,20:00,维克多·加西亚·莱昂,1596191400,90min,,星期五,7月31日,THE EUROPEANS,欧洲美人,,,10960,,18:30,
多元视角-影像万花筒,,观众厅,韩国,上海美琪大戏院,,10:43,李相槿,1596157200,103min,彩色,星期五,7月31日,EXIT,极限逃生,,,13295,,09:00,
多元视角-影像万花筒,,观众厅,韩国,上海美琪大戏院,,20:20,李元泰,1596191400,110min,彩色,星期五,7月31日,"THE GANGSTER, THE COP, THE DEVIL",恶人传,,,13296,,18:30,
多元视角-影像万花筒,,3号厅,韩国,嘉定影剧院,,16:35,郑镇荣,1595659800,105min,彩色,星期六,7月25日,ME AND ME,非常真相,,,13309,,14:50,
多元视角-影像万花筒,,3号厅,法国,嘉定影剧院,,20:00,凯伦·本·拉斐尔,1595673000,90min,彩色,星期六,7月25日,THE END OF LOVE,爱情隔离,0,,12568,,18:30,
多元视角-影像万花筒,,3号厅,爱尔兰,嘉定影剧院,,20:01,妮莎·哈迪曼,1596277800,91min,彩色,星期六,8月1日,SEA FEVER,海热症,,,12732,"瑞典,比利时,英国",18:30,
多元视角-影像万花筒,,3号厅,"美国,波多黎各",嘉定影剧院,,13:46,查尔斯·麦克道格,1596340800,106min,,星期日,8月2日,ANA,安娜 ,0,,13266,,12:00,
多元视角-影像万花筒,,3号厅,西班牙,嘉定影剧院,,16:20,维克多·加西亚·莱昂,1596351000,90min,,星期日,8月2日,THE EUROPEANS,欧洲美人,0,,10960,,14:50,
多元视角-影像万花筒,,3号厅,澳大利亚,嘉定影剧院,,20:09,安德鲁·陶毕克,1596364200,99min,,星期日,8月2日,BLACK WATER: ABYSS,绝命鳄口,0,,13184,,18:30,
多元视角-影像万花筒,,1号厅,韩国,上海大光明电影院,,13:45,郑镇荣,1595649600,105min,彩色,星期六,7月25日,ME AND ME,非常真相,,,13309,,12:00,
多元视角-影像万花筒,,1号厅,韩国,上海大光明电影院,,10:50,李元泰,1595811600,110min,彩色,星期一,7月27日,"THE GANGSTER, THE COP, THE DEVIL",恶人传,0,,13296,,09:00,
多元视角-影像万花筒,,1号厅,韩国,上海大光明电影院,,10:43,李相槿,1595898000,103min,彩色,星期二,7月28日,EXIT,极限逃生,,,13295,,09:00,
多元视角-影像万花筒,,1号厅,西班牙,SFC上影百联影城（大上海店）,,19:54,路易斯·帕提诺,1596018600,84min,,星期三,7月29日,RED MOON TIDE,红月,,,10955,,18:30,
多元视角-影像万花筒,,1号厅,阿根廷,SFC上影百联影城（大上海店）,,22:28,塞巴斯蒂安·梅加·迪亚兹,1596114000,88min,彩色,星期四,7月30日,THE BIG LOVE PICTURE,大爱之画,0,,10208,,21:00,
多元视角-影像万花筒,,1号厅,法国,SFC上影百联影城（大上海店）,,20:07,菲利普·吉亚尔,1596277800,97min,,星期六,8月1日,PAPA SITTER,陪考老炮儿,,,13185,,18:30,
多元视角-影像万花筒,,2号厅,"法国,比利时",国泰电影院,,22:26,丽萨·阿祖洛斯,1595941200,86min,彩色,星期二,7月28日,SWEETHEART,我的宝贝,0,,9398,,21:00,
多元视角-影像万花筒,,2号厅,法国,国泰电影院,,16:41,塞德里克·克拉皮斯,1596178200,111min,彩色,星期五,7月31日,"SOMEONE, SOMEWHERE (4K)",某处，某人（4K）,0,4K,9347,,14:50,
多元视角-影像万花筒,,2号厅,韩国,国泰电影院,,10:43,李相槿,1596330000,103min,彩色,星期日,8月2日,EXIT,极限逃生,,,13295,,09:00,
多元视角-影像万花筒,,3号厅,智利,上海科技影城,,17:08,大卫·阿尔巴拉,1595659800,138min,彩色,星期六,7月25日,JAILBREAK PACT,越狱协议,0,,11006,,14:50,
多元视角-影像万花筒,,3号厅,法国,上海科技影城,,13:51,塞德里克·克拉皮斯,1595736000,111min,彩色,星期日,7月26日,"SOMEONE, SOMEWHERE (4K)",某处，某人（4K）,0,4K,9347,,12:00,
多元视角-影像万花筒,,3号厅,巴西,上海科技影城,,20:12,雷纳托·巴比耶里,1595759400,102min,彩色,星期日,7月26日,PUREZA,普雷萨,0,,11557,,18:30,
多元视角-影像万花筒,,3号厅,比利时,上海科技影城,,20:08,彼得·博罗斯 / 杰西卡·霍普伍德沃思,1596018600,98min,彩色,星期三,7月29日,THE BAREFOOT EMPEROR,赤足皇帝 ,0,,12566,"荷兰,克罗地亚共和国,保加利亚",18:30,
多元视角-影像万花筒,,3号厅,丹麦,上海科技影城,,23:32,安德斯·雷恩,1596027600,152min,彩色,星期三,7月29日,INTO THE DARKNESS,被诅咒的岁月 ,,,11103,,21:00,
多元视角-影像万花筒,,3号厅,俄罗斯,上海科技影城,,20:11,埃琳娜·哈扎诺娃,1596105000,101min,,星期四,7月30日,ONE BREATH,屏住呼吸,,,12174,,18:30,
多元视角-影像万花筒,,3号厅,法国,上海科技影城,,22:42,塞德里克·康,1596200400,102min,彩色,星期五,7月31日,HAPPY BIRTHDAY,祝你生日快乐,0,,11614,,21:00,
多元视角-影像万花筒,,3号厅,菲律宾,上海科技影城,,13:54,阿多弗·亚历克斯,1596254400,114min,彩色,星期六,8月1日,CIRCA,大约,0,,10836,,12:00,
多元视角-影像万花筒,,3号厅,英国,上海科技影城,,22:32,丽莎·巴罗斯·德萨 / 格林·莱柏恩,1596286800,92min,彩色,星期六,8月1日,ORDINARY LOVE (4K),爱在人间（4K）,0,4K,11616,,21:00,
多元视角-影像万花筒,,3号厅,西班牙,上海科技影城,,20:14,本尼托·萨姆布拉诺,1596364200,104min,,星期日,8月2日,OUT IN THE OPEN,恶劣天气,,,13139,,18:30,
多元视角-影像万花筒,,剧院厅,韩国,天山电影院-虹桥艺术中心旗舰店,,20:15,郑镇荣,1595759400,105min,彩色,星期日,7月26日,ME AND ME,非常真相,,,13309,,18:30,
多元视角-影像万花筒,,剧院厅,英国,天山电影院-虹桥艺术中心旗舰店,,22:32,丽莎·巴罗斯·德萨 / 格林·莱柏恩,1595768400,92min,彩色,星期日,7月26日,ORDINARY LOVE (4K),爱在人间（4K）,0,4K,11616,,21:00,
多元视角-影像万花筒,,剧院厅,韩国,天山电影院-虹桥艺术中心旗舰店,,13:50,李元泰,1596254400,110min,彩色,星期六,8月1日,"THE GANGSTER, THE COP, THE DEVIL",恶人传,0,,13296,,12:00,
多元视角-影像万花筒,,8号厅,爱尔兰,CGV影城（白玉兰广场IMAX店）,,10:31,妮莎·哈迪曼,1595638800,91min,彩色,星期六,7月25日,SEA FEVER,海热症,,,12732,"瑞典,比利时,英国",09:00,
多元视角-影像万花筒,,8号厅,吉尔吉斯斯坦,CGV影城（白玉兰广场IMAX店）,,13:26,阿提库帕·斯温顿考夫,1595736000,86min,彩色,星期日,7月26日,SHAMBALA,香巴拉,,,10432,,12:00,
多元视角-影像万花筒,,8号厅,"美国,波多黎各",CGV影城（白玉兰广场IMAX店）,,22:46,查尔斯·麦克道格,1595941200,106min,,星期二,7月28日,ANA,安娜 ,,,13266,,21:00,
多元视角-影像万花筒,,8号厅,法国,CGV影城（白玉兰广场IMAX店）,,19:43,皮埃尔·菲尔蒙,1596191400,73min,彩色,星期五,7月31日,LONG TIME NO SEE,好久不见,0,,10137,,18:30,
多元视角-影像万花筒,,8号厅,"法国,比利时",CGV影城（白玉兰广场IMAX店）,,22:26,丽萨·阿祖洛斯,1596200400,86min,彩色,星期五,7月31日,SWEETHEART,我的宝贝,0,,9398,,21:00,
多元视角-影像万花筒,,4号厅,英国,天山电影院-虹桥艺术中心旗舰店,,20:11,威廉姆·尼克尔森,1595759400,101min,彩色,星期日,7月26日,HOPE GAP,下一步幸福,0,,11617,,18:30,
多元视角-影像万花筒,,4号厅,法国,天山电影院-虹桥艺术中心旗舰店,,19:43,皮埃尔·菲尔蒙,1596105000,73min,彩色,星期四,7月30日,LONG TIME NO SEE,好久不见,,,10137,,18:30,
多元视角-影像万花筒,,4号厅,法国,天山电影院-虹桥艺术中心旗舰店,,20:02,玛丽昂∙莱娜,1596364200,92min,,星期日,8月2日,INTO THE WORLD,新生,,,11574,,18:30,
多元视角-影像万花筒,,ATMOS厅,英国,上海和平影都,,22:32,丽莎·巴罗斯·德萨 / 格林·莱柏恩,1596114000,92min,彩色,星期四,7月30日,ORDINARY LOVE (4K),爱在人间（4K）,0,4K,11616,,21:00,
多元视角-影像万花筒,,ATMOS厅,韩国,上海和平影都,,13:43,李相槿,1596254400,103min,彩色,星期六,8月1日,EXIT,极限逃生,,,13295,,12:00,
多元视角-影像万花筒,,LUXE厅,"法国,卢森堡,比利时",上海百丽宫影城（长宁来福士店）,,13:40,克里斯蒂安·福克曼,1595649600,100min,彩色,星期六,7月25日,THE ROOM,心愿房间,0,,9934,,12:00,
多元视角-影像万花筒,,LUXE厅,阿根廷,上海百丽宫影城（长宁来福士店）,,16:18,塞巴斯蒂安·梅加·迪亚兹,1595746200,88min,彩色,星期日,7月26日,THE BIG LOVE PICTURE,大爱之画,,,10208,,14:50,
多元视角-影像万花筒,,LUXE厅,美国,上海百丽宫影城（长宁来福士店）,,20:15,卡西乌斯·科里根,1595759400,105min,彩色,星期日,7月26日,HURACÁN,飓风,,,10764,,18:30,
多元视角-影像万花筒,,LUXE厅,"法国,卢森堡,比利时",上海百丽宫影城（长宁来福士店）,,20:10,克里斯蒂安·福克曼,1596018600,100min,彩色,星期三,7月29日,THE ROOM,心愿房间,,,9934,,18:30,
多元视角-影像万花筒,,LUXE厅,法国,上海百丽宫影城（长宁来福士店）,,20:07,菲利普·吉亚尔,1596105000,97min,,星期四,7月30日,PAPA SITTER,陪考老炮儿,,,13185,,18:30,
多元视角-影像万花筒,,LUXE厅,俄罗斯,上海百丽宫影城（长宁来福士店）,,20:11,埃琳娜·哈扎诺娃,1596191400,101min,,星期五,7月31日,ONE BREATH,屏住呼吸,,,12174,,18:30,
多元视角-影像万花筒,,LUXE厅,法国,上海百丽宫影城（长宁来福士店）,,20:17,伊万·阿达勒,1596277800,107min,彩色,星期六,8月1日,MY DOG STUPID (4K),我的笨狗 （4K）,,4K,9299,,18:30,
多元视角-影像万花筒,,LUXE厅,法国,上海百丽宫影城（长宁来福士店）,,13:51,塞德里克·克拉皮斯,1596340800,111min,彩色,星期日,8月2日,"SOMEONE, SOMEWHERE (4K)",某处，某人（4K）,0,4K,9347,,12:00,
多元视角-影像万花筒,,1号厅,"塞尔维亚,法国,德国",SFC上影影城（新衡山店）,,13:59,斯尔丹·戈卢博维奇,1595649600,119min,,星期六,7月25日,FATHER ,父亲,0,,13267,,12:00,
多元视角-影像万花筒,,1号厅,法国,SFC上影影城（新衡山店）,,19:43,皮埃尔·菲尔蒙,1595932200,73min,彩色,星期二,7月28日,LONG TIME NO SEE,好久不见,0,,10137,,18:30,
多元视角-影像万花筒,,1号厅,"冰岛,爱尔兰,美国",SFC上影影城（新衡山店）,,20:07,艾法尔·阿达尔斯坦,1596018600,97min,彩色,星期三,7月29日,END OF SENTENCE,最终判决,,,9348,,18:30,
多元视角-影像万花筒,,1号厅,爱沙尼亚,SFC上影影城（新衡山店）,,17:19,塔内尔·托奥姆,1596351000,149min,彩色,星期日,8月2日,TRUTH AND JUSTICE,真相与正义,0,,11526,,14:50,
多元视角-影像万花筒,,4号厅,爱沙尼亚,SFC上影影城（美罗城店）,,17:19,塔内尔·托奥姆,1595659800,149min,彩色,星期六,7月25日,TRUTH AND JUSTICE,真相与正义,0,,11526,,14:50,
多元视角-影像万花筒,,4号厅,阿根廷,SFC上影影城（美罗城店）,,13:48,保拉·赫尔南德斯,1595736000,108min,彩色,星期日,7月26日,THE SLEEPWALKERS,梦游者,0,,10203,乌拉圭,12:00,
多元视角-影像万花筒,,4号厅,"塞尔维亚,法国,德国",SFC上影影城（美罗城店）,,16:49,斯尔丹·戈卢博维奇,1595832600,119min,,星期一,7月27日,FATHER ,父亲,0,,13267,,14:50,
多元视角-影像万花筒,,4号厅,阿根廷,SFC上影影城（美罗城店）,,20:01,费尔南多·德尔卡斯蒂洛,1595845800,91min,彩色,星期一,7月27日,GAUCHITO GIL. DEATH AND BIRTH,高乔·吉尔的死与生,0,,12991,,18:30,
多元视角-影像万花筒,,4号厅,法国,SFC上影影城（美罗城店）,,22:42,塞德里克·康,1595941200,102min,彩色,星期二,7月28日,HAPPY BIRTHDAY,祝你生日快乐,,,11614,,21:00,
多元视角-影像万花筒,,4号厅,新西兰,SFC上影影城（美罗城店）,,16:29,山姆·凯利,1596178200,99min,彩色,星期五,7月31日,SAVAGE,萨维奇,,,10696,,14:50,
多元视角-影像万花筒,,1号厅,法国,曹杨影城,,20:05,穆罕默德·哈米迪,1595673000,95min,,星期六,7月25日,QUEENS OF THE FIELD (4K),热血狂花（4K）,,4K,13179,,18:30,
多元视角-影像万花筒,,1号厅,法国,曹杨影城,,10:49,安东尼·马尔西阿诺,1595725200,109min,彩色,星期日,7月26日,PLAY,回放,0,,9343,,09:00,
多元视角-影像万花筒,,1号厅,法国,曹杨影城,,20:11,格雷戈里·马尼,1595759400,101min,,星期日,7月26日,PERFUMES ,香水,,,11573,,18:30,
多元视角-影像万花筒,,1号厅,法国,曹杨影城,,20:21,塞德里克·克拉皮斯,1596105000,111min,彩色,星期四,7月30日,"SOMEONE, SOMEWHERE (4K)",某处，某人（4K）,,4K,9347,,18:30,
多元视角-影像万花筒,,1号厅,法国,曹杨影城,,20:00,凯伦·本·拉斐尔,1596364200,90min,彩色,星期日,8月2日,THE END OF LOVE,爱情隔离,,,12568,,18:30,
多元视角-影像万花筒,,1号厅,阿根廷,上海星光影城（亚新旗舰店）,,13:48,保拉·赫尔南德斯,1595649600,108min,彩色,星期六,7月25日,THE SLEEPWALKERS,梦游者,0,,10203,乌拉圭,12:00,
多元视角-影像万花筒,,1号厅,巴西,上海星光影城（亚新旗舰店）,,20:12,雷纳托·巴比耶里,1595673000,102min,彩色,星期六,7月25日,PUREZA,普雷萨,0,,11557,,18:30,
多元视角-影像万花筒,,1号厅,法国,上海星光影城（亚新旗舰店）,,20:07,菲利普·吉亚尔,1595845800,97min,,星期一,7月27日,PAPA SITTER,陪考老炮儿,,,13185,,18:30,
多元视角-影像万花筒,,1号厅,爱尔兰,上海星光影城（亚新旗舰店）,,20:01,妮莎·哈迪曼,1596018600,91min,彩色,星期三,7月29日,SEA FEVER,海热症,,,12732,"瑞典,比利时,英国",18:30,
多元视角-影像万花筒,,1号厅,法国,上海星光影城（亚新旗舰店）,,10:35,穆罕默德·哈米迪,1596243600,95min,,星期六,8月1日,QUEENS OF THE FIELD (4K),热血狂花（4K）,,4K,13179,,09:00,
多元视角-影像万花筒,,2号厅,西班牙,SFC上影百联影城（八佰伴IMAX店）,,20:00,维克多·加西亚·莱昂,1595932200,90min,,星期二,7月28日,THE EUROPEANS,欧洲美人,,,10960,,18:30,
多元视角-影像万花筒,,2号厅,爱沙尼亚,SFC上影百联影城（八佰伴IMAX店）,,17:19,塔内尔·托奥姆,1596351000,149min,彩色,星期日,8月2日,TRUTH AND JUSTICE,真相与正义,0,,11526,,14:50,
多元视角-影像万花筒,,1号厅,西班牙,上海百丽宫影城（ifc商场店）,,19:54,路易斯·帕提诺,1595673000,84min,,星期六,7月25日,RED MOON TIDE,红月,,,10955,,18:30,
多元视角-影像万花筒,,LUXE厅,法国,上海百丽宫影城（陆家嘴中心店）,,20:21,塞德里克·克拉皮斯,1595673000,111min,彩色,星期六,7月25日,"SOMEONE, SOMEWHERE (4K)",某处，某人（4K）,,4K,9347,,18:30,
多元视角-影像万花筒,,LUXE厅,"法国,比利时",上海百丽宫影城（陆家嘴中心店）,,22:26,丽萨·阿祖洛斯,1595854800,86min,彩色,星期一,7月27日,SWEETHEART,我的宝贝,,,9398,,21:00,
多元视角-影像万花筒,,LUXE厅,"美国,波多黎各",上海百丽宫影城（陆家嘴中心店）,,16:36,查尔斯·麦克道格,1596178200,106min,,星期五,7月31日,ANA,安娜 ,0,,13266,,14:50,
多元视角-影像万花筒,,4号厅,吉尔吉斯斯坦,AMG海上明珠国际影城（莘庄店）,,16:16,阿提库帕·斯温顿考夫,1595659800,86min,彩色,星期六,7月25日,SHAMBALA,香巴拉,0,,10432,,14:50,
多元视角-影像万花筒,,4号厅,丹麦,AMG海上明珠国际影城（莘庄店）,,23:32,安德斯·雷恩,1595682000,152min,彩色,星期六,7月25日,INTO THE DARKNESS,被诅咒的岁月 ,,,11103,,21:00,
多元视角-影像万花筒,,4号厅,澳大利亚,AMG海上明珠国际影城（莘庄店）,,22:39,安德鲁·陶毕克,1596027600,99min,,星期三,7月29日,BLACK WATER: ABYSS,绝命鳄口,0,,13184,,21:00,
多元视角-影像万花筒,,4号厅,美国,AMG海上明珠国际影城（莘庄店）,,20:15,卡西乌斯·科里根,1596105000,105min,彩色,星期四,7月30日,HURACÁN,飓风,,,10764,,18:30,
多元视角-影像万花筒,,4号厅,阿根廷,AMG海上明珠国际影城（莘庄店）,,13:48,保拉·赫尔南德斯,1596254400,108min,彩色,星期六,8月1日,THE SLEEPWALKERS,梦游者,0,,10203,乌拉圭,12:00,
多元视角-影像万花筒,,4号厅,"美国,波多黎各",AMG海上明珠国际影城（莘庄店）,,20:16,查尔斯·麦克道格,1596277800,106min,,星期六,8月1日,ANA,安娜 ,,,13266,,18:30,
多元视角-影像万花筒,,4号厅,新西兰,AMG海上明珠国际影城（莘庄店）,,10:39,山姆·凯利,1596330000,99min,彩色,星期日,8月2日,SAVAGE,萨维奇,,,10696,,09:00,
多元视角-影像万花筒,,6号厅LUXE巨幕,法国,上海世纪友谊影城,,13:49,安东尼·马尔西阿诺,1595649600,109min,彩色,星期六,7月25日,PLAY,回放,0,,9343,,12:00,
多元视角-影像万花筒,,6号厅LUXE巨幕,新西兰,上海世纪友谊影城,,10:39,山姆·凯利,1595725200,99min,彩色,星期日,7月26日,SAVAGE,萨维奇,,,10696,,09:00,
多元视角-影像万花筒,,6号厅LUXE巨幕,"塞尔维亚,法国,德国",上海世纪友谊影城,,13:59,斯尔丹·戈卢博维奇,1595736000,119min,,星期日,7月26日,FATHER ,父亲,0,,13267,,12:00,
多元视角-影像万花筒,,6号厅LUXE巨幕,法国,上海世纪友谊影城,,20:02,玛丽昂∙莱娜,1595759400,92min,,星期日,7月26日,INTO THE WORLD,新生,,,11574,,18:30,
多元视角-影像万花筒,,6号厅LUXE巨幕,法国,上海世纪友谊影城,,20:05,穆罕默德·哈米迪,1596018600,95min,,星期三,7月29日,QUEENS OF THE FIELD (4K),热血狂花（4K）,,4K,13179,,18:30,
多元视角-影像万花筒,,6号厅LUXE巨幕,英国,上海世纪友谊影城,,22:32,丽莎·巴罗斯·德萨 / 格林·莱柏恩,1596200400,92min,彩色,星期五,7月31日,ORDINARY LOVE (4K),爱在人间（4K）,0,4K,11616,,21:00,
多元视角-影像万花筒,,6号厅LUXE巨幕,比利时,上海世纪友谊影城,,20:08,彼得·博罗斯 / 杰西卡·霍普伍德沃思,1596277800,98min,彩色,星期六,8月1日,THE BAREFOOT EMPEROR,赤足皇帝 ,,,12566,"荷兰,克罗地亚共和国,保加利亚",18:30,
多元视角-影像万花筒,,6号STAR MAX厅,阿根廷,橙天嘉禾影城（LuOne凯德晶萃店）,,20:01,费尔南多·德尔卡斯蒂洛,1595673000,91min,彩色,星期六,7月25日,GAUCHITO GIL. DEATH AND BIRTH,高乔·吉尔的死与生,0,,12991,,18:30,
多元视角-影像万花筒,,6号STAR MAX厅,西班牙,橙天嘉禾影城（LuOne凯德晶萃店）,,16:34,本尼托·萨姆布拉诺,1595746200,104min,,星期日,7月26日,OUT IN THE OPEN,恶劣天气,0,,13139,,14:50,
多元视角-影像万花筒,,6号STAR MAX厅,俄罗斯,橙天嘉禾影城（LuOne凯德晶萃店）,,20:11,埃琳娜·哈扎诺娃,1595759400,101min,,星期日,7月26日,ONE BREATH,屏住呼吸,,,12174,,18:30,
多元视角-影像万花筒,,6号STAR MAX厅,"美国,波多黎各",橙天嘉禾影城（LuOne凯德晶萃店）,,16:36,查尔斯·麦克道格,1596091800,106min,,星期四,7月30日,ANA,安娜 ,0,,13266,,14:50,
多元视角-影像万花筒,,6号STAR MAX厅,"法国,卢森堡,比利时",橙天嘉禾影城（LuOne凯德晶萃店）,,20:10,克里斯蒂安·福克曼,1596105000,100min,彩色,星期四,7月30日,THE ROOM,心愿房间,,,9934,,18:30,
多元视角-影像万花筒,,6号STAR MAX厅,吉尔吉斯斯坦,橙天嘉禾影城（LuOne凯德晶萃店）,,19:56,阿提库帕·斯温顿考夫,1596191400,86min,彩色,星期五,7月31日,SHAMBALA,香巴拉,0,,10432,,18:30,
多元视角-影像万花筒,,6号STAR MAX厅,法国,橙天嘉禾影城（LuOne凯德晶萃店）,,20:07,菲利普·吉亚尔,1596364200,97min,,星期日,8月2日,PAPA SITTER,陪考老炮儿,,,13185,,18:30,
多元视角-影像万花筒,,大剧场,法国,Fancl艺术中心-艺海剧院,,20:17,伊万·阿达勒,1595673000,107min,彩色,星期六,7月25日,MY DOG STUPID (4K),我的笨狗 （4K）,,4K,9299,,18:30,
多元视角-影像万花筒,,大剧场,澳大利亚,Fancl艺术中心-艺海剧院,,22:39,安德鲁·陶毕克,1595854800,99min,,星期一,7月27日,BLACK WATER: ABYSS,绝命鳄口,0,,13184,,21:00,
多元视角-影像万花筒,,大剧场,法国,Fancl艺术中心-艺海剧院,,20:05,穆罕默德·哈米迪,1596105000,95min,,星期四,7月30日,QUEENS OF THE FIELD (4K),热血狂花（4K）,,4K,13179,,18:30,
多元视角-影像万花筒,,大剧场,法国,Fancl艺术中心-艺海剧院,,20:00,凯伦·本·拉斐尔,1596191400,90min,彩色,星期五,7月31日,THE END OF LOVE,爱情隔离,,,12568,,18:30,
多元视角-影像万花筒,,大剧场,法国,Fancl艺术中心-艺海剧院,,10:49,安东尼·马尔西阿诺,1596243600,109min,彩色,星期六,8月1日,PLAY,回放,0,,9343,,09:00,
多元视角-影像万花筒,,大剧场,美国,Fancl艺术中心-艺海剧院,,16:35,卡西乌斯·科里根,1596264600,105min,彩色,星期六,8月1日,HURACÁN,飓风,0,,10764,,14:50,
新视野-IMAX,,激光IMAX厅,美国,寰映影城（大融城店）,,19:13,大卫·道格拉斯 / 德鲁·费尔曼,1595845800,43min,彩色,星期一,7月27日,PANDAS (3D / IMAX),大熊猫（3D / IMAX）,,,13433,,18:30,
新视野-IMAX,,激光IMAX厅,美国,寰映影城（大融城店）,,19:13,大卫·道格拉斯 / 德鲁·费尔曼,1595932200,43min,彩色,星期二,7月28日,PANDAS (3D / IMAX),大熊猫（3D / IMAX）,,,13433,,18:30,
新视野-IMAX,,激光IMAX厅,美国,寰映影城（大融城店）,,21:02,克里斯·哥伦布,1596018600,152min,,星期三,7月29日,HARRY POTTER AND THE SORCERER’S STONE (IMAX),哈利·波特与魔法石 (IMAX),,,13153,英国,18:30,
新视野-IMAX,,激光IMAX厅,"美国,英国",寰映影城（大融城店）,,21:11,克里斯·哥伦布,1596105000,161min,,星期四,7月30日,HARRY POTTER AND THE CHAMBER OF SECRETS (IMAX),哈利·波特与密室 （IMAX）,,,13154,,18:30,
新视野-IMAX,,激光IMAX厅,"美国,英国",寰映影城（大融城店）,,20:51,阿方索·卡隆,1596191400,141min,,星期五,7月31日,HARRY POTTER AND THE PRISONER OF AZKABAN (IMAX),哈利·波特与阿兹卡班的囚徒（IMAX）,,,13156,,18:30,
新视野-IMAX,,激光IMAX厅,"英国,美国",寰映影城（大融城店）,,11:37,迈克·内威尔,1596243600,157min,,星期六,8月1日,HARRY POTTER AND THE GOBLET OF FIRE (IMAX),哈利·波特与火焰杯（IMAX）,0,,13157,,09:00,
