group,area,halls_name,country,cinema,projection_material,etime,director,show_time,length,film_medium,weekday,date,film2,film1,show_type,resolving_power,id,co_production_country,stime
地球村-聚焦伊朗,,1号厅,伊朗,SFC上影影城（美罗城店）,,22:14,苏海尔·贝拉吉,1560775500,89min,彩色,星期一,6月17日,COLD SWEAT,铿锵玫瑰,0,,8548,,20:45
地球村-聚焦伊朗,,1号厅,伊朗,SFC上影影城（美罗城店）,,20:13,侯曼·西亚德,1561199400,103min,彩色,星期六,6月22日,SHEEPLE,群羊,0,,7136,,18:30
地球村-聚焦伊朗,,5号厅,伊朗,华士达影城（徐汇店）,,17:25,拉索·萨德阿每利,1560671100,100min,彩色,星期日,6月16日,MY SECOND YEAR IN COLLEGE,我的大二生活,1,,6853,,15:45
地球村-聚焦伊朗,,5号厅,伊朗,华士达影城（徐汇店）,,20:12,卢侯拉·赫贾兹,1561285800,102min,彩色,星期日,6月23日,THE DARK ROOM,暗室,0,,8487,,18:30
地球村-聚焦伊朗,,6号厅,伊朗,上海百丽宫影城（环贸iapm店）,,12:13,侯曼·西亚德,1561257000,103min,彩色,星期日,6月23日,SHEEPLE,群羊,0,,7136,,10:30
地球村-聚焦伊朗,,7号厅,伊朗,AMG海上国际影城环球港店,,17:25,拉索·萨德阿每利,1560584700,100min,彩色,星期六,6月15日,MY SECOND YEAR IN COLLEGE,我的大二生活,0,,6853,,15:45
地球村-聚焦伊朗,,2号厅,伊朗,SFC上影百联影城（八佰伴IMAX店）,,20:13,侯曼·西亚德,1560853800,103min,彩色,星期二,6月18日,SHEEPLE,群羊,0,,7136,,18:30
地球村-聚焦伊朗,,7号厅,伊朗,上海百丽宫影城（LCM置汇旭辉广场店）,,15:12,卢侯拉·赫贾兹,1560576600,102min,彩色,星期六,6月15日,THE DARK ROOM,暗室,0,,8487,,13:30
地球村-聚焦伊朗,,7号厅,伊朗,上海百丽宫影城（LCM置汇旭辉广场店）,,22:14,苏海尔·贝拉吉,1561034700,89min,彩色,星期四,6月20日,COLD SWEAT,铿锵玫瑰,0,,8548,,20:45
地球村-聚焦伊朗,,LUXE厅,伊朗,上海百丽宫影城（陆家嘴中心店）,,19:59,苏海尔·贝拉吉,1560940200,89min,彩色,星期三,6月19日,COLD SWEAT,铿锵玫瑰,0,,8548,,18:30
地球村-聚焦伊朗,,4号厅,伊朗,AMG海上明珠国际影城（莘庄店）,,19:57,巴扎德·瓦基里,1561026600,87min,彩色,星期四,6月20日,IN THE FISH,肚中货,0,,5652,,18:30
地球村-印度电影周,,LUXE巨幕厅,印度,上海百丽宫影城（万象城店）,,22:31,拉希·阿尼尔·巴夫 / 阿德什·普拉萨德,1560948300,106min,彩色,星期三,6月19日,TUMBBAD,塔巴德,1,,4981,,20:45
地球村-印度电影周,,1号厅,印度,上海百美汇影城（静安嘉里中心店）,,12:23,兰迪塔·达斯,1561170600,113min,彩色,星期六,6月22日,MANTO,芒多传,0,,5287,,10:30
地球村-印度电影周,,LUXE巨幕厅,印度,上海百丽宫影城（协信店）,,15:23,兰迪塔·达斯,1560663000,113min,彩色,星期日,6月16日,MANTO,芒多传,0,,5287,,13:30
地球村-印度电影周,,LUXE巨幕厅,印度,上海百丽宫影城（协信店）,,22:31,拉希·阿尼尔·巴夫 / 阿德什·普拉萨德,1560861900,106min,彩色,星期二,6月18日,TUMBBAD,塔巴德,0,,4981,,20:45
地球村-印度电影周,,3号厅,印度,嘉定影剧院,,20:16,拉希·阿尼尔·巴夫 / 阿德什·普拉萨德,1560681000,106min,彩色,星期日,6月16日,TUMBBAD,塔巴德,0,,4981,,18:30
地球村-印度电影周,,IMAX厅,印度,博悦汇影城外滩金融中心IMAX店,,23:27,纳格·阿什温 ,1560775500,162min,彩色+黑白,星期一,6月17日,THE GREAT ACTRESS,妮桑卡娜·萨维特丽传奇,0,,4742,,20:45
地球村-印度电影周,,1号厅,印度,SFC上影百联影城（大上海店）,,22:49,加雅拉杰,1560602700,124min,彩色,星期六,6月15日,FEAR,恐惧,0,,6376,,20:45
地球村-印度电影周,,2号厅,印度,国泰电影院,,22:48,扎卡里亚·穆罕默德,1561207500,123min,彩色,星期六,6月22日,SUDANI FROM NIGERIA,异国情谊,"2,0",,4722,加纳,20:45
地球村-印度电影周,,2号厅,印度,国泰电影院,,17:41,"阿毕吉·库卡忒



斯里毕内·萨利安",1561275900,116min,彩色,星期日,6月23日,DEMON,恶魔,0,,5593,,15:45
地球村-印度电影周,,umeDmax厅,印度,UME影城（上海新天地店）,,13:12,纳格·阿什温 ,1561170600,162min,彩色+黑白,星期六,6月22日,THE GREAT ACTRESS,妮桑卡娜·萨维特丽传奇,0,,4742,,10:30
地球村-印度电影周,,2号厅,印度,上海大光明电影院,,15:07,梅卡·拉马斯瓦米,1560749400,97min,彩色,星期一,6月17日,THE ODDS ,我奇怪吗,0,,5723,,13:30
地球村-印度电影周,,2号厅,印度,上海大光明电影院,,17:41,"阿毕吉·库卡忒



斯里毕内·萨利安",1561189500,116min,彩色,星期六,6月22日,DEMON,恶魔,0,,5593,,15:45
地球村-印度电影周,,6号厅,印度,上海兰生典尚影院,,17:41,"阿毕吉·库卡忒



斯里毕内·萨利安",1560584700,116min,彩色,星期六,6月15日,DEMON,恶魔,0,,5593,,15:45
地球村-印度电影周,,3号厅,印度,上海大光明电影院,,20:22,哈迪克·梅赫达,1561113000,112min,彩色,星期五,6月21日,ROUND FIGURE,圆形图,0,,4984,印度,18:30
地球村-印度电影周,,2号LED厅,印度,万达影城（五角场万达广场店）,,22:49,加雅拉杰,1560948300,124min,彩色,星期三,6月19日,FEAR,恐惧,0,,6376,,20:45
地球村-印度电影周,,2号LED厅,法国,万达影城（五角场万达广场店）,,22:21,阿蒂提雅·维克拉姆·森古普塔,1561121100,96min,彩色,星期五,6月21日,FIREFLY,萤火虫,1,,4983,,20:45
地球村-印度电影周,,2号LED厅,印度,万达影城（五角场万达广场店）,,15:22,哈迪克·梅赫达,1561181400,112min,彩色,星期六,6月22日,ROUND FIGURE,圆形图,0,,4984,印度,13:30
地球村-印度电影周,,8号厅,印度,CGV影城（白玉兰广场IMAX店）,,20:07,梅卡·拉马斯瓦米,1560853800,97min,彩色,星期二,6月18日,THE ODDS ,我奇怪吗,1,,5723,,18:30
地球村-印度电影周,,8号厅,印度,CGV影城（白玉兰广场IMAX店）,,17:48,扎卡里亚·穆罕默德,1560930300,123min,彩色,星期三,6月19日,SUDANI FROM NIGERIA,异国情谊,0,,4722,加纳,15:45
地球村-印度电影周,,10号厅,印度,万达影城（宝山万达广场店）,,17:37,哈迪克·梅赫达,1560671100,112min,彩色,星期日,6月16日,ROUND FIGURE,圆形图,0,,4984,印度,15:45
地球村-印度电影周,,1号厅,印度,SFC上影影城（美罗城店）,,12:33,扎卡里亚·穆罕默德,1560565800,123min,彩色,星期六,6月15日,SUDANI FROM NIGERIA,异国情谊,0,,4722,加纳,10:30
地球村-印度电影周,,1号厅,印度,SFC上影影城（美罗城店）,,17:49,加雅拉杰,1560671100,124min,彩色,星期日,6月16日,FEAR,恐惧,0,,6376,,15:45
地球村-印度电影周,,1号厅,法国,SFC上影影城（美罗城店）,,22:21,阿蒂提雅·维克拉姆·森古普塔,1560689100,96min,彩色,星期日,6月16日,FIREFLY,萤火虫,0,,4983,,20:45
地球村-印度电影周,,5号厅,印度,华士达影城（徐汇店）,,22:22,梅卡·拉马斯瓦米,1561121100,97min,彩色,星期五,6月21日,THE ODDS ,我奇怪吗,1,,5723,,20:45
地球村-印度电影周,,6号厅,印度,上海百丽宫影城（环贸iapm店）,,17:31,拉希·阿尼尔·巴夫 / 阿德什·普拉萨德,1561275900,106min,彩色,星期日,6月23日,TUMBBAD,塔巴德,0,,4981,,15:45
地球村-印度电影周,,2号厅,印度,SFC上影百联影城（八佰伴IMAX店）,,17:38,兰迪塔·达斯,1561275900,113min,彩色,星期日,6月23日,MANTO,芒多传,0,,5287,,15:45
地球村-印度电影周,,5号厅,印度,保利国际影城上海世博店,,23:27,纳格·阿什温 ,1560689100,162min,彩色+黑白,星期日,6月16日,THE GREAT ACTRESS,妮桑卡娜·萨维特丽传奇,"0,2",,4742,,20:45
地球村-印度电影周,,4号厅,印度,AMG海上明珠国际影城（莘庄店）,,22:31,拉希·阿尼尔·巴夫 / 阿德什·普拉萨德,1560602700,106min,彩色,星期六,6月15日,TUMBBAD,塔巴德,0,,4981,,20:45
地球村-印度电影周,,4号厅,法国,上海百美汇影城（静安嘉里中心店）,,22:21,阿蒂提雅·维克拉姆·森古普塔,1561207500,96min,彩色,星期六,6月22日,FIREFLY,萤火虫,0,,4983,,20:45
地球村-南美风情,,1号厅,巴西,上海百美汇影城（静安嘉里中心店）,,19:41,洛斯·D·巴亚达,1560681000,71min,黑白,星期日,6月16日,I AM NOT A RACIST,我不是种族主义者,0,,5147,,18:30
地球村-南美风情,,1号厅,巴西,上海百美汇影城（静安嘉里中心店）,,11:41,洛斯·D·巴亚达,1561257000,71min,黑白,星期日,6月23日,I AM NOT A RACIST,我不是种族主义者,0,,5147,,10:30
地球村-南美风情,,2号厅,阿根廷,上海大光明电影院,,20:10,卡洛斯·索林,1560681000,100min,彩色,星期日,6月16日,JOEL,乔尔,0,,6517,,18:30
地球村-南美风情,,2号厅,巴西,上海大光明电影院,,15:08,古斯塔夫·皮齐,1561267800,98min,彩色,星期日,6月23日,LOVELING,爱琳,0,,6854,,13:30
地球村-南美风情,,3号厅,巴西,上海科技影城,,22:22,丹尼尔·奥古斯托,1560948300,97min,彩色,星期三,6月19日,ALBATROZ,致命目击,0,,4486,,20:45
地球村-南美风情,,3号厅,阿根廷,上海科技影城,,14:49,费德里克·索萨,1561181400,79min,彩色,星期六,6月22日,NOT QUITE ADULTS,成人边缘,"2,0",,5754,,13:30
地球村-南美风情,,2号厅,阿根廷,上海开元地中海影城,,17:25,卡洛斯·索林,1560584700,100min,彩色,星期六,6月15日,JOEL,乔尔,0,,6517,,15:45
地球村-南美风情,,8号厅,阿根廷,CGV影城（白玉兰广场IMAX店）,,15:20,胡安·帕布罗·克罗基耶,1560576600,110min,彩色,星期六,6月15日,SINUOUS ROAD,曲径,0,,5088,,13:30
地球村-南美风情,,3号厅,巴西,环球国际影城（崇明店）,,20:08,古斯塔夫·皮齐,1560681000,98min,彩色,星期日,6月16日,LOVELING,爱琳,0,,6854,,18:30
地球村-南美风情,,10号厅,巴西,万达影城（宝山万达广场店）,,20:08,古斯塔夫·皮齐,1560594600,98min,彩色,星期六,6月15日,LOVELING,爱琳,0,,6854,,18:30
地球村-南美风情,,10号厅,阿根廷,万达影城（宝山万达广场店）,,15:20,胡安·帕布罗·克罗基耶,1561267800,110min,彩色,星期日,6月23日,SINUOUS ROAD,曲径,0,,5088,,13:30
地球村-南美风情,,6号厅,阿根廷,天山电影院-虹桥艺术中心旗舰店,,19:49,费德里克·索萨,1560681000,79min,彩色,星期日,6月16日,NOT QUITE ADULTS,成人边缘,0,,5754,,18:30
地球村-南美风情,,6号厅,阿根廷,天山电影院-虹桥艺术中心旗舰店,,15:10,卡洛斯·索林,1560922200,100min,彩色,星期三,6月19日,JOEL,乔尔,0,,6517,,13:30
地球村-南美风情,,1号厅,巴西,SFC上影影城（美罗城店）,,19:41,洛斯·D·巴亚达,1560853800,71min,黑白,星期二,6月18日,I AM NOT A RACIST,我不是种族主义者,0,,5147,,18:30
地球村-南美风情,,5号厅,巴西,华士达影城（徐汇店）,,22:22,丹尼尔·奥古斯托,1560602700,97min,彩色,星期六,6月15日,ALBATROZ,致命目击,0,,4486,,20:45
地球村-南美风情,,5号厅,厄瓜多尔,华士达影城（徐汇店）,,20:01,"牙买加问题



巴勃罗·阿圭罗",1560940200,91min,彩色,星期三,6月19日,A SON OF MAN,他之子,"0,2",,4772,,18:30
地球村-南美风情,,7号厅,厄瓜多尔,AMG海上国际影城环球港店,,15:01,"牙买加问题



巴勃罗·阿圭罗",1560576600,91min,彩色,星期六,6月15日,A SON OF MAN,他之子,0,,4772,,13:30
地球村-南美风情,,7号厅,阿根廷,AMG海上国际影城环球港店,,20:20,胡安·帕布罗·克罗基耶,1561026600,110min,彩色,星期四,6月20日,SINUOUS ROAD,曲径,0,,5088,,18:30
地球村-南美风情,,SUPER CINEMA,阿根廷,华谊兄弟电影中心上海大悦城店,,14:49,费德里克·索萨,1560576600,79min,彩色,星期六,6月15日,NOT QUITE ADULTS,成人边缘,0,,5754,,13:30
地球村-南美风情,,4号厅,厄瓜多尔,AMG海上明珠国际影城（莘庄店）,,15:01,"牙买加问题



巴勃罗·阿圭罗",1561181400,91min,彩色,星期六,6月22日,A SON OF MAN,他之子,0,,4772,,13:30
地球村-日本电影周,,东方巨幕厅,日本,SFC上海影城,,15:04,石井裕也,1560576600,94min,彩色,星期六,6月15日,WHEN A TREE FALLS,乱反射,"2,0",,7346,,13:30
地球村-日本电影周,,东方巨幕厅,日本,SFC上海影城,,20:26,田中亮,1560681000,116min,彩色,星期日,6月16日,THE CONFIDENCE MAN JP ,行骗天下JP,0,,8493,,18:30
地球村-日本电影周,,LUXE巨幕厅,日本,红星电影世界上海吴中路旗舰店,,20:16,塚本连平,1561285800,106min,彩色,星期日,6月23日,BENTO HARRASSMENT,今天也是招人嫌的便当,0,,5591,,18:30
地球村-日本电影周,,2号厅,日本,SFC上海影城,,12:32,本木克英,1560565800,122min,彩色,星期六,6月15日,IWANE: SWORD OF SERENITY,瞌睡的磐音,0,,8884,,10:30
地球村-日本电影周,,1号厅,日本,上海百美汇影城（静安嘉里中心店）,,22:46,前田哲,1560602700,121min,彩色,星期六,6月15日,A BANANA? AT THIS TIME OF NIGHT?,三更半夜居然要香蕉？~ 爱的真实故事~,"0,2",,8693,,20:45
地球村-日本电影周,,观众厅,日本,上海美琪大戏院,,15:04,石井裕也,1560922200,94min,彩色,星期三,6月19日,WHEN A TREE FALLS,乱反射,0,,7346,,13:30
地球村-日本电影周,,观众厅,日本,上海美琪大戏院,,15:32,本木克英,1561181400,122min,彩色,星期六,6月22日,IWANE: SWORD OF SERENITY,瞌睡的磐音,0,,8884,,13:30
地球村-日本电影周,,1号厅,日本,上海大光明电影院,,20:26,田中亮,1561199400,116min,彩色,星期六,6月22日,THE CONFIDENCE MAN JP ,行骗天下JP,0,,8493,,18:30
地球村-日本电影周,,2号LED厅,日本,万达影城（五角场万达广场店）,,20:16,塚本连平,1561026600,106min,彩色,星期四,6月20日,BENTO HARRASSMENT,今天也是招人嫌的便当,0,,5591,,18:30
地球村-日本电影周,,剧院厅,日本,天山电影院-虹桥艺术中心旗舰店,,17:47,本木克英,1560843900,122min,彩色,星期二,6月18日,IWANE: SWORD OF SERENITY,瞌睡的磐音,0,,8884,,15:45
地球村-日本电影周,,1号厅,日本,SFC上影影城（美罗城店）,,20:18,大森立嗣,1561026600,108min,彩色,星期四,6月20日,"WHEN MY MOM DIED, I WANTED TO EAT HER ASHES ",母亲去世时，我甚至想吃掉她的遗骨,0,,6730,,18:30
地球村-日本电影周,,6号厅,日本,上海百丽宫影城（环贸iapm店）,,20:18,大森立嗣,1560594600,108min,彩色,星期六,6月15日,"WHEN MY MOM DIED, I WANTED TO EAT HER ASHES ",母亲去世时，我甚至想吃掉她的遗骨,0,,6730,,18:30
地球村-日本电影周,,1号厅,日本,曹杨影城,,15:04,石井裕也,1561181400,94min,彩色,星期六,6月22日,WHEN A TREE FALLS,乱反射,0,,7346,,13:30
地球村-日本电影周,,7号厅,日本,AMG海上国际影城环球港店,,22:31,塚本连平,1560861900,106min,彩色,星期二,6月18日,BENTO HARRASSMENT,今天也是招人嫌的便当,0,,5591,,20:45
地球村-日本电影周,,7号厅,日本,上海百丽宫影城（LCM置汇旭辉广场店）,,12:31,前田哲,1561257000,121min,彩色,星期日,6月23日,A BANANA? AT THIS TIME OF NIGHT?,三更半夜居然要香蕉？~ 爱的真实故事~,0,,8693,,10:30
地球村-日本电影周,,5号厅,日本,保利国际影城上海世博店,,17:46,前田哲,1560671100,121min,彩色,星期日,6月16日,A BANANA? AT THIS TIME OF NIGHT?,三更半夜居然要香蕉？~ 爱的真实故事~,0,,8693,,15:45
地球村-日本电影周,,4号厅,日本,上海百美汇影城（静安嘉里中心店）,,15:18,大森立嗣,1561267800,108min,彩色,星期日,6月23日,"WHEN MY MOM DIED, I WANTED TO EAT HER ASHES ",母亲去世时，我甚至想吃掉她的遗骨,0,,6730,,13:30
地球村-聚焦泰国,,1号厅,泰国,上海百美汇影城（静安嘉里中心店）,,17:18,炒蛋组,1560584700,93min,彩色,星期六,6月15日,LONDON SWEETIES,伦敦糖果,0,,8797,,15:45
地球村-聚焦泰国,,3号厅,泰国,嘉定影剧院,,22:47,西蒂希里·蒙克希里,1561034700,122min,彩色,星期四,6月20日,KRASUE INHUMAN KISS,美杜莎之吻,0,,6492,,20:45
地球村-聚焦泰国,,IMAX厅,泰国,博悦汇影城外滩金融中心IMAX店,,22:47,西蒂希里·蒙克希里,1561207500,122min,彩色,星期六,6月22日,KRASUE INHUMAN KISS,美杜莎之吻,0,,6492,,20:45
地球村-聚焦泰国,,2号厅,泰国,国泰电影院,,19:47,普昂索·阿克索恩萨旺,1560767400,77min,彩色,星期一,6月17日,NAKORN-SAWAN,天堂之河,"2,0",,8204,,18:30
地球村-聚焦泰国,,2号厅,泰国,上海大光明电影院,,22:02,普昂索·阿克索恩萨旺,1561121100,77min,彩色,星期五,6月21日,NAKORN-SAWAN,天堂之河,0,,8204,,20:45
地球村-聚焦泰国,,2号厅,泰国,上海大光明电影院,,20:16,普蒂邦·阿朗潘,1561285800,106min,彩色,星期日,6月23日,MANTA RAY,蝠鲼,0,,7156,,18:30
地球村-聚焦泰国,,3号厅,泰国,上海大光明电影院,,17:55,扬勇·库鲁安库拉,1561189500,130min,彩色,星期六,6月22日,APP WAR,交友网站,0,,6587,,15:45
地球村-聚焦泰国,,2号LED厅,泰国,万达影城（五角场万达广场店）,,15:16,普克萨·阿玛里吉,1560576600,106min,彩色,星期六,6月15日,BIKEMAN,骑机男孩,0,,7815,,13:30
地球村-聚焦泰国,,2号LED厅,泰国,万达影城（五角场万达广场店）,,22:47,西蒂希里·蒙克希里,1560689100,122min,彩色,星期日,6月16日,KRASUE INHUMAN KISS,美杜莎之吻,0,,6492,,20:45
地球村-聚焦泰国,,2号LED厅,泰国,万达影城（五角场万达广场店）,,20:16,普蒂邦·阿朗潘,1561113000,106min,彩色,星期五,6月21日,MANTA RAY,蝠鲼,0,,7156,,18:30
地球村-聚焦泰国,,5号厅,泰国,华士达影城（徐汇店）,,17:31,普克萨·阿玛里吉,1561189500,106min,彩色,星期六,6月22日,BIKEMAN,骑机男孩,0,,7815,,15:45
地球村-聚焦泰国,,7号厅,泰国,AMG海上国际影城环球港店,,20:03,炒蛋组,1561285800,93min,彩色,星期日,6月23日,LONDON SWEETIES,伦敦糖果,0,,8797,,18:30
地球村-聚焦泰国,,7号厅,泰国,上海百丽宫影城（LCM置汇旭辉广场店）,,20:16,普蒂邦·阿朗潘,1560594600,106min,彩色,星期六,6月15日,MANTA RAY,蝠鲼,0,,7156,,18:30
地球村-聚焦泰国,,4号厅,泰国,上海百美汇影城（静安嘉里中心店）,,12:40,扬勇·库鲁安库拉,1560565800,130min,彩色,星期六,6月15日,APP WAR,交友网站,"0,2",,6587,,10:30
地球村-聚焦泰国,,4号厅,泰国,上海百美汇影城（静安嘉里中心店）,,20:03,炒蛋组,1560681000,93min,彩色,星期日,6月16日,LONDON SWEETIES,伦敦糖果,0,,8797,,18:30
地球村-聚焦泰国,,4号厅,泰国,上海百美汇影城（静安嘉里中心店）,,22:31,普克萨·阿玛里吉,1560689100,106min,彩色,星期日,6月16日,BIKEMAN,骑机男孩,0,,7815,,20:45
多元视角-系列电影,,东方巨幕厅,澳大利亚,SFC上海影城,,12:31,乔治·米勒,1560825000,121min,黑白,星期二,6月18日,MAD MAX: FURY ROAD-BLACK &CHROME VERSION,疯狂的麦克斯4：狂暴之路 (黑白版),0,,7436,美国,10:30
多元视角-系列电影,,2号厅,美国,上海UA梅龙镇广场电影城,,14:51,约翰·拉赛特,1560663000,81min,彩色,星期日,6月16日,TOY STORY,玩具总动员,0,,6696,,13:30
多元视角-系列电影,,2号厅,美国,上海UA梅龙镇广场电影城,,17:17,"约翰·拉赛特，艾什·布兰农,李·昂克里奇",1560671100,92min,彩色,星期日,6月16日,TOY STORY 2,玩具总动员2,0,,6698,,15:45
多元视角-系列电影,,2号厅,美国,上海UA梅龙镇广场电影城,,20:13,李·昂克里奇,1560681000,103min,彩色,星期日,6月16日,TOY STORY 3,玩具总动员3,0,,6704,,18:30
多元视角-系列电影,,LUXE巨幕厅,美国,上海百丽宫影城（协信店）,,14:51,约翰·拉赛特,1561267800,81min,彩色,星期日,6月23日,TOY STORY,玩具总动员,0,,6696,,13:30
多元视角-系列电影,,LUXE巨幕厅,美国,上海百丽宫影城（协信店）,,17:17,"约翰·拉赛特，艾什·布兰农,李·昂克里奇",1561275900,92min,彩色,星期日,6月23日,TOY STORY 2,玩具总动员2,0,,6698,,15:45
多元视角-系列电影,,LUXE巨幕厅,美国,上海百丽宫影城（协信店）,,20:13,李·昂克里奇,1561285800,103min,彩色,星期日,6月23日,TOY STORY 3,玩具总动员3,0,,6704,,18:30
多元视角-系列电影,,1号厅,澳大利亚,上海大光明电影院,,20:31,乔治·米勒,1560681000,121min,黑白,星期日,6月16日,MAD MAX: FURY ROAD-BLACK &CHROME VERSION,疯狂的麦克斯4：狂暴之路 (黑白版),0,,7436,美国,18:30
多元视角-系列电影,,3号厅,美国,上海科技影城,,14:51,约翰·拉赛特,1561095000,81min,彩色,星期五,6月21日,TOY STORY,玩具总动员,0,,6696,,13:30
多元视角-系列电影,,3号厅,美国,上海科技影城,,17:17,"约翰·拉赛特，艾什·布兰农,李·昂克里奇",1561103100,92min,彩色,星期五,6月21日,TOY STORY 2,玩具总动员2,1,,6698,,15:45
多元视角-系列电影,,3号厅,美国,上海科技影城,,20:13,李·昂克里奇,1561113000,103min,彩色,星期五,6月21日,TOY STORY 3,玩具总动员3,0,,6704,,18:30
多元视角-系列电影,,剧院厅,澳大利亚,天山电影院-虹桥艺术中心旗舰店,,15:31,乔治·米勒,1561267800,121min,黑白,星期日,6月23日,MAD MAX: FURY ROAD-BLACK &CHROME VERSION,疯狂的麦克斯4：狂暴之路 (黑白版),0,,7436,美国,13:30
多元视角-系列电影,,6号厅,美国,上海百丽宫影城（环贸iapm店）,,14:51,约翰·拉赛特,1561181400,81min,彩色,星期六,6月22日,TOY STORY,玩具总动员,0,,6696,,13:30
多元视角-系列电影,,6号厅,美国,上海百丽宫影城（环贸iapm店）,,17:17,"约翰·拉赛特，艾什·布兰农,李·昂克里奇",1561189500,92min,彩色,星期六,6月22日,TOY STORY 2,玩具总动员2,0,,6698,,15:45
多元视角-系列电影,,6号厅,美国,上海百丽宫影城（环贸iapm店）,,20:13,李·昂克里奇,1561199400,103min,彩色,星期六,6月22日,TOY STORY 3,玩具总动员3,0,,6704,,18:30
多元视角-午夜惊奇,,东方巨幕厅,韩国,SFC上海影城,,00:34,郑凡植,1561215600,94min,彩色,星期六,6月22日,GONJIAM: HAUNTED ASYLUM,昆池岩,0,,8872,,23:00
多元视角-午夜惊奇,,观众厅,美国,上海美琪大戏院,,22:37,温子仁,1561207500,112min,彩色,星期六,6月22日,THE CONJURING,招魂,0,,7729,,20:45
多元视角-午夜惊奇,,观众厅,美国,上海美琪大戏院,,01:14,温子仁,1561215600,134min,彩色,星期六,6月22日,THE CONJURING 2,招魂2 ,0,,8489,,23:00
多元视角-午夜惊奇,,3号厅,美国,嘉定影剧院,,22:37,温子仁,1560689100,112min,彩色,星期日,6月16日,THE CONJURING,招魂,0,,7729,,20:45
多元视角-午夜惊奇,,3号厅,韩国,嘉定影剧院,,22:19,郑凡植,1560775500,94min,彩色,星期一,6月17日,GONJIAM: HAUNTED ASYLUM,昆池岩,0,,8872,,20:45
多元视角-午夜惊奇,,3号厅,美国,嘉定影剧院,,22:59,温子仁,1561207500,134min,彩色,星期六,6月22日,THE CONJURING 2,招魂2 ,0,,8489,,20:45
多元视角-午夜惊奇,,1号厅,英国,上海大光明电影院,,00:22,泰伦斯·费希,1560697200,82min,彩色,星期日,6月16日,HORROR OF DRACULA,恐怖德古拉,0,,6609,,23:00
多元视角-午夜惊奇,,1号厅,美国,上海大光明电影院,35mm,22:48,尼尔·乔丹,1560775500,123min,彩色,星期一,6月17日,INTERVIEW WITH VAMPIRE: THE VAMPIRE CHRONICLES ,夜访吸血鬼,0,,6611,,20:45
多元视角-午夜惊奇,,1号厅,美国,上海大光明电影院,,22:37,温子仁,1560861900,112min,彩色,星期二,6月18日,THE CONJURING,招魂,0,,7729,,20:45
多元视角-午夜惊奇,,1号厅,美国,上海大光明电影院,,01:14,温子仁,1560870000,134min,彩色,星期二,6月18日,THE CONJURING 2,招魂2 ,0,,8489,,23:00
多元视角-午夜惊奇,,1号厅,韩国,上海大光明电影院,,00:34,郑凡植,1561302000,94min,彩色,星期日,6月23日,GONJIAM: HAUNTED ASYLUM,昆池岩,0,,8872,,23:00
多元视角-午夜惊奇,,剧院厅,韩国,天山电影院-虹桥艺术中心旗舰店,,00:34,郑凡植,1561129200,94min,彩色,星期五,6月21日,GONJIAM: HAUNTED ASYLUM,昆池岩,0,,8872,,23:00
多元视角-午夜惊奇,,1号厅,美国,SFC上影影城（新衡山店）,35mm,01:03,尼尔·乔丹,1560697200,123min,彩色,星期日,6月16日,INTERVIEW WITH VAMPIRE: THE VAMPIRE CHRONICLES ,夜访吸血鬼,0,,6611,,23:00
多元视角-午夜惊奇,,1号厅,英国,SFC上影影城（新衡山店）,,22:07,泰伦斯·费希,1561034700,82min,彩色,星期四,6月20日,HORROR OF DRACULA,恐怖德古拉,0,,6609,,20:45
多元视角-午夜惊奇,,1号厅,韩国,曹杨影城,,22:19,郑凡植,1560689100,94min,彩色,星期日,6月16日,GONJIAM: HAUNTED ASYLUM,昆池岩,0,,8872,,20:45
多元视角-午夜惊奇,,1号厅,美国,上海星光影城（亚新旗舰店）,35mm,22:48,尼尔·乔丹,1561207500,123min,彩色,星期六,6月22日,INTERVIEW WITH VAMPIRE: THE VAMPIRE CHRONICLES ,夜访吸血鬼,0,,6611,,20:45
多元视角-午夜惊奇,,1号厅,英国,上海星光影城（亚新旗舰店）,,22:07,泰伦斯·费希,1561293900,82min,彩色,星期日,6月23日,HORROR OF DRACULA,恐怖德古拉,1,,6609,,20:45
多元视角-世界首作,,LUXE巨幕厅,意大利,上海百老汇影城（宝龙店）,,19:55,克里斯蒂安·詹弗雷达,1560853800,85min,彩色,星期二,6月18日,ONLY GOOD THINGS ,唯有好事,0,,7702,,18:30
多元视角-世界首作,,LUXE巨幕厅,罗马尼亚,上海百老汇影城（宝龙店）,,22:14,尤安娜·乌里卡鲁,1560948300,89min,彩色,星期三,6月19日,LEMONADE,柠檬汽水,0,,7858,,20:45
多元视角-世界首作,,LUXE巨幕厅,英国,上海百老汇影城（宝龙店）,,15:06,托比·麦克唐纳,1561181400,96min,彩色,星期六,6月22日,OLD BOYS,老男孩,0,,6098,瑞典,13:30
多元视角-世界首作,,LUXE巨幕厅,英国,上海百丽宫影城（万象城店）,,22:12,汤姆·埃德蒙兹,1560689100,87min,彩色,星期日,6月16日,DEAD IN A WEEK: OR YOUR MONEY BACK,一周必死：否则退钱,0,,8981,,20:45
多元视角-世界首作,,LUXE巨幕厅,美国,上海百丽宫影城（万象城店）,,11:55,迈克尔·泰伯斯基,1561257000,85min,彩色,星期日,6月23日,THE SOUND OF SILENCE,心琴调音师,0,,7422,,10:30
