group,area,halls_name,country,cinema,projection_material,etime,director,show_time,length,film_medium,weekday,date,film2,film1,show_type,resolving_power,id,co_production_country,stime
金爵奖参赛片-剧情片,,LUXE巨幕厅,巴西,上海百丽宫影城（万象城店）,,17:23,阿伦·戴伯通,1561189500,98min,彩色,星期六,6月22日,PACARRETE,痴梦芭蕾,0,,6040,,15:45
金爵奖参赛片-剧情片,,东方巨幕厅,日本,SFC上海影城,,17:44,今泉力哉,1561016700,119min,彩色,星期四,6月20日,"LITTLE NIGHTS, LITTLE LOVE",一首小夜曲,"0,2",,8630,,15:45
金爵奖参赛片-剧情片,,1号厅,俄罗斯,上海市沪北电影院,,15:22,帕维尔·龙金,1560576600,112min,彩色,星期六,6月15日,BROTHERHOOD ,兄弟会,0,,8670,,13:30
金爵奖参赛片-剧情片,,2号厅,巴西,上海UA梅龙镇广场电影城,,15:08,阿伦·戴伯通,1560576600,98min,彩色,星期六,6月15日,PACARRETE,痴梦芭蕾,0,,6040,,13:30
金爵奖参赛片-剧情片,,2号厅,印度,上海UA梅龙镇广场电影城,,12:17,比朱·达摩达兰,1561170600,107min,彩色,星期六,6月22日,TREES UNDER THE SUN,木生日光下,1,,5370,,10:30
金爵奖参赛片-剧情片,,2号厅,中国,SFC上海影城,,12:19,秦海璐,1560652200,109min,彩色,星期日,6月16日,THE RETURN,拂乡心,"2,2,0",,4490,中国,10:30
金爵奖参赛片-剧情片,,2号厅,墨西哥,SFC上海影城,,15:05,盖尔·加西亚·贝纳尔,1560663000,95min,彩色,星期日,6月16日,CHICUAROTES,逃离小镇,"2,0",,6574,,13:30
金爵奖参赛片-剧情片,,2号厅,巴西,SFC上海影城,,17:23,阿伦·戴伯通,1560671100,98min,彩色,星期日,6月16日,PACARRETE,痴梦芭蕾,"0,2",,6040,,15:45
金爵奖参赛片-剧情片,,2号厅,德国,SFC上海影城,,14:49,卡洛斯·A·莫莱利,1560749400,79min,黑白,星期一,6月17日,MANY HAPPY RETURNS,生日,"0,2",,7994,,13:30
金爵奖参赛片-剧情片,,2号厅,印度,SFC上海影城,,17:32,比朱·达摩达兰,1560757500,107min,彩色,星期一,6月17日,TREES UNDER THE SUN,木生日光下,"0,2,2",,5370,,15:45
金爵奖参赛片-剧情片,,2号厅,哈萨克斯坦,SFC上海影城,,15:05,叶尔梅克·图萨诺夫,1560835800,95min,彩色,星期二,6月18日,SHYRAKSHY: GUARDIAN OF THE LIGHT,光影守护者,"0,2",,5628,,13:30
金爵奖参赛片-剧情片,,2号厅,中国,SFC上海影城,,17:49,杨荔钠,1560843900,124min,彩色,星期二,6月18日,SPRING TIDE,春潮,"0,2,2",,4940,,15:45
金爵奖参赛片-剧情片,,2号厅,伊朗,SFC上海影城,,14:56,雷萨·米尔卡里米,1560922200,86min,彩色,星期三,6月19日,CASTLE OF DREAMS,梦之城堡,"0,2",,6652,,13:30
金爵奖参赛片-剧情片,,2号厅,意大利,SFC上海影城,,17:39,赛尔乔·鲁比尼,1560930300,114min,彩色,星期三,6月19日,THE GREAT SPIRIT,天助吾友,"0,2,2",,5568,,15:45
金爵奖参赛片-剧情片,,2号厅,巴西,SFC上海影城,,15:06,埃米利亚诺·库尼亚,1561008600,96min,彩色,星期四,6月20日,LANE 4,第四泳道,"0,2",,4763,,13:30
金爵奖参赛片-剧情片,,2号厅,中国,SFC上海影城,,12:10,甘剑宇,1561084200,100min,彩色,星期五,6月21日,VORTEX,铤而走险,"0,2",,8944,,10:30
金爵奖参赛片-剧情片,,2号厅,俄罗斯,SFC上海影城,,17:37,帕维尔·龙金,1561103100,112min,彩色,星期五,6月21日,BROTHERHOOD ,兄弟会,"0,2",,8670,,15:45
金爵奖参赛片-剧情片,,2号厅,意大利,SFC上海影城,,14:50,卡蒂娅·凑丽娅,1561181400,80min,彩色,星期六,6月22日,ROSA,罗莎,"2,0",,5582,斯洛文尼亚,13:30
金爵奖参赛片-剧情片,,3号厅,意大利,上海UA梅龙镇广场电影城,,17:05,卡蒂娅·凑丽娅,1560584700,80min,彩色,星期六,6月15日,ROSA,罗莎,0,,5582,斯洛文尼亚,15:45
金爵奖参赛片-剧情片,,3号厅,伊朗,上海UA梅龙镇广场电影城,,19:56,雷萨·米尔卡里米,1561199400,86min,彩色,星期六,6月22日,CASTLE OF DREAMS,梦之城堡,0,,6652,,18:30
金爵奖参赛片-剧情片,,1号厅,意大利,上海百美汇影城（静安嘉里中心店）,,20:24,赛尔乔·鲁比尼,1561026600,114min,彩色,星期四,6月20日,THE GREAT SPIRIT,天助吾友,0,,5568,,18:30
金爵奖参赛片-剧情片,,3号厅,格鲁吉亚,SFC上海影城,,17:16,迪托·钦察泽,1561189500,91min,彩色,星期六,6月22日,INHALE-EXHALE,呼吸之间,"2,0",,4741,,15:45
金爵奖参赛片-剧情片,,7号厅,中国,SFC上海影城,,15:10,甘剑宇,1561181400,100min,彩色,星期六,6月22日,VORTEX,铤而走险,0,,8944,,13:30
金爵奖参赛片-剧情片,,7号厅,中国,SFC上海影城,,17:49,杨荔钠,1561275900,124min,彩色,星期日,6月23日,SPRING TIDE,春潮,0,,4940,,15:45
金爵奖参赛片-剧情片,,7号厅,中国,SFC上海影城,,22:34,秦海璐,1561293900,109min,彩色,星期日,6月23日,THE RETURN,拂乡心,0,,4490,中国,20:45
金爵奖参赛片-剧情片,,观众厅,日本,上海美琪大戏院,,20:29,今泉力哉,1560940200,119min,彩色,星期三,6月19日,"LITTLE NIGHTS, LITTLE LOVE",一首小夜曲,0,,8630,,18:30
金爵奖参赛片-剧情片,,IMAX厅,哈萨克斯坦,博悦汇影城外滩金融中心IMAX店,,20:05,叶尔梅克·图萨诺夫,1560594600,95min,彩色,星期六,6月15日,SHYRAKSHY: GUARDIAN OF THE LIGHT,光影守护者,0,,5628,,18:30
金爵奖参赛片-剧情片,,1号厅,德国,SFC上影百联影城（大上海店）,,19:49,卡洛斯·A·莫莱利,1560940200,79min,黑白,星期三,6月19日,MANY HAPPY RETURNS,生日,0,,7994,,18:30
金爵奖参赛片-剧情片,,umeDmax厅,格鲁吉亚,UME影城（上海新天地店）,,15:01,迪托·钦察泽,1560576600,91min,彩色,星期六,6月15日,INHALE-EXHALE,呼吸之间,0,,4741,,13:30
金爵奖参赛片-剧情片,,umeDmax厅,意大利,UME影城（上海新天地店）,,20:24,赛尔乔·鲁比尼,1560767400,114min,彩色,星期一,6月17日,THE GREAT SPIRIT,天助吾友,0,,5568,,18:30
金爵奖参赛片-剧情片,,6号厅,格鲁吉亚,上海兰生典尚影院,,15:01,迪托·钦察泽,1561267800,91min,彩色,星期日,6月23日,INHALE-EXHALE,呼吸之间,0,,4741,,13:30
金爵奖参赛片-剧情片,,剧院厅,日本,天山电影院-虹桥艺术中心旗舰店,,15:29,今泉力哉,1560835800,119min,彩色,星期二,6月18日,"LITTLE NIGHTS, LITTLE LOVE",一首小夜曲,1,,8630,,13:30
金爵奖参赛片-剧情片,,剧院厅,俄罗斯,天山电影院-虹桥艺术中心旗舰店,,20:22,帕维尔·龙金,1561026600,112min,彩色,星期四,6月20日,BROTHERHOOD ,兄弟会,0,,8670,,18:30
金爵奖参赛片-剧情片,,4号厅,巴西,天山电影院-虹桥艺术中心旗舰店,,20:06,埃米利亚诺·库尼亚,1560767400,96min,彩色,星期一,6月17日,LANE 4,第四泳道,0,,4763,,18:30
金爵奖参赛片-剧情片,,4号厅,哈萨克斯坦,天山电影院-虹桥艺术中心旗舰店,,20:05,叶尔梅克·图萨诺夫,1561026600,95min,彩色,星期四,6月20日,SHYRAKSHY: GUARDIAN OF THE LIGHT,光影守护者,0,,5628,,18:30
金爵奖参赛片-剧情片,,4号厅,墨西哥,天山电影院-虹桥艺术中心旗舰店,,15:05,盖尔·加西亚·贝纳尔,1561181400,95min,彩色,星期六,6月22日,CHICUAROTES,逃离小镇,0,,6574,,13:30
金爵奖参赛片-剧情片,,ATMOS厅,德国,上海和平影都,,19:49,卡洛斯·A·莫莱利,1561113000,79min,黑白,星期五,6月21日,MANY HAPPY RETURNS,生日,0,,7994,,18:30
金爵奖参赛片-剧情片,,ATMOS厅,巴西,上海和平影都,,20:06,埃米利亚诺·库尼亚,1561199400,96min,彩色,星期六,6月22日,LANE 4,第四泳道,0,,4763,,18:30
金爵奖参赛片-剧情片,,LUXE厅,印度,上海百丽宫影城（长宁来福士店）,,12:17,比朱·达摩达兰,1560652200,107min,彩色,星期日,6月16日,TREES UNDER THE SUN,木生日光下,0,,5370,,10:30
金爵奖参赛片-剧情片,,Onyx LED厅,墨西哥,SFC上影影城（港汇永华IMAX店）,,22:20,盖尔·加西亚·贝纳尔,1560775500,95min,彩色,星期一,6月17日,CHICUAROTES,逃离小镇,0,,6574,,20:45
金爵奖参赛片-剧情片,,SUPER CINEMA,意大利,华谊兄弟电影中心上海大悦城店,,19:50,卡蒂娅·凑丽娅,1561113000,80min,彩色,星期五,6月21日,ROSA,罗莎,0,,5582,斯洛文尼亚,18:30
金爵奖参赛片-剧情片,,LUXE厅,伊朗,上海百丽宫影城（陆家嘴中心店）,,22:11,雷萨·米尔卡里米,1560775500,86min,彩色,星期一,6月17日,CASTLE OF DREAMS,梦之城堡,0,,6652,,20:45
金爵奖参赛片-动画片,,东方巨幕厅,日本,SFC上海影城,,20:06,汤浅政明,1561113000,96min,彩色,星期五,6月21日,RIDE YOUR WAVE,若能与你共乘海浪之上,0,,7595,,18:30
金爵奖参赛片-动画片,,东方巨幕厅,日本,SFC上海影城,,10:06,汤浅政明,1561163400,96min,彩色,星期六,6月22日,RIDE YOUR WAVE,若能与你共乘海浪之上,0,,7595,,08:30
金爵奖参赛片-动画片,,3号厅,法国,上海UA梅龙镇广场电影城,,12:04,米歇尔·欧斯洛,1560565800,94min,彩色,星期六,6月15日,DILILI IN PARIS,迪哩哩在巴黎,0,,6130,,10:30
金爵奖参赛片-动画片,,3号厅,挪威,上海UA梅龙镇广场电影城,,19:52,拉斯姆斯·A·西韦特森,1560594600,82min,彩色,星期六,6月15日,LOUIS AND LUCA – MISSION TO THE MOON,路易斯和卢卡-登月行动,0,,8468,,18:30
金爵奖参赛片-动画片,,3号厅,法国,SFC上海影城,,17:19,米歇尔·欧斯洛,1561275900,94min,彩色,星期日,6月23日,DILILI IN PARIS,迪哩哩在巴黎,1,,6130,,15:45
金爵奖参赛片-动画片,,7号厅,中国,SFC上海影城,,15:09,"张志一, 纪约姆·伊弗奈",1560749400,99min,彩色,星期一,6月17日,SPYCIES,动物特工局,0,,7033,,13:30
金爵奖参赛片-动画片,,1号厅,日本,上海大光明电影院,,15:06,汤浅政明,1561267800,96min,彩色,星期日,6月23日,RIDE YOUR WAVE,若能与你共乘海浪之上,"0,2",,7595,,13:30
金爵奖参赛片-动画片,,1号厅,爱沙尼亚,SFC上影百联影城（大上海店）,,14:49,雅诺·波德玛,1561181400,79min,彩色,星期六,6月22日,LOTTE AND THE LOST DRAGONS,露特寻龙记,0,,5989,,13:30
金爵奖参赛片-动画片,,3号厅,爱沙尼亚,上海大光明电影院,,11:49,雅诺·波德玛,1560652200,79min,彩色,星期日,6月16日,LOTTE AND THE LOST DRAGONS,露特寻龙记,0,,5989,,10:30
金爵奖参赛片-动画片,,8号厅,挪威,CGV影城（白玉兰广场IMAX店）,,11:52,拉斯姆斯·A·西韦特森,1561170600,82min,彩色,星期六,6月22日,LOUIS AND LUCA – MISSION TO THE MOON,路易斯和卢卡-登月行动,0,,8468,,10:30
金爵奖参赛片-动画片,,4号厅,挪威,天山电影院-虹桥艺术中心旗舰店,,19:52,拉斯姆斯·A·西韦特森,1561285800,82min,彩色,星期日,6月23日,LOUIS AND LUCA – MISSION TO THE MOON,路易斯和卢卡-登月行动,0,,8468,,18:30
金爵奖参赛片-动画片,,Onyx LED厅,法国,SFC上影影城（港汇永华IMAX店）,,12:04,米歇尔·欧斯洛,1561257000,94min,彩色,星期日,6月23日,DILILI IN PARIS,迪哩哩在巴黎,0,,6130,,10:30
金爵奖参赛片-动画片,,6号厅,法国,上海百丽宫影城（环贸iapm店）,,20:04,米歇尔·欧斯洛,1560853800,94min,彩色,星期二,6月18日,DILILI IN PARIS,迪哩哩在巴黎,1,,6130,,18:30
金爵奖参赛片-动画片,,2号厅,爱沙尼亚,SFC上影百联影城（八佰伴IMAX店）,,19:49,雅诺·波德玛,1561026600,79min,彩色,星期四,6月20日,LOTTE AND THE LOST DRAGONS,露特寻龙记,"0,2",,5989,,18:30
金爵奖参赛片-动画片,,LUXE厅,爱沙尼亚,上海百丽宫影城（陆家嘴中心店）,,14:49,雅诺·波德玛,1560576600,79min,彩色,星期六,6月15日,LOTTE AND THE LOST DRAGONS,露特寻龙记,0,,5989,,13:30
金爵奖参赛片-动画片,,4号厅,法国,上海百美汇影城（静安嘉里中心店）,,12:04,米歇尔·欧斯洛,1560652200,94min,彩色,星期日,6月16日,DILILI IN PARIS,迪哩哩在巴黎,0,,6130,,10:30
金爵奖参赛片-纪录片,,LUXE巨幕厅,拉脱维亚,上海百老汇影城（宝龙店）,,19:48,"克里斯汀·布里亚德, 奥德里斯·斯托尼斯",1560940200,78min,彩色+黑白,星期三,6月19日,BRIDGES OF TIME,时间之桥,0,,4320,,18:30
金爵奖参赛片-纪录片,,2号厅,中国,SFC上海影城,,17:15,张杨,1561189500,90min,彩色,星期六,6月22日,VOICE OF DALI,大理的声音,"2,0",,6423,,15:45
金爵奖参赛片-纪录片,,1号厅,中国,光影车间·静安店,,22:15,张杨,1560602700,90min,彩色,星期六,6月15日,VOICE OF DALI,大理的声音,0,,6423,,20:45
金爵奖参赛片-纪录片,,1号厅,拉脱维亚,光影车间·静安店,,19:48,"克里斯汀·布里亚德, 奥德里斯·斯托尼斯",1560767400,78min,彩色+黑白,星期一,6月17日,BRIDGES OF TIME,时间之桥,0,,4320,,18:30
金爵奖参赛片-纪录片,,1号厅,哥伦比亚,光影车间·静安店,,11:53,费德里科·阿特霍图阿·艾尔特阿加,1561170600,83min,彩色+黑白,星期六,6月22日,MUTE FIRE,沉默之火,0,,5375,,10:30
金爵奖参赛片-纪录片,,1号厅,德国,光影车间·静安店,,11:41,图奇·亨克尔,1561257000,71min,彩色,星期日,6月23日,IT'S ALL GOOD ,一切都好,0,,5410,委内瑞拉,10:30
金爵奖参赛片-纪录片,,7号厅,中国,SFC上海影城,,22:15,张杨,1560775500,90min,彩色,星期一,6月17日,VOICE OF DALI,大理的声音,1,,6423,,20:45
金爵奖参赛片-纪录片,,2号厅,哥伦比亚,上海大光明电影院,,17:08,费德里科·阿特霍图阿·艾尔特阿加,1560584700,83min,彩色+黑白,星期六,6月15日,MUTE FIRE,沉默之火,0,,5375,,15:45
金爵奖参赛片-纪录片,,2号厅,德国,上海大光明电影院,,19:41,图奇·亨克尔,1561113000,71min,彩色,星期五,6月21日,IT'S ALL GOOD ,一切都好,0,,5410,委内瑞拉,18:30
金爵奖参赛片-纪录片,,3号厅,拉脱维亚,上海科技影城,,22:03,"克里斯汀·布里亚德, 奥德里斯·斯托尼斯",1561293900,78min,彩色+黑白,星期日,6月23日,BRIDGES OF TIME,时间之桥,0,,4320,,20:45
金爵奖参赛片-纪录片,,3号厅,拉脱维亚,上海大光明电影院,,09:48,"克里斯汀·布里亚德, 奥德里斯·斯托尼斯",1560645000,78min,彩色+黑白,星期日,6月16日,BRIDGES OF TIME,时间之桥,0,,4320,,08:30
金爵奖参赛片-纪录片,,10号厅,西班牙,万达影城（宝山万达广场店）,,17:08,"安达·阿利亚加, 阿列克斯·洛拉 ",1561189500,83min,彩色,星期六,6月22日,THE FOURTH KINGDOM (4K),第四王国 (4K),0,4K,6788,,15:45
金爵奖参赛片-纪录片,,6号厅,哥伦比亚,天山电影院-虹桥艺术中心旗舰店,,19:53,费德里科·阿特霍图阿·艾尔特阿加,1561026600,83min,彩色+黑白,星期四,6月20日,MUTE FIRE,沉默之火,"0,2",,5375,,18:30
金爵奖参赛片-纪录片,,6号厅,德国,天山电影院-虹桥艺术中心旗舰店,,21:56,图奇·亨克尔,1561207500,71min,彩色,星期六,6月22日,IT'S ALL GOOD ,一切都好,"0,2",,5410,委内瑞拉,20:45
金爵奖参赛片-纪录片,,LUXE厅,西班牙,上海百丽宫影城（长宁来福士店）,,19:53,"安达·阿利亚加, 阿列克斯·洛拉 ",1560767400,83min,彩色,星期一,6月17日,THE FOURTH KINGDOM (4K),第四王国 (4K),0,4K,6788,,18:30
金爵奖参赛片-纪录片,,Onyx LED厅,西班牙,SFC上影影城（港汇永华IMAX店）,,19:53,"安达·阿利亚加, 阿列克斯·洛拉 ",1561113000,83min,彩色,星期五,6月21日,THE FOURTH KINGDOM (4K),第四王国 (4K),"2,0",4K,6788,,18:30
金爵奖参赛片-纪录片,,1号厅,拉脱维亚,SFC上影影城（美罗城店）,,14:48,"克里斯汀·布里亚德, 奥德里斯·斯托尼斯",1561181400,78min,彩色+黑白,星期六,6月22日,BRIDGES OF TIME,时间之桥,"2,0",,4320,,13:30
金爵奖参赛片-纪录片,,6号厅,中国,上海百丽宫影城（环贸iapm店）,,12:00,张杨,1560652200,90min,彩色,星期日,6月16日,VOICE OF DALI,大理的声音,0,,6423,,10:30
金爵奖参赛片-纪录片,,SUPER CINEMA,哥伦比亚,华谊兄弟电影中心上海大悦城店,,19:53,费德里科·阿特霍图阿·艾尔特阿加,1561285800,83min,彩色+黑白,星期日,6月23日,MUTE FIRE,沉默之火,0,,5375,,18:30
金爵奖参赛片-纪录片,,7号厅,西班牙,上海百丽宫影城（LCM置汇旭辉广场店）,,17:08,"安达·阿利亚加, 阿列克斯·洛拉 ",1560584700,83min,彩色,星期六,6月15日,THE FOURTH KINGDOM (4K),第四王国 (4K),0,4K,6788,,15:45
金爵奖参赛片-纪录片,,LUXE厅,西班牙,上海百丽宫影城（陆家嘴中心店）,,11:53,"安达·阿利亚加, 阿列克斯·洛拉 ",1560652200,83min,彩色,星期日,6月16日,THE FOURTH KINGDOM (4K),第四王国 (4K),0,4K,6788,,10:30
金爵奖参赛片-纪录片,,4号厅,德国,AMG海上明珠国际影城（莘庄店）,,19:41,图奇·亨克尔,1560853800,71min,彩色,星期二,6月18日,IT'S ALL GOOD ,一切都好,0,,5410,委内瑞拉,18:30
金爵奖参赛片-短片,,7号厅,俄罗斯,SFC上海影城,,22:21,"伊万·格里格里乌纳斯



韩京志



桑德拉·康塞普西翁 ·雷诺索·埃斯特拉达



张自歌",1561034700,96min,彩色,星期四,6月20日,GOLDEN GOBLET AWARDS SHORT FILM COLLECTION 1,第二十二届上海国际电影节金爵参赛短片集1,0,,8937,,20:45
金爵奖参赛片-短片,,2号厅,法国,上海大光明电影院,,15:18,"保罗·马库斯·杜阿特



周易然



帕瑞其德·森



刘竞宇



西蒙·P·比格斯



卡洛斯·贝纳",1561008600,108min,彩色,星期四,6月20日,GOLDEN GOBLET AWARDS SHORT FILM COLLECTION 2,第二十二届上海国际电影节金爵参赛短片集2,0,,8938,,13:30
金爵奖参赛片-短片,,2号厅,德国,上海大光明电影院,,17:24,"米丽娜·阿博彦



耿德



萨瓦什·沙哈比



孙立军",1561016700,99min,彩色,星期四,6月20日,GOLDEN GOBLET AWARDS SHORT FILM COLLECTION 3,第二十二届上海国际电影节金爵参赛短片集3,0,,8939,,15:45
亚洲新人奖提名影片,,1号厅,中国,上海百美汇影城（静安嘉里中心店）,,17:21,滕丛丛,1560757500,96min,彩色,星期一,6月17日,SEND ME TO THE CLOUDS,送我上青云,"0,2",,7637,,15:45
亚洲新人奖提名影片,,1号厅,日本,上海百美汇影城（静安嘉里中心店）,,20:02,箱田优子,1560853800,92min,彩色,星期二,6月18日,BLUE HOUR,在蓝色时分飞翔,"2,0",,6913,,18:30
亚洲新人奖提名影片,,1号厅,印度尼西亚,上海百美汇影城（静安嘉里中心店）,,17:01,尤瑟夫·拉加穆达,1560930300,76min,彩色+黑白,星期三,6月19日,MOUNTAIN SONG,山间生活,"2,0",,6845,,15:45
亚洲新人奖提名影片,,1号厅,中国,上海百美汇影城（静安嘉里中心店）,,20:16,黄雷,1560940200,106min,彩色,星期三,6月19日,SPECIAL COUPLE,合法伴侣,"0,2",,6198,英国,18:30
亚洲新人奖提名影片,,1号厅,日本,上海百美汇影城（静安嘉里中心店）,,22:46,山户结希,1561034700,121min,彩色,星期四,6月20日,HOT GIMMICK: GIRL MEETS BOY,热情花招,"0,2",,7168,,20:45
亚洲新人奖提名影片,,1号厅,印度,上海百美汇影城（静安嘉里中心店）,,15:00,阿克夏·因迪卡,1561095000,90min,彩色,星期五,6月21日,TRIJYA-RADIUS,半径,"0,2",,6954,,13:30
亚洲新人奖提名影片,,LUXE巨幕厅,日本,上海百丽宫影城（协信店）,,22:46,山户结希,1561121100,121min,彩色,星期五,6月21日,HOT GIMMICK: GIRL MEETS BOY,热情花招,0,,7168,,20:45
亚洲新人奖提名影片,,7号厅,中国台湾,SFC上海影城,,22:39,廖士涵,1560602700,114min,彩色,星期六,6月15日,THE PARADISE,乐园,0,,8747,,20:45
亚洲新人奖提名影片,,7号厅,中国,SFC上海影城,,22:12,郭家良,1560689100,87min,彩色,星期日,6月16日,NIMBOSTRATUS,骄阳,0,,6282,,20:45
亚洲新人奖提名影片,,7号厅,中国,SFC上海影城,,15:10,马楠,1560835800,100min,彩色,星期二,6月18日,TO LIVE TO SING,活着唱着,0,,8131,,13:30
亚洲新人奖提名影片,,7号厅,中国,SFC上海影城,,22:21,滕丛丛,1560861900,96min,彩色,星期二,6月18日,SEND ME TO THE CLOUDS,送我上青云,0,,7637,,20:45
亚洲新人奖提名影片,,7号厅,中国,SFC上海影城,,15:09,许若谷 / 臧连荣,1561095000,99min,彩色,星期五,6月21日,THE ROAD HOME,白云·苍狗,1,,8994,,13:30
亚洲新人奖提名影片,,IMAX厅,中国,博悦汇影城外滩金融中心IMAX店,,20:16,黄雷,1561199400,106min,彩色,星期六,6月22日,SPECIAL COUPLE,合法伴侣,0,,6198,英国,18:30
亚洲新人奖提名影片,,6号厅,日本,上海兰生典尚影院,,20:31,山户结希,1561199400,121min,彩色,星期六,6月22日,HOT GIMMICK: GIRL MEETS BOY,热情花招,0,,7168,,18:30
亚洲新人奖提名影片,,3号厅,印度,上海大光明电影院,,17:49,多米尼克·桑玛,1560584700,124min,彩色,星期六,6月15日,MOAN,昨夜星辰,0,,4753,中国,15:45
亚洲新人奖提名影片,,3号厅,印度尼西亚,上海大光明电影院,,11:46,尤瑟夫·拉加穆达,1560738600,76min,彩色+黑白,星期一,6月17日,MOUNTAIN SONG,山间生活,0,,6845,,10:30
亚洲新人奖提名影片,,3号厅,印度,上海大光明电影院,,15:00,阿克夏·因迪卡,1560922200,90min,彩色,星期三,6月19日,TRIJYA-RADIUS,半径,0,,6954,,13:30
亚洲新人奖提名影片,,10号厅,伊朗,万达影城（宝山万达广场店）,,14:45,穆斯塔法·萨雅里,1560663000,75min,彩色,星期日,6月16日,THE GRAVELESS ,弥留之际,0,,6072,,13:30
亚洲新人奖提名影片,,5号厅,斯里兰卡,华士达影城（徐汇店）,,20:02,拉里·哈奈亚基,1561113000,92min,彩色,星期五,6月21日,THE OTHER HALF,另一半,0,,8282,,18:30
亚洲新人奖提名影片,,1号厅,日本,曹杨影城,,20:02,箱田优子,1560767400,92min,彩色,星期一,6月17日,BLUE HOUR,在蓝色时分飞翔,0,,6913,,18:30
亚洲新人奖提名影片,,5号厅,日本,保利国际影城上海世博店,,15:02,箱田优子,1560576600,92min,彩色,星期六,6月15日,BLUE HOUR,在蓝色时分飞翔,0,,6913,,13:30
亚洲新人奖提名影片,,4号厅,中国,上海百美汇影城（静安嘉里中心店）,,20:10,马楠,1560767400,100min,彩色,星期一,6月17日,TO LIVE TO SING,活着唱着,"0,2",,8131,,18:30
亚洲新人奖提名影片,,4号厅,印度,上海百美汇影城（静安嘉里中心店）,,12:34,多米尼克·桑玛,1560825000,124min,彩色,星期二,6月18日,MOAN,昨夜星辰,"0,2",,4753,中国,10:30
亚洲新人奖提名影片,,4号厅,中国,上海百美汇影城（静安嘉里中心店）,,17:15,张翀，张波,1560843900,90min,彩色,星期二,6月18日,THE FOURTH WALL,第四面墙,0,,7756,,15:45
亚洲新人奖提名影片,,4号厅,中国,上海百美汇影城（静安嘉里中心店）,,20:09,许若谷 / 臧连荣,1560853800,99min,彩色,星期二,6月18日,THE ROAD HOME,白云·苍狗,"2,0",,8994,,18:30
亚洲新人奖提名影片,,4号厅,中国,上海百美汇影城（静安嘉里中心店）,,17:15,张翀，张波,1560930300,90min,彩色,星期三,6月19日,THE FOURTH WALL,第四面墙,"2,0",,7756,,15:45
亚洲新人奖提名影片,,4号厅,伊朗,上海百美汇影城（静安嘉里中心店）,,19:45,穆斯塔法·萨雅里,1560940200,75min,彩色,星期三,6月19日,THE GRAVELESS ,弥留之际,"0,2",,6072,,18:30
亚洲新人奖提名影片,,4号厅,中国台湾,上海百美汇影城（静安嘉里中心店）,,22:39,廖士涵,1560948300,114min,彩色,星期三,6月19日,THE PARADISE,乐园,"2,0",,8747,,20:45
亚洲新人奖提名影片,,4号厅,斯里兰卡,上海百美汇影城（静安嘉里中心店）,,15:02,拉里·哈奈亚基,1561008600,92min,彩色,星期四,6月20日,THE OTHER HALF,另一半,"2,0",,8282,,13:30
亚洲新人奖提名影片,,4号厅,中国,上海百美汇影城（静安嘉里中心店）,,14:57,郭家良,1561095000,87min,彩色,星期五,6月21日,NIMBOSTRATUS,骄阳,"0,2",,6282,,13:30
电影频道传媒关注单元,,3号厅,中国,SFC上海影城,,15:16,束焕,1560663000,106min,彩色,星期日,6月16日,COWARD HERO ,鼠胆英雄,"0,3",,8839,,13:30
电影频道传媒关注单元,,3号厅,中国,SFC上海影城,,17:27,章家瑞,1560671100,102min,彩色,星期日,6月16日,BEAUTIFUL VOYAGE,穿越时空的呼唤,"0,3",,8617,,15:45
电影频道传媒关注单元,,3号厅,中国,SFC上海影城,,20:04,阿迪夏·夏热合曼 / 周军 ,1560681000,94min,彩色,星期日,6月16日,FADE AWAY PASTORAL,远去的牧歌,"0,3",,8798,中国,18:30
电影频道传媒关注单元,,3号厅,中国,SFC上海影城,,12:11,范庆 ,1560738600,101min,彩色,星期一,6月17日,FULL COVER,牛油果的春天,"0,3",,6050,,10:30
电影频道传媒关注单元,,3号厅,中国,SFC上海影城,,14:58,崔燕,1560749400,88min,彩色,星期一,6月17日,WHEN AFRICA MEETS YOU,非洲遇见你,"0,3",,8491,津巴布韦,13:30
电影频道传媒关注单元,,3号厅,中国,SFC上海影城,,17:29,西尔扎提·牙合甫 ,1560757500,104min,彩色,星期一,6月17日,THE COMPOSER,音乐家,"0,3",,8778,哈萨克斯坦,15:45
电影频道传媒关注单元,,3号厅,中国,SFC上海影城,,12:07,杨瑾 ,1560825000,97min,彩色,星期二,6月18日,PATROLMAN BAOYIN,片警宝音,"0,3",,5683,,10:30
电影频道传媒关注单元,,3号厅,中国,SFC上海影城,,15:02,周彤 / 代梦颖 ,1560835800,92min,彩色,星期二,6月18日,LOVE THE WAY YOU ARE ,我的青春都是你,"0,3",,8714,中国台湾,13:30
电影频道传媒关注单元,,3号厅,中国,SFC上海影城,,17:35,林晓丽 ,1560843900,110min,彩色,星期二,6月18日,DRIVING FOR YOU ALL NIGHT,那一夜，我给你开过车,"0,3",,8648,,15:45
电影频道传媒关注单元,,3号厅,中国,SFC上海影城,,12:03,霍猛 ,1560911400,93min,彩色,星期三,6月19日,CROSSING THE BORDER–ZHAOGUAN,过昭关,"0,3",,4114,,10:30
电影频道传媒关注单元,,3号厅,中国,SFC上海影城,,15:17,宁敬武,1560922200,107min,彩色,星期三,6月19日,YELLOW ROSE,黄玫瑰,"0,3",,8633,中国,13:30
