group,id,film1,film2,date,weekday,stime,etime,length,cinema,halls_name,director,country,co_production_country,resolving_power,projection_material,film_medium,show_type,memo
单元,影片id,中文名,英文名,日期,星期几,开始时间,结束时间,片长,影院,影厅,导演,制片国家/地区,合拍国,分辨率,特殊介质,色彩,场次类型,备注
金爵奖官方入选影片-剧情片,12186,孩子不想理解,ONE SUMMER STORY,7月27日,星期一,09:00,11:19,139min,SFC上海影城,CINITY厅,冲田修一,日本,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,10961,谎言的岛屿,THE ISLAND OF LIES,7月27日,星期一,18:30,20:04,94min,红星电影世界上海吴中路旗舰店,LUXE巨幕厅,宝拉·康斯,西班牙,N/A,N/A,N/A,N/A,普通场,N/A
金爵奖官方入选影片-剧情片,11177,感受你的记忆（4K）,FEEL YOUR MEMORIES (4K),8月1日,星期六,21:00,22:39,99min,红星电影世界上海吴中路旗舰店,LUXE巨幕厅,克里斯蒂娜·科门奇尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
金爵奖官方入选影片-剧情片,11177,感受你的记忆（4K）,FEEL YOUR MEMORIES (4K),7月31日,星期五,21:00,22:39,99min,上海市沪北电影院,1号厅,克里斯蒂娜·科门奇尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
金爵奖官方入选影片-剧情片,10163,海莲娜：画布人生,HELENE,8月1日,星期六,12:00,14:01,121min,上海UA梅龙镇广场电影城,2号厅,安提·乔金恩,芬兰,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,10961,谎言的岛屿,THE ISLAND OF LIES,7月25日,星期六,09:00,10:34,94min,SFC上海影城,2号厅,宝拉·康斯,西班牙,N/A,N/A,N/A,N/A,普通场,N/A
金爵奖官方入选影片-剧情片,9280,盲人,CIEGOS,7月25日,星期六,14:50,16:12,82min,SFC上海影城,2号厅,费尔南多·祖伯,阿根廷,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,12812,吉祥如意,THE REUNIONS,7月26日,星期日,14:50,16:05,75min,SFC上海影城,2号厅,大鹏,中国,N/A,N/A,N/A,彩色,见面场,N/A
金爵奖官方入选影片-剧情片,10163,海莲娜：画布人生,HELENE,7月27日,星期一,14:50,16:51,121min,SFC上海影城,2号厅,安提·乔金恩,芬兰,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,9479,盲琴师,"ICARUS, THE LEGEND OF MIETEK KOSZ",7月27日,星期一,21:00,23:02,122min,SFC上海影城,2号厅,马切伊·佩普日察,波兰,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,11753,群驹,ALL THE PRETTY LITTLE HORSES,7月28日,星期二,21:00,22:46,106min,SFC上海影城,2号厅,米凯利斯·康斯坦塔托斯,希腊,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,12963,风平浪静,BACK TO THE WHARF,7月29日,星期三,14:50,16:48,118min,SFC上海影城,2号厅,李霄峰,中国,N/A,N/A,N/A,彩色,见面场,N/A
金爵奖官方入选影片-剧情片,9479,盲琴师,"ICARUS, THE LEGEND OF MIETEK KOSZ",8月2日,星期日,21:00,23:02,122min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,马切伊·佩普日察,波兰,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,12186,孩子不想理解,ONE SUMMER STORY,7月30日,星期四,14:50,17:09,139min,上海大光明电影院,1号厅,冲田修一,日本,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,10961,谎言的岛屿,THE ISLAND OF LIES,7月25日,星期六,12:00,13:34,94min,国泰电影院,2号厅,宝拉·康斯,西班牙,N/A,N/A,N/A,N/A,普通场,N/A
金爵奖官方入选影片-剧情片,12186,孩子不想理解,ONE SUMMER STORY,8月2日,星期日,09:00,11:19,139min,天山电影院-虹桥艺术中心旗舰店,剧院厅,冲田修一,日本,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,12812,吉祥如意,THE REUNIONS,8月1日,星期六,09:00,10:15,75min,CGV影城（白玉兰广场IMAX店）,8号厅,大鹏,中国,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,11177,感受你的记忆（4K）,FEEL YOUR MEMORIES (4K),7月29日,星期三,21:00,22:39,99min,上海和平影都,ATMOS厅,克里斯蒂娜·科门奇尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
金爵奖官方入选影片-剧情片,11753,群驹,ALL THE PRETTY LITTLE HORSES,7月29日,星期三,21:00,22:46,106min,上海百丽宫影城（长宁来福士店）,LUXE厅,米凯利斯·康斯坦塔托斯,希腊,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,12963,风平浪静,BACK TO THE WHARF,8月2日,星期日,09:00,10:58,118min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,李霄峰,中国,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,9479,盲琴师,"ICARUS, THE LEGEND OF MIETEK KOSZ",7月31日,星期五,21:00,23:02,122min,AMG海上明珠国际影城（莘庄店）,4号厅,马切伊·佩普日察,波兰,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,10163,海莲娜：画布人生,HELENE,8月2日,星期日,12:00,14:01,121min,上海世纪友谊影城,6号厅LUXE巨幕,安提·乔金恩,芬兰,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,9280,盲人,CIEGOS,8月1日,星期六,18:30,19:52,82min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,费尔南多·祖伯,阿根廷,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-剧情片,11753,群驹,ALL THE PRETTY LITTLE HORSES,8月2日,星期日,21:00,22:46,106min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,米凯利斯·康斯坦塔托斯,希腊,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-纪录片,12811,掬水月在手,LIKE THE DYER'S HAND,7月26日,星期日,09:00,11:00,120min,SFC上海影城,3号厅,陈传兴,中国,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-纪录片,9906,水俣曼荼罗,MINAMATA MANDALA,7月26日,星期日,12:00,18:13,373min,SFC上海影城,3号厅,原一男,日本,N/A,N/A,N/A,彩色,普通场,备注：本片含两段短时幕间休息
金爵奖官方入选影片-纪录片,10879,遗忘的悲歌,AN ELEGY TO FORGETTING,7月28日,星期二,09:00,10:12,72min,SFC上海影城,3号厅,克里斯托弗·布鲁加达,菲律宾,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-纪录片,9906,水俣曼荼罗,MINAMATA MANDALA,8月1日,星期六,12:00,18:13,373min,国泰电影院,2号厅,原一男,日本,N/A,N/A,N/A,彩色,普通场,备注：本片含两段短时幕间休息
金爵奖官方入选影片-纪录片,10879,遗忘的悲歌,AN ELEGY TO FORGETTING,7月31日,星期五,09:00,10:12,72min,天山电影院-虹桥艺术中心旗舰店,4号厅,克里斯托弗·布鲁加达,菲律宾,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-纪录片,12811,掬水月在手,LIKE THE DYER'S HAND,7月28日,星期二,18:30,20:30,120min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,陈传兴,中国,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-动画片,12544,言语如苏打般涌现,WORDS BUBBLE UP LIKE SODA POP,7月28日,星期二,14:50,16:17,87min,红星电影世界上海吴中路旗舰店,LUXE巨幕厅,石黑恭平,日本,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-动画片,12544,言语如苏打般涌现,WORDS BUBBLE UP LIKE SODA POP,8月2日,星期日,12:00,13:27,87min,上海UA梅龙镇广场电影城,3号厅,石黑恭平,日本,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-动画片,12544,言语如苏打般涌现,WORDS BUBBLE UP LIKE SODA POP,7月25日,星期六,09:00,10:27,87min,SFC上海影城,3号厅,石黑恭平,日本,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-动画片,11312,熊出没·狂野大陆,BONNIE BEARS: THE WILD LIFE,8月1日,星期六,18:30,20:10,100min,SFC上海影城,3号厅,丁亮,中国,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-动画片,13039,老人,THE OLD MAN MOVIE,8月2日,星期日,09:00,10:28,88min,SFC上海影城,3号厅,米奇·玛吉 / 奥斯卡·莱玛,爱沙尼亚,N/A,N/A,N/A,N/A,普通场,N/A
金爵奖官方入选影片-动画片,10741,金婕的故事,GINGER'S TALE,8月2日,星期日,18:30,19:58,88min,SFC上海影城,3号厅,康斯坦丁·谢金,俄罗斯,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-动画片,10741,金婕的故事,GINGER'S TALE,7月26日,星期日,12:00,13:28,88min,上海星光影城（亚新旗舰店）,1号厅,康斯坦丁·谢金,俄罗斯,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-动画片,10741,金婕的故事,GINGER'S TALE,7月25日,星期六,12:00,13:28,88min,SFC上影百联影城（八佰伴IMAX店）,2号厅,康斯坦丁·谢金,俄罗斯,N/A,N/A,N/A,彩色,普通场,N/A
金爵奖官方入选影片-动画片,13039,老人,THE OLD MAN MOVIE,7月26日,星期日,12:00,13:28,88min,SFC上影百联影城（八佰伴IMAX店）,2号厅,米奇·玛吉 / 奥斯卡·莱玛,爱沙尼亚,N/A,N/A,N/A,N/A,普通场,N/A
金爵奖官方入选影片-短片,13498,金爵奖官方入选影片-短片合集 1,GOLDEN GOBLET AWARDS OFFICIAL SELECTION--SHORT FILM COLLECTION 1,7月28日,星期二,18:30,19:57,87min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,"杨雨豪, 米格尔·加戈, 古斯塔沃·里贝罗, 达斯汀·里斯","中国,西班牙,巴西,瑞士",N/A,N/A,N/A,N/A,普通场,N/A
金爵奖官方入选影片-短片,13498,金爵奖官方入选影片-短片合集 1,GOLDEN GOBLET AWARDS OFFICIAL SELECTION--SHORT FILM COLLECTION 1,8月1日,星期六,09:00,10:27,87min,上海科技影城,3号厅,"杨雨豪, 米格尔·加戈, 古斯塔沃·里贝罗, 达斯汀·里斯","中国,西班牙,巴西,瑞士",N/A,N/A,N/A,N/A,普通场,N/A
金爵奖官方入选影片-短片,13500,金爵奖官方入选影片-短片合集 3,GOLDEN GOBLET AWARDS OFFICIAL SELECTION--SHORT FILM COLLECTION 3,7月28日,星期二,18:30,19:59,89min,上海百丽宫影城（长宁来福士店）,LUXE厅,"万传法, 西山裕之, 加利娜·乔治亚娃, 克丽斯蒂娜·维彻斯·艾斯黛拉,  帕洛玛·卡诺尼卡, 希瓦·萨迪·阿萨迪","中国,日本,保加利亚,西班牙,伊朗",N/A,N/A,N/A,N/A,普通场,N/A
金爵奖官方入选影片-短片,13499,金爵奖官方入选影片-短片合集 2,GOLDEN GOBLET AWARDS OFFICIAL SELECTION--SHORT FILM COLLECTION 2,7月26日,星期日,18:30,20:00,90min,SFC上影影城（美罗城店）,4号厅,"米莱娜·达科夫斯卡, 闫琨骜, 普拉蒂克·达卡尔, 薛峰","中国,波兰,印度",N/A,N/A,N/A,N/A,普通场,N/A
金爵奖官方入选影片-短片,13499,金爵奖官方入选影片-短片合集 2,GOLDEN GOBLET AWARDS OFFICIAL SELECTION--SHORT FILM COLLECTION 2,7月28日,星期二,18:30,20:00,90min,上海星光影城（亚新旗舰店）,1号厅,"米莱娜·达科夫斯卡, 闫琨骜, 普拉蒂克·达卡尔, 薛峰","中国,波兰,印度",N/A,N/A,N/A,N/A,普通场,N/A
金爵奖官方入选影片-短片,13500,金爵奖官方入选影片-短片合集 3,GOLDEN GOBLET AWARDS OFFICIAL SELECTION--SHORT FILM COLLECTION 3,8月2日,星期日,18:30,19:59,89min,AMG海上明珠国际影城（莘庄店）,4号厅,"万传法, 西山裕之, 加利娜·乔治亚娃, 克丽斯蒂娜·维彻斯·艾斯黛拉,  帕洛玛·卡诺尼卡, 希瓦·萨迪·阿萨迪","中国,日本,保加利亚,西班牙,伊朗",N/A,N/A,N/A,N/A,普通场,N/A
亚洲新人奖官方入选影片,13051,逝者,CARGO,7月25日,星期六,09:00,10:52,112min,上海UA梅龙镇广场电影城,2号厅,阿拉蒂·卡达夫,印度,N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,13121,亲爱的她,DAUGHTERS,7月28日,星期二,18:30,20:16,106min,上海UA梅龙镇广场电影城,2号厅,津田肇,日本,N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,12656,娜基贝,NAJIBEH,8月2日,星期日,12:00,13:12,72min,上海UA梅龙镇广场电影城,2号厅,穆斯塔法·甘多姆卡,伊朗,N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,13051,逝者,CARGO,8月2日,星期日,09:00,10:52,112min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,阿拉蒂·卡达夫,印度,N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,10526,欲望碎片,DEBRIS OF DESIRE,7月25日,星期六,14:50,16:31,101min,SFC上海影城,3号厅,英德拉尼尔·罗伊乔德胡里,"孟加拉国,印度",N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,11216,獾,THE BADGER,7月27日,星期一,09:00,10:33,93min,SFC上海影城,3号厅,卡泽姆·莫莱,伊朗,N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,11169,荞麦疯长,WILD GRASS,7月27日,星期一,14:50,16:42,112min,SFC上海影城,3号厅,徐展雄,中国,N/A,N/A,N/A,彩色,见面场,N/A
亚洲新人奖官方入选影片,13121,亲爱的她,DAUGHTERS,7月27日,星期一,18:30,20:16,106min,SFC上海影城,3号厅,津田肇,日本,N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,13112,湖泊,THE LAKE,7月29日,星期三,09:00,10:41,101min,SFC上海影城,3号厅,艾米尔·阿塔吉尔迪耶夫,吉尔吉斯斯坦,N/A,N/A,N/A,N/A,普通场,N/A
亚洲新人奖官方入选影片,10034,一时一时的,"SOMETIME, SOMETIME",7月29日,星期三,12:00,13:47,107min,SFC上海影城,3号厅,叶瑞良,马来西亚,N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,11302,落地生,MODEL,7月29日,星期三,14:50,16:30,100min,SFC上海影城,3号厅,敬然,中国,N/A,N/A,N/A,彩色,见面场,N/A
亚洲新人奖官方入选影片,12656,娜基贝,NAJIBEH,7月30日,星期四,09:00,10:12,72min,SFC上海影城,3号厅,穆斯塔法·甘多姆卡,伊朗,N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,12392,飞越光年,A LITTLE BIRD REMINDS ME,7月30日,星期四,14:50,16:49,119min,SFC上海影城,3号厅,石鑫,中国,N/A,N/A,N/A,彩色,见面场,N/A
亚洲新人奖官方入选影片,11302,落地生,MODEL,8月2日,星期日,09:00,10:40,100min,上海科技影城,3号厅,敬然,中国,N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,10034,一时一时的,"SOMETIME, SOMETIME",8月1日,星期六,12:00,13:47,107min,CGV影城（白玉兰广场IMAX店）,8号厅,叶瑞良,马来西亚,N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,13121,亲爱的她,DAUGHTERS,8月2日,星期日,18:30,20:16,106min,CGV影城（白玉兰广场IMAX店）,8号厅,津田肇,日本,N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,10526,欲望碎片,DEBRIS OF DESIRE,7月29日,星期三,12:00,13:41,101min,天山电影院-虹桥艺术中心旗舰店,4号厅,英德拉尼尔·罗伊乔德胡里,"孟加拉国,印度",N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,13051,逝者,CARGO,7月28日,星期二,18:30,20:22,112min,SFC上影影城（美罗城店）,4号厅,阿拉蒂·卡达夫,印度,N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,12392,飞越光年,A LITTLE BIRD REMINDS ME,7月30日,星期四,12:00,13:59,119min,SFC上影百联影城（八佰伴IMAX店）,2号厅,石鑫,中国,N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,13112,湖泊,THE LAKE,8月1日,星期六,09:00,10:41,101min,上海百丽宫影城（ifc商场店）,1号厅,艾米尔·阿塔吉尔迪耶夫,吉尔吉斯斯坦,N/A,N/A,N/A,N/A,普通场,N/A
亚洲新人奖官方入选影片,10526,欲望碎片,DEBRIS OF DESIRE,8月1日,星期六,12:00,13:41,101min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,英德拉尼尔·罗伊乔德胡里,"孟加拉国,印度",N/A,N/A,N/A,彩色,普通场,N/A
亚洲新人奖官方入选影片,11216,獾,THE BADGER,8月2日,星期日,18:30,20:03,93min,Fancl艺术中心-艺海剧院,大剧场,卡泽姆·莫莱,伊朗,N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13452,银行家（4K）,THE BANKER (4K),7月25日,星期六,09:00,11:00,120min,SFC上海影城,CINITY厅,乔治·诺非,美国,N/A,4K,N/A,彩色,普通场,N/A
“一带一路”电影周,13357,卢克索 ,LUXOR ,7月29日,星期三,18:30,19:56,86min,SFC上海影城,2号厅,泽娜·杜拉,"埃及,英国",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13362,扎娜 ,ZANA,7月27日,星期一,18:30,20:06,96min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,安托妮塔·卡斯特拉提,"阿尔巴尼亚,科索沃",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13452,银行家（4K）,THE BANKER (4K),7月26日,星期日,09:00,11:00,120min,上海美琪大戏院,观众厅,乔治·诺非,美国,N/A,4K,N/A,彩色,普通场,N/A
“一带一路”电影周,13452,银行家（4K）,THE BANKER (4K),7月28日,星期二,09:00,11:00,120min,天山电影院-虹桥艺术中心旗舰店,剧院厅,乔治·诺非,美国,N/A,4K,N/A,彩色,普通场,N/A
“一带一路”电影周,13282,灵魂暴风雪 ,BLIZZARD OF SOULS,7月26日,星期日,09:00,10:45,105min,SFC上影影城（美罗城店）,4号厅,丁塔斯·德赖贝尔格,拉脱维亚,N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13452,银行家（4K）,THE BANKER (4K),7月30日,星期四,14:50,16:50,120min,曹杨影城,1号厅,乔治·诺非,美国,N/A,4K,N/A,彩色,普通场,N/A
“一带一路”电影周,13351,母亲的土地（4K）,MOTHERLAND (4K),8月2日,星期日,12:00,13:37,97min,上海星光影城（亚新旗舰店）,1号厅,托马斯·万格里,立陶宛,拉脱维亚,4K,N/A,彩色,普通场,N/A
“一带一路”电影周,13321,如何变成鸟 ,BIRDS OR HOW TO BE ONE,7月26日,星期日,09:00,10:21,81min,SFC上影百联影城（八佰伴IMAX店）,2号厅,巴比斯·马克里迪斯,希腊,N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13282,灵魂暴风雪 ,BLIZZARD OF SOULS,7月26日,星期日,14:50,16:35,105min,SFC上影百联影城（八佰伴IMAX店）,2号厅,丁塔斯·德赖贝尔格,拉脱维亚,N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13357,卢克索 ,LUXOR ,7月27日,星期一,12:00,13:26,86min,SFC上影百联影城（八佰伴IMAX店）,2号厅,泽娜·杜拉,"埃及,英国",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13341,姐妹,SISTER,7月27日,星期一,18:30,20:09,99min,SFC上影百联影城（八佰伴IMAX店）,2号厅,斯韦特拉·措措尔科娃,保加利亚,卡塔尔,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13306,偷马贼：时间之路 ,THE HORSE THIEVES. ROADS OF TIME,7月28日,星期二,14:50,16:13,83min,SFC上影百联影城（八佰伴IMAX店）,2号厅,叶尔兰·努尔穆汉别托夫 / 竹叶丽莎,"日本,哈萨克斯坦",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13377,RK还是R KAY,RK/R KAY,7月29日,星期三,14:50,16:26,96min,SFC上影百联影城（八佰伴IMAX店）,2号厅,拉贾特·卡普尔,印度,N/A,N/A,N/A,彩色+黑白,普通场,N/A
“一带一路”电影周,13362,扎娜 ,ZANA,7月31日,星期五,09:00,10:36,96min,SFC上影百联影城（八佰伴IMAX店）,2号厅,安托妮塔·卡斯特拉提,"阿尔巴尼亚,科索沃",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13384,身临原野,CLOSE TO THE WILD: ON THE PATH OF COUNT SIGMUND SZÉCHENYI,7月31日,星期五,12:00,13:36,96min,SFC上影百联影城（八佰伴IMAX店）,2号厅,加诺斯·莱纳,匈牙利,N/A,N/A,N/A,彩色+黑白,普通场,N/A
“一带一路”电影周,13292,栗树林故事 ,STORIES FROM THE CHESTNUT WOODS,8月1日,星期六,09:00,10:21,81min,SFC上影百联影城（八佰伴IMAX店）,2号厅,格雷戈·博齐克,斯洛文尼亚,N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13279,你知道他,YOU KNOW HIM ,8月2日,星期日,09:00,10:45,105min,SFC上影百联影城（八佰伴IMAX店）,2号厅,厄康·吉赛尔,土耳其,N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13282,灵魂暴风雪 ,BLIZZARD OF SOULS,7月25日,星期六,14:50,16:35,105min,上海百丽宫影城（ifc商场店）,1号厅,丁塔斯·德赖贝尔格,拉脱维亚,N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,12310,白云之下,CHAOGTU WITH SARULA,7月28日,星期二,14:50,16:41,111min,上海百丽宫影城（ifc商场店）,1号厅,王瑞,中国,N/A,N/A,N/A,彩色,见面场,N/A
“一带一路”电影周,13341,姐妹,SISTER,7月28日,星期二,18:30,20:09,99min,上海百丽宫影城（ifc商场店）,1号厅,斯韦特拉·措措尔科娃,保加利亚,卡塔尔,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13362,扎娜 ,ZANA,7月29日,星期三,18:30,20:06,96min,上海百丽宫影城（ifc商场店）,1号厅,安托妮塔·卡斯特拉提,"阿尔巴尼亚,科索沃",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13279,你知道他,YOU KNOW HIM ,7月30日,星期四,18:30,20:15,105min,上海百丽宫影城（ifc商场店）,1号厅,厄康·吉赛尔,土耳其,N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13294,爱情三部曲：重生 ,LOVE TRILOGY: REBORN,7月30日,星期四,21:00,22:49,109min,上海百丽宫影城（ifc商场店）,1号厅,亚龙·沙尼,"以色列,德国",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13321,如何变成鸟 ,BIRDS OR HOW TO BE ONE,7月31日,星期五,09:00,10:21,81min,上海百丽宫影城（ifc商场店）,1号厅,巴比斯·马克里迪斯,希腊,N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13320,孟加拉制造 ,MADE IN BANGLADESH,7月31日,星期五,12:00,13:35,95min,上海百丽宫影城（ifc商场店）,1号厅,鲁拜亚·侯赛因,"孟加拉国,法国",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13284,在13000英尺高的安妮 ,"ANNE AT 13,000 FT",7月31日,星期五,14:50,16:04,74min,上海百丽宫影城（ifc商场店）,1号厅,卡泽克·拉德万斯基,"加拿大,美国",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13292,栗树林故事 ,STORIES FROM THE CHESTNUT WOODS,7月31日,星期五,18:30,19:51,81min,上海百丽宫影城（ifc商场店）,1号厅,格雷戈·博齐克,斯洛文尼亚,N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13384,身临原野,CLOSE TO THE WILD: ON THE PATH OF COUNT SIGMUND SZÉCHENYI,8月1日,星期六,21:00,22:36,96min,上海百丽宫影城（ifc商场店）,1号厅,加诺斯·莱纳,匈牙利,N/A,N/A,N/A,彩色+黑白,普通场,N/A
“一带一路”电影周,13284,在13000英尺高的安妮 ,"ANNE AT 13,000 FT",7月25日,星期六,09:00,10:14,74min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,卡泽克·拉德万斯基,"加拿大,美国",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13357,卢克索 ,LUXOR ,7月25日,星期六,14:50,16:16,86min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,泽娜·杜拉,"埃及,英国",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13320,孟加拉制造 ,MADE IN BANGLADESH,7月26日,星期日,09:00,10:35,95min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,鲁拜亚·侯赛因,"孟加拉国,法国",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13351,母亲的土地（4K）,MOTHERLAND (4K),7月26日,星期日,18:30,20:07,97min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,托马斯·万格里,立陶宛,拉脱维亚,4K,N/A,彩色,普通场,N/A
“一带一路”电影周,12310,白云之下,CHAOGTU WITH SARULA,7月27日,星期一,14:50,16:41,111min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,王瑞,中国,N/A,N/A,N/A,彩色,见面场,N/A
“一带一路”电影周,13306,偷马贼：时间之路 ,THE HORSE THIEVES. ROADS OF TIME,7月27日,星期一,18:30,19:53,83min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,叶尔兰·努尔穆汉别托夫 / 竹叶丽莎,"日本,哈萨克斯坦",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13341,姐妹,SISTER,7月30日,星期四,18:30,20:09,99min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,斯韦特拉·措措尔科娃,保加利亚,卡塔尔,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13294,爱情三部曲：重生 ,LOVE TRILOGY: REBORN,7月31日,星期五,21:00,22:49,109min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,亚龙·沙尼,"以色列,德国",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13279,你知道他,YOU KNOW HIM ,8月1日,星期六,09:00,10:45,105min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,厄康·吉赛尔,土耳其,N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13452,银行家（4K）,THE BANKER (4K),8月1日,星期六,14:50,16:50,120min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,乔治·诺非,美国,N/A,4K,N/A,彩色,普通场,N/A
“一带一路”电影周,13306,偷马贼：时间之路 ,THE HORSE THIEVES. ROADS OF TIME,8月1日,星期六,21:00,22:23,83min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,叶尔兰·努尔穆汉别托夫 / 竹叶丽莎,"日本,哈萨克斯坦",N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13377,RK还是R KAY,RK/R KAY,8月2日,星期日,12:00,13:36,96min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,拉贾特·卡普尔,印度,N/A,N/A,N/A,彩色+黑白,普通场,N/A
