group,id,film1,film2,date,weekday,stime,etime,length,cinema,halls_name,director,country,co_production_country,resolving_power,projection_material,film_medium,show_type,memo
单元,影片id,中文名,英文名,日期,星期几,开始时间,结束时间,片长,影院,影厅,导演,制片国家/地区,合拍国,分辨率,特殊介质,色彩,场次类型,备注
华语新风,11808,超级的我,SUPER ME,8月1日,星期六,12:00,13:43,103min,天山电影院-虹桥艺术中心旗舰店,4号厅,张翀,中国,N/A,N/A,N/A,N/A,普通场,N/A
华语新风,13302,麦路人,I'M LIVIN' IT,7月25日,星期六,09:00,10:55,115min,SFC上影百联影城（八佰伴IMAX店）,2号厅,黄庆勋,中国香港,N/A,N/A,N/A,N/A,普通场,N/A
华语新风,12125,回南天,DAMP SEASON,7月29日,星期三,12:00,13:48,108min,SFC上影百联影城（八佰伴IMAX店）,2号厅,高鸣,中国,N/A,N/A,N/A,彩色,普通场,N/A
华语新风,10467,无名狂,WILD SWORDS,8月2日,星期日,09:00,10:32,92min,上海百丽宫影城（ifc商场店）,1号厅,李云波,中国,N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,12134,温蒂妮 ,UNDINE,7月27日,星期一,18:30,20:00,90min,SFC上海影城,CINITY厅,克里斯蒂安·佩措尔德,"德国,法国",N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,9680,吉普赛女王,GIPSY QUEEN,7月27日,星期一,21:00,22:58,118min,红星电影世界上海吴中路旗舰店,LUXE巨幕厅,侯赛因·塔巴克,"德国,奥地利",N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,12209,无声的抵抗 (4K）,RESISTANCE (4K),8月2日,星期日,12:00,14:01,121min,红星电影世界上海吴中路旗舰店,LUXE巨幕厅,乔纳森·雅库博维奇,"德国,美国",N/A,4K,N/A,N/A,普通场,N/A
地球村-聚焦德国,12209,无声的抵抗 (4K）,RESISTANCE (4K),7月28日,星期二,12:00,14:01,121min,上海市沪北电影院,1号厅,乔纳森·雅库博维奇,"德国,美国",N/A,4K,N/A,N/A,普通场,N/A
地球村-聚焦德国,9680,吉普赛女王,GIPSY QUEEN,7月26日,星期日,21:00,22:58,118min,上海UA梅龙镇广场电影城,2号厅,侯赛因·塔巴克,"德国,奥地利",N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,12004,纳尔齐斯与歌尔德蒙,NARCISSUS AND GOLDMUND,7月29日,星期三,21:00,22:59,119min,上海UA梅龙镇广场电影城,2号厅,斯戴芬·卢佐维茨基,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,11840,毒气员,GASMAN,7月31日,星期五,21:00,22:26,86min,上海UA梅龙镇广场电影城,2号厅,阿尔恩·科纳,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,11943,姐妹分离,SISTERS APART,7月30日,星期四,14:50,16:24,94min,SFC上海影城,2号厅,达芙妮·查里扎尼,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,9668,鹈鹕之血,PELICAN BLOOD,8月1日,星期六,12:00,14:07,127min,SFC上海影城,2号厅,凯特琳·葛蓓,德国,N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,10210,鲍姆巴赫综合症,BAUMBACHER SYNDROME,7月27日,星期一,21:00,22:25,85min,上海UA梅龙镇广场电影城,3号厅,格雷戈里·基尔霍夫,德国,N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,11941,身份流亡,EXILE,8月2日,星期日,21:00,23:02,122min,上海UA梅龙镇广场电影城,3号厅,维塞尔·莫里纳,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,12134,温蒂妮 ,UNDINE,7月29日,星期三,18:30,20:00,90min,上海美琪大戏院,观众厅,克里斯蒂安·佩措尔德,"德国,法国",N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,11841,贝鲁特来客,MAN FROM BEIRUT,7月27日,星期一,18:30,19:53,83min,嘉定影剧院,3号厅,克里斯多弗·甘普,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,11841,贝鲁特来客,MAN FROM BEIRUT,7月25日,星期六,18:30,19:53,83min,SFC上影百联影城（大上海店）,1号厅,克里斯多弗·甘普,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,9130,1986,1986,7月25日,星期六,21:00,22:17,77min,SFC上影百联影城（大上海店）,1号厅,罗特·赫尔佐格,德国,白俄罗斯,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,9325,我的结束，你的开始,RELATIVITY,7月29日,星期三,21:00,22:51,111min,国泰电影院,2号厅,美浓口希子,德国,N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,11941,身份流亡,EXILE,7月25日,星期六,21:00,23:02,122min,上海科技影城,3号厅,维塞尔·莫里纳,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,9325,我的结束，你的开始,RELATIVITY,7月26日,星期日,21:00,22:51,111min,上海科技影城,3号厅,美浓口希子,德国,N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,9680,吉普赛女王,GIPSY QUEEN,8月2日,星期日,21:00,22:58,118min,上海科技影城,3号厅,侯赛因·塔巴克,"德国,奥地利",N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,12134,温蒂妮 ,UNDINE,8月2日,星期日,18:30,20:00,90min,天山电影院-虹桥艺术中心旗舰店,剧院厅,克里斯蒂安·佩措尔德,"德国,法国",N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,11841,贝鲁特来客,MAN FROM BEIRUT,7月25日,星期六,18:30,19:53,83min,CGV影城（白玉兰广场IMAX店）,8号厅,克里斯多弗·甘普,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,12209,无声的抵抗 (4K）,RESISTANCE (4K),7月31日,星期五,14:50,16:51,121min,天山电影院-虹桥艺术中心旗舰店,4号厅,乔纳森·雅库博维奇,"德国,美国",N/A,4K,N/A,N/A,普通场,N/A
地球村-聚焦德国,10210,鲍姆巴赫综合症,BAUMBACHER SYNDROME,7月31日,星期五,21:00,22:25,85min,天山电影院-虹桥艺术中心旗舰店,4号厅,格雷戈里·基尔霍夫,德国,N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,12209,无声的抵抗 (4K）,RESISTANCE (4K),7月26日,星期日,12:00,14:01,121min,上海和平影都,ATMOS厅,乔纳森·雅库博维奇,"德国,美国",N/A,4K,N/A,N/A,普通场,N/A
地球村-聚焦德国,11841,贝鲁特来客,MAN FROM BEIRUT,7月30日,星期四,18:30,19:53,83min,上海和平影都,ATMOS厅,克里斯多弗·甘普,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,9668,鹈鹕之血,PELICAN BLOOD,8月2日,星期日,14:50,16:57,127min,上海和平影都,ATMOS厅,凯特琳·葛蓓,德国,N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,12209,无声的抵抗 (4K）,RESISTANCE (4K),7月25日,星期六,14:50,16:51,121min,上海百丽宫影城（长宁来福士店）,LUXE厅,乔纳森·雅库博维奇,"德国,美国",N/A,4K,N/A,N/A,普通场,N/A
地球村-聚焦德国,12004,纳尔齐斯与歌尔德蒙,NARCISSUS AND GOLDMUND,7月26日,星期日,21:00,22:59,119min,上海百丽宫影城（长宁来福士店）,LUXE厅,斯戴芬·卢佐维茨基,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,9680,吉普赛女王,GIPSY QUEEN,7月28日,星期二,21:00,22:58,118min,上海百丽宫影城（长宁来福士店）,LUXE厅,侯赛因·塔巴克,"德国,奥地利",N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,9325,我的结束，你的开始,RELATIVITY,7月30日,星期四,21:00,22:51,111min,上海百丽宫影城（长宁来福士店）,LUXE厅,美浓口希子,德国,N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,9668,鹈鹕之血,PELICAN BLOOD,7月25日,星期六,09:00,11:07,127min,SFC上影影城（新衡山店）,1号厅,凯特琳·葛蓓,德国,N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,12134,温蒂妮 ,UNDINE,8月1日,星期六,18:30,20:00,90min,SFC上影影城（新衡山店）,1号厅,克里斯蒂安·佩措尔德,"德国,法国",N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,11943,姐妹分离,SISTERS APART,7月25日,星期六,12:00,13:34,94min,SFC上影影城（美罗城店）,4号厅,达芙妮·查里扎尼,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,9325,我的结束，你的开始,RELATIVITY,8月2日,星期日,21:00,22:51,111min,SFC上影影城（美罗城店）,4号厅,美浓口希子,德国,N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,11840,毒气员,GASMAN,7月26日,星期日,21:00,22:26,86min,上海星光影城（亚新旗舰店）,1号厅,阿尔恩·科纳,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,10210,鲍姆巴赫综合症,BAUMBACHER SYNDROME,7月29日,星期三,21:00,22:25,85min,上海星光影城（亚新旗舰店）,1号厅,格雷戈里·基尔霍夫,德国,N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,11941,身份流亡,EXILE,7月28日,星期二,21:00,23:02,122min,SFC上影百联影城（八佰伴IMAX店）,2号厅,维塞尔·莫里纳,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,10210,鲍姆巴赫综合症,BAUMBACHER SYNDROME,7月28日,星期二,21:00,22:25,85min,上海百丽宫影城（ifc商场店）,1号厅,格雷戈里·基尔霍夫,德国,N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,12004,纳尔齐斯与歌尔德蒙,NARCISSUS AND GOLDMUND,7月25日,星期六,21:00,22:59,119min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,斯戴芬·卢佐维茨基,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,11841,贝鲁特来客,MAN FROM BEIRUT,7月26日,星期日,18:30,19:53,83min,AMG海上明珠国际影城（莘庄店）,4号厅,克里斯多弗·甘普,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,9325,我的结束，你的开始,RELATIVITY,7月28日,星期二,21:00,22:51,111min,AMG海上明珠国际影城（莘庄店）,4号厅,美浓口希子,德国,N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,11941,身份流亡,EXILE,7月30日,星期四,21:00,23:02,122min,AMG海上明珠国际影城（莘庄店）,4号厅,维塞尔·莫里纳,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,9680,吉普赛女王,GIPSY QUEEN,8月1日,星期六,21:00,22:58,118min,AMG海上明珠国际影城（莘庄店）,4号厅,侯赛因·塔巴克,"德国,奥地利",N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,10210,鲍姆巴赫综合症,BAUMBACHER SYNDROME,8月2日,星期日,21:00,22:25,85min,AMG海上明珠国际影城（莘庄店）,4号厅,格雷戈里·基尔霍夫,德国,N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,11840,毒气员,GASMAN,7月25日,星期六,21:00,22:26,86min,上海世纪友谊影城,6号厅LUXE巨幕,阿尔恩·科纳,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,11941,身份流亡,EXILE,7月27日,星期一,21:00,23:02,122min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,维塞尔·莫里纳,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,11943,姐妹分离,SISTERS APART,7月29日,星期三,18:30,20:04,94min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,达芙妮·查里扎尼,德国,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦德国,9130,1986,1986,7月29日,星期三,21:00,22:17,77min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,罗特·赫尔佐格,德国,白俄罗斯,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,9130,1986,1986,7月30日,星期四,21:00,22:17,77min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,罗特·赫尔佐格,德国,白俄罗斯,N/A,N/A,彩色,普通场,N/A
地球村-聚焦德国,12134,温蒂妮 ,UNDINE,7月31日,星期五,09:00,10:30,90min,Fancl艺术中心-艺海剧院,大剧场,克里斯蒂安·佩措尔德,"德国,法国",N/A,N/A,N/A,彩色,普通场,N/A
地球村-聚焦意大利,11140,好球手,THE GOOD ONE,7月25日,星期六,09:00,10:36,96min,红星电影世界上海吴中路旗舰店,LUXE巨幕厅,温琴佐·马拉,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11155,平凡的正义,ORDINARY JUSTICE,7月31日,星期五,18:30,19:54,84min,红星电影世界上海吴中路旗舰店,LUXE巨幕厅,基亚拉·贝洛西,"意大利,瑞士",N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11180,假日情谊,AFFECTION,7月25日,星期六,18:30,20:09,99min,上海市沪北电影院,1号厅,恩里科·伊安纳科尼,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11140,好球手,THE GOOD ONE,8月2日,星期日,18:30,20:06,96min,上海市沪北电影院,1号厅,温琴佐·马拉,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11116,十八个礼物 ,18 PRESENTS,7月26日,星期日,14:50,16:45,115min,上海UA梅龙镇广场电影城,2号厅,弗朗切斯科·阿马托,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11117,徒手无刺,UNARMED,8月2日,星期日,21:00,22:47,107min,上海UA梅龙镇广场电影城,2号厅,克劳迪奥·伯尼文托,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11155,平凡的正义,ORDINARY JUSTICE,7月30日,星期四,12:00,13:24,84min,SFC上海影城,2号厅,基亚拉·贝洛西,"意大利,瑞士",N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11140,好球手,THE GOOD ONE,7月26日,星期日,18:30,20:06,96min,上海UA梅龙镇广场电影城,3号厅,温琴佐·马拉,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11155,平凡的正义,ORDINARY JUSTICE,7月28日,星期二,18:30,19:54,84min,上海UA梅龙镇广场电影城,3号厅,基亚拉·贝洛西,"意大利,瑞士",N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11116,十八个礼物 ,18 PRESENTS,7月25日,星期六,14:50,16:45,115min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,弗朗切斯科·阿马托,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11137,哈马马特,HAMMAMET ,8月2日,星期日,14:50,16:58,128min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,吉安尼·阿梅利奥,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11179,无重力男子,THE MAN WITHOUT GRAVITY,8月2日,星期日,18:30,20:18,108min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,马可·邦凡蒂,"意大利,法国,比利时",N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11180,假日情谊,AFFECTION,7月27日,星期一,18:30,20:09,99min,上海美琪大戏院,观众厅,恩里科·伊安纳科尼,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11140,好球手,THE GOOD ONE,7月30日,星期四,18:30,20:06,96min,嘉定影剧院,3号厅,温琴佐·马拉,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11135,堡垒 ,FORTEZZA,7月26日,星期日,18:30,19:42,72min,SFC上影百联影城（大上海店）,1号厅,埃米利亚诺·艾洛 / 路德维坎·道,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11179,无重力男子,THE MAN WITHOUT GRAVITY,7月30日,星期四,18:30,20:18,108min,国泰电影院,2号厅,马可·邦凡蒂,"意大利,法国,比利时",N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11414,不朽的西罗 ,THE IMMORTAL,8月1日,星期六,14:50,16:46,116min,上海科技影城,3号厅,马尔科·达莫雷,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11180,假日情谊,AFFECTION,7月30日,星期四,18:30,20:09,99min,天山电影院-虹桥艺术中心旗舰店,剧院厅,恩里科·伊安纳科尼,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11162,王国,THE KINGDOM,7月25日,星期六,21:00,22:40,100min,天山电影院-虹桥艺术中心旗舰店,4号厅,弗朗切斯科·范努埃,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11135,堡垒 ,FORTEZZA,8月1日,星期六,09:00,10:12,72min,天山电影院-虹桥艺术中心旗舰店,4号厅,埃米利亚诺·艾洛 / 路德维坎·道,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11140,好球手,THE GOOD ONE,8月1日,星期六,14:50,16:26,96min,上海星光影城（亚新旗舰店）,1号厅,温琴佐·马拉,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11117,徒手无刺,UNARMED,8月1日,星期六,21:00,22:47,107min,上海星光影城（亚新旗舰店）,1号厅,克劳迪奥·伯尼文托,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11162,王国,THE KINGDOM,8月2日,星期日,21:00,22:40,100min,上海星光影城（亚新旗舰店）,1号厅,弗朗切斯科·范努埃,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11137,哈马马特,HAMMAMET ,7月30日,星期四,14:50,16:58,128min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,吉安尼·阿梅利奥,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11179,无重力男子,THE MAN WITHOUT GRAVITY,7月25日,星期六,12:00,13:48,108min,AMG海上明珠国际影城（莘庄店）,4号厅,马可·邦凡蒂,"意大利,法国,比利时",N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11137,哈马马特,HAMMAMET ,8月1日,星期六,14:50,16:58,128min,AMG海上明珠国际影城（莘庄店）,4号厅,吉安尼·阿梅利奥,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11116,十八个礼物 ,18 PRESENTS,8月2日,星期日,14:50,16:45,115min,AMG海上明珠国际影城（莘庄店）,4号厅,弗朗切斯科·阿马托,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11135,堡垒 ,FORTEZZA,7月25日,星期六,09:00,10:12,72min,上海世纪友谊影城,6号厅LUXE巨幕,埃米利亚诺·艾洛 / 路德维坎·道,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11162,王国,THE KINGDOM,7月28日,星期二,21:00,22:40,100min,上海世纪友谊影城,6号厅LUXE巨幕,弗朗切斯科·范努埃,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11155,平凡的正义,ORDINARY JUSTICE,8月2日,星期日,14:50,16:14,84min,上海世纪友谊影城,6号厅LUXE巨幕,基亚拉·贝洛西,"意大利,瑞士",N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11414,不朽的西罗 ,THE IMMORTAL,7月25日,星期六,12:00,13:56,116min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,马尔科·达莫雷,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11117,徒手无刺,UNARMED,7月26日,星期日,21:00,22:47,107min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,克劳迪奥·伯尼文托,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11155,平凡的正义,ORDINARY JUSTICE,7月27日,星期一,18:30,19:54,84min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,基亚拉·贝洛西,"意大利,瑞士",N/A,N/A,N/A,N/A,普通场,N/A
地球村-聚焦意大利,11414,不朽的西罗 ,THE IMMORTAL,8月2日,星期日,12:00,13:56,116min,Fancl艺术中心-艺海剧院,大剧场,马尔科·达莫雷,意大利,N/A,N/A,N/A,N/A,普通场,N/A
地球村-日本电影周,10609,不痛的死法,PEACEFUL DEATH,7月29日,星期三,14:50,16:41,111min,SFC上海影城,CINITY厅,高桥伴明,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,9681,荒井小姐的秘密生活,I WAS A “SECRET BITCH” ,7月29日,星期三,21:00,22:53,113min,上海市沪北电影院,1号厅,三木康一郎,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,10374,芳醇,MELLOW,7月31日,星期五,12:00,13:46,106min,SFC上海影城,2号厅,今泉力哉,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,10373,Shape of Red,SHAPE OF RED,7月29日,星期三,21:00,23:03,123min,上海UA梅龙镇广场电影城,3号厅,三岛有纪子,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,9319,乐园,THE PROMISED LAND,7月29日,星期三,21:00,23:09,129min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,濑濑敬久,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,10373,Shape of Red,SHAPE OF RED,7月30日,星期四,21:00,23:03,123min,SFC上海影城,3号厅,三岛有纪子,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,9319,乐园,THE PROMISED LAND,7月31日,星期五,21:00,23:09,129min,SFC上海影城,3号厅,濑濑敬久,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,10609,不痛的死法,PEACEFUL DEATH,7月25日,星期六,09:00,10:51,111min,上海大光明电影院,1号厅,高桥伴明,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,10374,芳醇,MELLOW,7月28日,星期二,12:00,13:46,106min,上海大光明电影院,1号厅,今泉力哉,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,9681,荒井小姐的秘密生活,I WAS A “SECRET BITCH” ,7月28日,星期二,18:30,20:23,113min,上海大光明电影院,1号厅,三木康一郎,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,9319,乐园,THE PROMISED LAND,7月30日,星期四,21:00,23:09,129min,国泰电影院,2号厅,濑濑敬久,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,11813,碧蓝之海,GRAND BLUE DREAMING,7月27日,星期一,21:00,22:48,108min,上海科技影城,3号厅,英勉,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,10374,芳醇,MELLOW,7月25日,星期六,12:00,13:46,106min,上海和平影都,ATMOS厅,今泉力哉,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,10609,不痛的死法,PEACEFUL DEATH,7月26日,星期日,18:30,20:21,111min,上海和平影都,ATMOS厅,高桥伴明,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,9681,荒井小姐的秘密生活,I WAS A “SECRET BITCH” ,8月2日,星期日,18:30,20:23,113min,上海和平影都,ATMOS厅,三木康一郎,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,9319,乐园,THE PROMISED LAND,7月25日,星期六,21:00,23:09,129min,上海百丽宫影城（长宁来福士店）,LUXE厅,濑濑敬久,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,10373,Shape of Red,SHAPE OF RED,7月25日,星期六,21:00,23:03,123min,SFC上影影城（新衡山店）,1号厅,三岛有纪子,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,11813,碧蓝之海,GRAND BLUE DREAMING,7月26日,星期日,21:00,22:48,108min,曹杨影城,1号厅,英勉,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,9319,乐园,THE PROMISED LAND,8月2日,星期日,21:00,23:09,129min,SFC上影百联影城（八佰伴IMAX店）,2号厅,濑濑敬久,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,11813,碧蓝之海,GRAND BLUE DREAMING,8月2日,星期日,21:00,22:48,108min,上海世纪友谊影城,6号厅LUXE巨幕,英勉,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-日本电影周,9681,荒井小姐的秘密生活,I WAS A “SECRET BITCH” ,8月1日,星期六,18:30,20:23,113min,Fancl艺术中心-艺海剧院,大剧场,三木康一郎,日本,N/A,N/A,N/A,彩色,普通场,N/A
地球村-印度电影周,10685,第15条,ARTICLE 15,7月26日,星期日,14:50,17:00,130min,红星电影世界上海吴中路旗舰店,LUXE巨幕厅,安布哈雅·辛哈,印度,N/A,N/A,N/A,彩色,普通场,N/A
地球村-印度电影周,11578,帕雷克沙,PAREEKSHA,8月1日,星期六,12:00,13:56,116min,红星电影世界上海吴中路旗舰店,LUXE巨幕厅,普卡什·查,印度,N/A,N/A,N/A,彩色,普通场,N/A
地球村-印度电影周,10685,第15条,ARTICLE 15,8月1日,星期六,14:50,17:00,130min,上海市沪北电影院,1号厅,安布哈雅·辛哈,印度,N/A,N/A,N/A,彩色,普通场,N/A
地球村-印度电影周,10685,第15条,ARTICLE 15,7月25日,星期六,12:00,14:10,130min,上海UA梅龙镇广场电影城,2号厅,安布哈雅·辛哈,印度,N/A,N/A,N/A,彩色,普通场,N/A
地球村-印度电影周,11578,帕雷克沙,PAREEKSHA,7月26日,星期日,12:00,13:56,116min,上海UA梅龙镇广场电影城,2号厅,普卡什·查,印度,N/A,N/A,N/A,彩色,普通场,N/A
地球村-印度电影周,10685,第15条,ARTICLE 15,7月26日,星期日,14:50,17:00,130min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,安布哈雅·辛哈,印度,N/A,N/A,N/A,彩色,普通场,N/A
地球村-印度电影周,9789,刑法典第375条 ,SECTION 375,8月1日,星期六,21:00,23:06,126min,SFC上海影城,3号厅,阿杰·巴尔,印度,N/A,N/A,N/A,彩色,普通场,N/A
地球村-印度电影周,9789,刑法典第375条 ,SECTION 375,8月2日,星期日,21:00,23:06,126min,国泰电影院,2号厅,阿杰·巴尔,印度,N/A,N/A,N/A,彩色,普通场,N/A
地球村-印度电影周,11578,帕雷克沙,PAREEKSHA,7月28日,星期二,14:50,16:46,116min,天山电影院-虹桥艺术中心旗舰店,4号厅,普卡什·查,印度,N/A,N/A,N/A,彩色,普通场,N/A
地球村-印度电影周,9789,刑法典第375条 ,SECTION 375,7月26日,星期日,21:00,23:06,126min,SFC上影影城（新衡山店）,1号厅,阿杰·巴尔,印度,N/A,N/A,N/A,彩色,普通场,N/A
地球村-印度电影周,9789,刑法典第375条 ,SECTION 375,7月31日,星期五,21:00,23:06,126min,SFC上影影城（美罗城店）,4号厅,阿杰·巴尔,印度,N/A,N/A,N/A,彩色,普通场,N/A
地球村-印度电影周,9789,刑法典第375条 ,SECTION 375,7月30日,星期四,21:00,23:06,126min,上海星光影城（亚新旗舰店）,1号厅,阿杰·巴尔,印度,N/A,N/A,N/A,彩色,普通场,N/A
地球村-印度电影周,10685,第15条,ARTICLE 15,8月2日,星期日,14:50,17:00,130min,上海星光影城（亚新旗舰店）,1号厅,安布哈雅·辛哈,印度,N/A,N/A,N/A,彩色,普通场,N/A
