group,id,name_cn,name_en,date,weekday,stime,etime,length,cinema,hallsName,director,country,resolution,color,show_type,remarks
SIFF动画,14830,丛林精神,AINBO: SPIRIT OF THE AMAZON,6月13日,星期日,15:30,,85分钟,兰馨·悦立方杜比影城,4号厅,"何塞·泽拉达, 理查德·克劳斯","秘鲁,荷兰",N/A,彩色,普通场,N/A
SIFF动画,13329,拒绝访问,ABSOLUTE DENIAL,6月13日,星期日,13:00,,71分钟,嘉定影剧院,3号厅,瑞恩·布朗德,英国,N/A,黑白,普通场,N/A
SIFF动画,14590,巴比伦王冠,ESLUNA: THE CROWN OF BABYLON,6月13日,星期日,15:30,,118分钟,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,丹佛·杰克逊,加拿大,N/A,彩色,普通场,N/A
SIFF动画,13758,整容液,BEAUTY WATER,6月14日,星期一,20:50,,86分钟,SFC上影影城（新衡山店）,1号厅,赵庆勋,韩国,N/A,彩色,普通场,N/A
SIFF动画,14776,狼行者,WOLFWALKERS,6月14日,星期一,15:30,,100分钟,SFC上影影城（美罗城店）,4号厅,"汤姆·摩尔, 罗斯·斯图尔特","爱尔兰,卢森堡",N/A,彩色,普通场,N/A
SIFF动画,12495,新世纪福音战士新剧场版：序,EVANGELION: 1.0 YOU ARE (NOT) ALONE.,6月14日,星期一,13:00,,101分钟,SFC上海影城,CINITY厅,"庵野秀明, 摩砂雪, 鹤卷和哉",日本,N/A,彩色,普通场,N/A
SIFF动画,12497,新世纪福音战士新剧场版：Q,EVANGELION: 3.0 YOU CAN (NOT) REDO.,6月14日,星期一,18:30,,96分钟,SFC上海影城,CINITY厅,"庵野秀明, 摩砂雪, 前田真宏, 鹤卷和哉",日本,N/A,彩色,普通场,N/A
SIFF动画,12496,新世纪福音战士新剧场版：破,EVANGELION: 2.0 YOU CAN (NOT) ADVANCE.,6月14日,星期一,15:30,,112分钟,SFC上海影城,CINITY厅,"庵野秀明, 摩砂雪, 鹤卷和哉",日本,N/A,彩色,普通场,N/A
SIFF动画,14535,烟囱小镇的普佩尔,POUPELLE OF CHIMNEY TOWN,6月14日,星期一,13:00,,100分钟,上海世纪友谊影城,6号厅LUXE巨幕,广田裕介,日本,N/A,彩色,普通场,N/A
SIFF动画,14237,凯尔经的秘密,THE SECRET OF KELLS,6月14日,星期一,18:30,,79分钟,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,汤姆·摩尔 / 诺拉·托梅,"爱尔兰,法国,比利时",N/A,彩色,普通场,N/A
SIFF动画,14177,拒绝访问,ABSOLUTE DENIAL,6月14日,星期一,18:30,,71分钟,博悦汇影城外滩金融中心IMAX店,IMAX厅,瑞恩·布朗德,英国,N/A,黑白,普通场,N/A
SIFF动画,13335,树干小火车 (4K),TRUNK TRAIN- THE MOVIE (4K),6月14日,星期一,13:00,,99分钟,嘉定影剧院,3号厅,泽·布兰道,巴西,4K,彩色,普通场,N/A
SIFF动画,14477,菲利斯之永夜岛历险记,FELIX AND THE TREASURE OF MORGAA,6月14日,星期一,18:30,,85分钟,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,尼科拉·勒迈,加拿大,N/A,彩色,普通场,N/A
SIFF动画,13763,海洋之歌,SONG OF THE SEA,6月15日,星期二,18:30,,94分钟,SFC上影影城（新衡山店）,1号厅,汤姆·摩尔,"爱尔兰,丹麦,比利时",N/A,彩色,普通场,N/A
SIFF动画,13403,丛林精神,AINBO: SPIRIT OF THE AMAZON,6月15日,星期二,18:30,,85分钟,SFC上影百联影城（大上海店）,1号厅,"何塞·泽拉达, 理查德·克劳斯","秘鲁,荷兰",N/A,彩色,普通场,N/A
SIFF动画,12684,整容液,BEAUTY WATER,6月15日,星期二,20:50,,86分钟,SFC上海影城,3号厅,赵庆勋,韩国,N/A,彩色,普通场,N/A
SIFF动画,13581,凯尔经的秘密,THE SECRET OF KELLS,6月15日,星期二,13:00,,79分钟,天山电影院-虹桥艺术中心旗舰店,4号厅,汤姆·摩尔 / 诺拉·托梅,"爱尔兰,法国,比利时",N/A,彩色,普通场,N/A
SIFF动画,15203,酷爱电影的庞波小姐,POMPO: THE CINEPHILE,6月15日,星期二,18:30,,94分钟,红星电影世界上海吴中路旗舰店,LUXE巨幕厅,平尾隆之,日本,N/A,彩色,普通场,N/A
SIFF动画,13107,新世纪福音战士新剧场版：序,EVANGELION: 1.0 YOU ARE (NOT) ALONE.,6月16日,星期三,13:00,,101分钟,FANCL艺术中心（艺海剧院）,大剧场,"庵野秀明, 摩砂雪, 鹤卷和哉",日本,N/A,彩色,普通场,N/A
SIFF动画,13109,新世纪福音战士新剧场版：Q,EVANGELION: 3.0 YOU CAN (NOT) REDO.,6月16日,星期三,18:30,,96分钟,FANCL艺术中心（艺海剧院）,大剧场,"庵野秀明, 摩砂雪, 前田真宏, 鹤卷和哉",日本,N/A,彩色,普通场,N/A
SIFF动画,13108,新世纪福音战士新剧场版：破,EVANGELION: 2.0 YOU CAN (NOT) ADVANCE.,6月16日,星期三,15:30,,112分钟,FANCL艺术中心（艺海剧院）,大剧场,"庵野秀明, 摩砂雪, 鹤卷和哉",日本,N/A,彩色,普通场,N/A
SIFF动画,13829,酷爱电影的庞波小姐,POMPO: THE CINEPHILE,6月16日,星期三,18:30,,94分钟,曹杨影城,1号厅,平尾隆之,日本,N/A,彩色,普通场,N/A
SIFF动画,14909,树干小火车 (4K),TRUNK TRAIN- THE MOVIE (4K),6月16日,星期三,18:30,,99分钟,朵云轩杜比全景声影城,1号厅,泽·布兰道,巴西,4K,彩色,普通场,N/A
SIFF动画,14609,亚卡里的奇妙之旅,"YAKARI, A SPECTACULAR JOURNEY",6月16日,星期三,18:30,,83分钟,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,泽维尔·贾科梅蒂 / 托比·格恩科尔,"法国,德国,比利时",N/A,彩色,普通场,N/A
SIFF动画,13115,乔西的虎与鱼,"JOSEE, THE TIGER AND THE FISH",6月17日,星期四,18:30,,99分钟,FANCL艺术中心（艺海剧院）,大剧场,田村耕太郎,日本,N/A,彩色,普通场,N/A
SIFF动画,13955,狼行者,WOLFWALKERS,6月17日,星期四,18:30,,100分钟,上海和平影都,ATMOS厅,"汤姆·摩尔, 罗斯·斯图尔特","爱尔兰,卢森堡",N/A,彩色,普通场,N/A
SIFF动画,14855,诚实的奶牛,PUNYAKOTI,6月17日,星期四,18:30,,85分钟,兰馨·悦立方杜比影城,4号厅,拉维尚卡尔·凡卡特斯瓦蓝,印度,N/A,彩色,普通场,N/A
SIFF动画,13231,酷爱电影的庞波小姐,POMPO: THE CINEPHILE,6月17日,星期四,08:30,,94分钟,天山电影院-虹桥艺术中心旗舰店,剧院厅,平尾隆之,日本,N/A,彩色,普通场,N/A
SIFF动画,13235,烟囱小镇的普佩尔,POUPELLE OF CHIMNEY TOWN,6月17日,星期四,18:30,,100分钟,天山电影院-虹桥艺术中心旗舰店,剧院厅,广田裕介,日本,N/A,彩色,普通场,N/A
SIFF动画,15100,狼行者,WOLFWALKERS,6月18日,星期五,15:30,,100分钟,上海UA梅龙镇广场电影城,3号厅,"汤姆·摩尔, 罗斯·斯图尔特","爱尔兰,卢森堡",N/A,彩色,见面场,N/A
SIFF动画,13239,新世纪福音战士新剧场版：序,EVANGELION: 1.0 YOU ARE (NOT) ALONE.,6月18日,星期五,13:00,,101分钟,天山电影院-虹桥艺术中心旗舰店,剧院厅,"庵野秀明, 摩砂雪, 鹤卷和哉",日本,N/A,彩色,普通场,N/A
SIFF动画,13241,新世纪福音战士新剧场版：Q,EVANGELION: 3.0 YOU CAN (NOT) REDO.,6月18日,星期五,18:30,,96分钟,天山电影院-虹桥艺术中心旗舰店,剧院厅,"庵野秀明, 摩砂雪, 前田真宏, 鹤卷和哉",日本,N/A,彩色,普通场,N/A
SIFF动画,13240,新世纪福音战士新剧场版：破,EVANGELION: 2.0 YOU CAN (NOT) ADVANCE.,6月18日,星期五,15:30,,112分钟,天山电影院-虹桥艺术中心旗舰店,剧院厅,"庵野秀明, 摩砂雪, 鹤卷和哉",日本,N/A,彩色,普通场,N/A
SIFF动画,13725,酷爱电影的庞波小姐,POMPO: THE CINEPHILE,6月19日,星期六,13:00,,94分钟,上海市沪北电影院,1号厅,平尾隆之,日本,N/A,彩色,普通场,N/A
SIFF动画,14325,诚实的奶牛,PUNYAKOTI,6月19日,星期六,13:00,,85分钟,上海百丽宫影城（陆家嘴中心店）,LUXE厅,拉维尚卡尔·凡卡特斯瓦蓝,印度,N/A,彩色,普通场,N/A
SIFF动画,13365,丛林精神,AINBO: SPIRIT OF THE AMAZON,6月19日,星期六,13:00,,85分钟,嘉定影剧院,3号厅,"何塞·泽拉达, 理查德·克劳斯","秘鲁,荷兰",N/A,彩色,普通场,N/A
SIFF动画,13247,乔西的虎与鱼,"JOSEE, THE TIGER AND THE FISH",6月19日,星期六,18:30,,99分钟,天山电影院-虹桥艺术中心旗舰店,剧院厅,田村耕太郎,日本,N/A,彩色,普通场,N/A
SIFF动画,14926,菲利斯之永夜岛历险记,FELIX AND THE TREASURE OF MORGAA,6月19日,星期六,15:30,,85分钟,朵云轩杜比全景声影城,1号厅,尼科拉·勒迈,加拿大,N/A,彩色,普通场,N/A
SIFF动画,15227,凯尔经的秘密,THE SECRET OF KELLS,6月19日,星期六,18:30,,79分钟,红星电影世界上海吴中路旗舰店,LUXE巨幕厅,汤姆·摩尔 / 诺拉·托梅,"爱尔兰,法国,比利时",N/A,彩色,普通场,N/A
SIFF动画,13908,整容液,BEAUTY WATER,6月19日,星期六,20:50,,86分钟,黄浦剧场,中剧场,赵庆勋,韩国,N/A,彩色,普通场,N/A
SIFF动画,13791,烟囱小镇的普佩尔,POUPELLE OF CHIMNEY TOWN,6月20日,星期日,13:00,,100分钟,SFC上影影城（新衡山店）,1号厅,广田裕介,日本,N/A,彩色,普通场,N/A
SIFF动画,14812,巴比伦王冠,ESLUNA: THE CROWN OF BABYLON,6月20日,星期日,15:30,,118分钟,SFC上影影城（美罗城店）,4号厅,丹佛·杰克逊,加拿大,N/A,彩色,普通场,N/A
SIFF动画,12831,新世纪福音战士新剧场版：序,EVANGELION: 1.0 YOU ARE (NOT) ALONE.,6月20日,星期日,13:00,,101分钟,上海大光明电影院,1号厅,"庵野秀明, 摩砂雪, 鹤卷和哉",日本,N/A,彩色,普通场,N/A
SIFF动画,12833,新世纪福音战士新剧场版：Q,EVANGELION: 3.0 YOU CAN (NOT) REDO.,6月20日,星期日,18:30,,96分钟,上海大光明电影院,1号厅,"庵野秀明, 摩砂雪, 前田真宏, 鹤卷和哉",日本,N/A,彩色,普通场,N/A
SIFF动画,12832,新世纪福音战士新剧场版：破,EVANGELION: 2.0 YOU CAN (NOT) ADVANCE.,6月20日,星期日,15:30,,112分钟,上海大光明电影院,1号厅,"庵野秀明, 摩砂雪, 鹤卷和哉",日本,N/A,彩色,普通场,N/A
SIFF动画,13371,乔西的虎与鱼,"JOSEE, THE TIGER AND THE FISH",6月20日,星期日,13:00,,99分钟,嘉定影剧院,3号厅,田村耕太郎,日本,N/A,彩色,普通场,N/A
SIFF动画,13853,凯尔经的秘密,THE SECRET OF KELLS,6月20日,星期日,18:30,,79分钟,曹杨影城,1号厅,汤姆·摩尔 / 诺拉·托梅,"爱尔兰,法国,比利时",N/A,彩色,普通场,N/A
SIFF动画,14631,树干小火车 (4K),TRUNK TRAIN- THE MOVIE (4K),6月20日,星期日,13:00,,99分钟,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,泽·布兰道,巴西,4K,彩色,普通场,N/A
SIFF短片,13264,国际动画短片集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,6月12日,星期六,15:30,,85分钟,上海米格影城,中国巨幕厅,"苏夏, 埃米尔·梅兰, 卡门·科尔多瓦·冈萨雷斯, 朱莉娅·奥尔里克, 玛拉·纳里马诺夫, 卡洛斯·戈麦斯-米拉·萨格拉多, 席尔文·库维利尔 / 克洛伊·布尔迪克 / 特奥菲勒·库西莫 / 诺艾米·哈尔伯斯坦 / 玛利斯·莫斯尼 / 叶子菁, 埃尔多·纳利",中国,N/A,N/A,普通场,N/A
SIFF短片,13037,国际动画短片集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,6月14日,星期一,18:30,,85分钟,SFC上影影城（南桥百联店）,5号厅,"苏夏, 埃米尔·梅兰, 卡门·科尔多瓦·冈萨雷斯, 朱莉娅·奥尔里克, 玛拉·纳里马诺夫, 卡洛斯·戈麦斯-米拉·萨格拉多, 席尔文·库维利尔 / 克洛伊·布尔迪克 / 特奥菲勒·库西莫 / 诺艾米·哈尔伯斯坦 / 玛利斯·莫斯尼 / 叶子菁, 埃尔多·纳利",中国,N/A,N/A,普通场,N/A
SIFF短片,15082,国际动画短片集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,6月15日,星期二,15:30,,85分钟,上海UA梅龙镇广场电影城,3号厅,"苏夏, 埃米尔·梅兰, 卡门·科尔多瓦·冈萨雷斯, 朱莉娅·奥尔里克, 玛拉·纳里马诺夫, 卡洛斯·戈麦斯-米拉·萨格拉多, 席尔文·库维利尔 / 克洛伊·布尔迪克 / 特奥菲勒·库西莫 / 诺艾米·哈尔伯斯坦 / 玛利斯·莫斯尼 / 叶子菁, 埃尔多·纳利",中国,N/A,N/A,普通场,N/A
SIFF短片,14788,国际动画短片集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,6月16日,星期三,15:30,,85分钟,SFC上影影城（美罗城店）,4号厅,"苏夏, 埃米尔·梅兰, 卡门·科尔多瓦·冈萨雷斯, 朱莉娅·奥尔里克, 玛拉·纳里马诺夫, 卡洛斯·戈麦斯-米拉·萨格拉多, 席尔文·库维利尔 / 克洛伊·布尔迪克 / 特奥菲勒·库西莫 / 诺艾米·哈尔伯斯坦 / 玛利斯·莫斯尼 / 叶子菁, 埃尔多·纳利",中国,N/A,N/A,普通场,N/A
SIFF短片,15088,国际短片精选集1,INTERNATIONAL SHORT FILM COLLECTION 1,6月16日,星期三,15:30,,92分钟,上海UA梅龙镇广场电影城,3号厅,"尼古拉斯·克利福德, 武明义, 范黄明, 桑尼·卡尔文托, 张林翰, 黎乐怡, 陈雨",澳大利亚,N/A,N/A,普通场,N/A
SIFF短片,14008,国际短片精选集2 ,INTERNATIONAL SHORT FILM COLLECTION 2 ,6月16日,星期三,15:30,,115分钟,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,"埃尔韦拉·林德, 卡塔琳娜·雷斯克, 佩德罗·佩拉尔塔, 卡洛斯·列宁, 奥斯卡·伯纳瑟","斯洛文尼亚,墨西哥",N/A,N/A,普通场,N/A
SIFF短片,14800,国际短片精选集2 ,INTERNATIONAL SHORT FILM COLLECTION 2 ,6月18日,星期五,15:30,,115分钟,SFC上影影城（美罗城店）,4号厅,"埃尔韦拉·林德, 卡塔琳娜·雷斯克, 佩德罗·佩拉尔塔, 卡洛斯·列宁, 奥斯卡·伯纳瑟","斯洛文尼亚,墨西哥",N/A,N/A,普通场,N/A
SIFF短片,14625,国际动画短片集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,6月19日,星期六,13:00,,85分钟,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,"苏夏, 埃米尔·梅兰, 卡门·科尔多瓦·冈萨雷斯, 朱莉娅·奥尔里克, 玛拉·纳里马诺夫, 卡洛斯·戈麦斯-米拉·萨格拉多, 席尔文·库维利尔 / 克洛伊·布尔迪克 / 特奥菲勒·库西莫 / 诺艾米·哈尔伯斯坦 / 玛利斯·莫斯尼 / 叶子菁, 埃尔多·纳利",中国,N/A,N/A,普通场,N/A
SIFF纪录,15059,以火书写,WRITING WITH FIRE,6月11日,星期五,18:30,,94分钟,上海UA梅龙镇广场电影城,3号厅,林图·托马斯 / 舒什米特·戈什,印度,N/A,彩色,普通场,N/A
SIFF纪录,15120,东洋魔女,THE WITCHES OF THE ORIENT  ,6月11日,星期五,20:50,,100分钟,上海UA梅龙镇广场电影城,2号厅,朱利安·法罗,法国,N/A,N/A,普通场,N/A
SIFF纪录,14639,养虎为友,MAYA,6月11日,星期五,18:30,,86分钟,上海百丽宫影城（长宁来福士店）,LUXE厅,"贾姆希德·莫哈达迪, 安森·哈特福德",英国,N/A,黑白,普通场,N/A
SIFF纪录,13979,穆兰诺的游魂 (4K),MURANOW (4K),6月11日,星期五,18:30,,69分钟,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,陈·谢拉赫,以色列,4K,彩色,普通场,N/A
SIFF纪录,13025,猫猫果考试记,MAO MAO COOL,6月12日,星期六,18:30,,92分钟,SFC上影影城（南桥百联店）,5号厅,张杨,中国,N/A,N/A,普通场,N/A
SIFF纪录,14704,当农场燃烧时,WHEN A FARM GOES AFLAME,6月12日,星期六,15:30,,113分钟,SFC上影百联影城（八佰伴IMAX店）,2号厅,杰德·汤姆·阿金莱米奴,德国,N/A,N/A,普通场,N/A
SIFF纪录,14345,“炼”爱,HARD LOVE,6月12日,星期六,18:30,,97分钟,UME影城（上海新天地店）,ONYX 4K LED巨幕厅,董雪莹,中国,N/A,N/A,见面场,N/A
SIFF纪录,15063,养虎为友,MAYA,6月12日,星期六,13:00,,86分钟,上海UA梅龙镇广场电影城,3号厅,"贾姆希德·莫哈达迪, 安森·哈特福德",英国,N/A,黑白,普通场,N/A
SIFF纪录,14645,非洲启示录,AFRICAN APOCALYPSE,6月12日,星期六,18:30,,92分钟,上海百丽宫影城（长宁来福士店）,LUXE厅,罗布·莱姆金,英国,N/A,彩色,普通场,N/A
SIFF纪录,15004,朝耕暮耘,CAMAGROGA,6月12日,星期六,15:30,,111分钟,上海科技影城,3号厅,阿方索·阿玛多,西班牙,N/A,彩色,普通场,N/A
SIFF纪录,14583,穆兰诺的游魂 (4K),MURANOW (4K),6月12日,星期六,13:00,,69分钟,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,陈·谢拉赫,以色列,4K,彩色,普通场,N/A
SIFF纪录,14585,爱在冰川冻土下,HOLGUT,6月12日,星期六,18:30,,74分钟,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,里斯贝特·德·库莱尔,比利时,N/A,彩色,普通场,N/A
SIFF纪录,14045,我要找到你,THE MAN WHO WAS LOOKING FOR HIS SON,6月12日,星期六,18:30,,76分钟,红星电影世界上海汶水路超级店,中国巨幕厅,戴芬·德洛吉 / 斯蒂芬·科雷亚,法国,N/A,彩色,普通场,N/A
SIFF纪录,14043,看不见风景的房间,ROOM WITHOUT A VIEW,6月12日,星期六,13:00,,73分钟,红星电影世界上海汶水路超级店,中国巨幕厅,罗塞·科雷利亚,德国,N/A,彩色,普通场,N/A
SIFF纪录,14949,养虎为友,MAYA,6月13日,星期日,13:00,,86分钟,AMG海上明珠国际影城（莘庄店）,4号厅,"贾姆希德·莫哈达迪, 安森·哈特福德",英国,N/A,黑白,普通场,N/A
SIFF纪录,13389,寻爱圆满,AMOR FATI,6月13日,星期日,13:00,,102分钟,SFC上影百联影城（大上海店）,1号厅,克劳迪娅·瓦莱乔,"葡萄牙,法国,瑞士",N/A,彩色,普通场,N/A
SIFF纪录,15069,美国鸟类,BIRDS OF AMERICA,6月13日,星期日,13:00,,84分钟,上海UA梅龙镇广场电影城,3号厅,雅克·卢埃,法国,N/A,N/A,普通场,N/A
SIFF纪录,13211,夜曲,NOTTURNO,6月13日,星期日,18:30,,101分钟,天山电影院-虹桥艺术中心旗舰店,剧院厅,吉安弗兰科·罗西,"意大利,法国,德国",N/A,N/A,普通场,N/A
SIFF纪录,13568,“炼”爱,HARD LOVE,6月13日,星期日,10:45,,97分钟,天山电影院-虹桥艺术中心旗舰店,4号厅,董雪莹,中国,N/A,N/A,普通场,N/A
SIFF纪录,14469,举铁女孩养成记,LIFT LIKE A GIRL,6月13日,星期日,13:00,,93分钟,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,梅耶·扎耶德,"丹麦,埃及,德国",N/A,彩色,普通场,N/A
SIFF纪录,14470,当农场燃烧时,WHEN A FARM GOES AFLAME,6月13日,星期日,15:30,,113分钟,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,杰德·汤姆·阿金莱米奴,德国,N/A,N/A,普通场,N/A
SIFF纪录,14589,逐水移樗,TAMING THE GARDEN,6月13日,星期日,13:00,,92分钟,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,莎乐美·雅西,"格鲁吉亚,瑞士,德国",N/A,N/A,普通场,N/A
SIFF纪录,14051,海边最后的夏天,LAST DAYS AT SEA,6月13日,星期日,18:30,,72分钟,红星电影世界上海汶水路超级店,中国巨幕厅,威尼斯·阿蒂恩扎,"菲律宾,中国台湾",N/A,N/A,普通场,N/A
SIFF纪录,13871,看不见风景的房间,ROOM WITHOUT A VIEW,6月13日,星期日,18:30,,73分钟,黄浦剧场,中剧场,罗塞·科雷利亚,德国,N/A,彩色,普通场,N/A
SIFF纪录,13869,伊拉克碎片,IRAQ IN FRAGMENTS,6月13日,星期日,13:00,,93分钟,黄浦剧场,中剧场,詹姆斯·朗利,美国,N/A,N/A,普通场,N/A
SIFF纪录,14717,举铁女孩养成记,LIFT LIKE A GIRL,6月14日,星期一,18:30,,93分钟,SFC上影百联影城（八佰伴IMAX店）,2号厅,梅耶·扎耶德,"丹麦,埃及,德国",N/A,彩色,普通场,N/A
SIFF纪录,13395,“炼”爱,HARD LOVE,6月14日,星期一,13:00,,97分钟,SFC上影百联影城（大上海店）,1号厅,董雪莹,中国,N/A,N/A,普通场,N/A
SIFF纪录,14537,看不见风景的房间,ROOM WITHOUT A VIEW,6月14日,星期一,18:30,,73分钟,上海世纪友谊影城,6号厅LUXE巨幕,罗塞·科雷利亚,德国,N/A,彩色,普通场,N/A
SIFF纪录,13457,首先解决温饱问题,FIRST WE EAT,6月14日,星期一,18:30,,103分钟,上海百丽宫影城（ifc商场店）,1号厅,苏珊妮·克罗克,加拿大,N/A,彩色,普通场,N/A
SIFF纪录,14115,贡达,GUNDA,6月14日,星期一,13:00,,93分钟,上海百丽宫影城（环贸iapm店）,6号厅,维克多·科萨科夫斯基,挪威,N/A,N/A,普通场,N/A
SIFF纪录,14655,海边最后的夏天,LAST DAYS AT SEA,6月14日,星期一,13:00,,72分钟,上海百丽宫影城（长宁来福士店）,LUXE厅,威尼斯·阿蒂恩扎,"菲律宾,中国台湾",N/A,N/A,普通场,N/A
SIFF纪录,14835,我要找到你,THE MAN WHO WAS LOOKING FOR HIS SON,6月14日,星期一,13:00,,76分钟,兰馨·悦立方杜比影城,4号厅,戴芬·德洛吉 / 斯蒂芬·科雷亚,法国,N/A,彩色,普通场,N/A
SIFF纪录,14837,伊拉克碎片,IRAQ IN FRAGMENTS,6月14日,星期一,18:30,,93分钟,兰馨·悦立方杜比影城,4号厅,詹姆斯·朗利,美国,N/A,N/A,普通场,N/A
SIFF纪录,14175,非洲启示录,AFRICAN APOCALYPSE,6月14日,星期一,13:00,,92分钟,博悦汇影城外滩金融中心IMAX店,IMAX厅,罗布·莱姆金,英国,N/A,彩色,普通场,N/A
SIFF纪录,13574,伊万娜的人生,LIFE OF IVANNA,6月14日,星期一,10:45,,81分钟,天山电影院-虹桥艺术中心旗舰店,4号厅,雷纳托·博拉约·塞拉诺,"俄罗斯,挪威,芬兰,爱沙尼亚",N/A,N/A,普通场,N/A
SIFF纪录,13578,人间世,ONCE UPON A LIFE,6月14日,星期一,20:50,,90分钟,天山电影院-虹桥艺术中心旗舰店,4号厅,陶涛 / 张琪 / 秦博 / 范士广,中国,N/A,彩色,见面场,N/A
SIFF纪录,14423,寻爱圆满,AMOR FATI,6月15日,星期二,18:30,,102分钟,CGV影城（白玉兰广场IMAX店）,8号厅,克劳迪娅·瓦莱乔,"葡萄牙,法国,瑞士",N/A,彩色,普通场,N/A
SIFF纪录,14783,非洲启示录,AFRICAN APOCALYPSE,6月15日,星期二,18:30,,92分钟,SFC上影影城（美罗城店）,4号厅,罗布·莱姆金,英国,N/A,彩色,普通场,N/A
