group,id,name_cn,name_en,date,weekday,stime,etime,length,cinema,hallsName,director,country,resolution,color,show_type,remarks
SIFF动画,17172,小猪哼唧,OINK,6月18日,星期日,15:30,,73分钟,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,玛莎·哈伯斯塔德,"荷兰,比利时",N/A,N/A,普通场,N/A
SIFF动画,17372,寻梦环游记 (3D),COCO (3D),6月18日,星期日,15:30,,108分钟,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,"李·昂克里奇, 阿德里安·莫利纳","美国,日本",N/A,N/A,普通场,N/A
SIFF动画,17371,神奇的莫里斯 (4K),THE AMAZING MAURICE (4K),6月18日,星期日,13:00,,94分钟,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,托比·格恩科尔,"德国,英国",4K,彩色,普通场,N/A
SIFF动画,18271,三个盗贼和狮子,THREE ROBBERS AND A LION,6月18日,星期日,13:00,,80分钟,嘉定影剧院,三号剧院大厅,拉斯姆斯·A·西韦特森,挪威,N/A,彩色,普通场,N/A
SIFF短片,17375,国际短片精选集3,INTERNATIONAL SHORT FILM COLLECTION  III,6月09日,星期五,10:30,,113分钟,上海百丽宫影城（环贸iapm店）,激光6号厅,"卢卡·波帕迪奇, 考塔·尤尼斯, 丹尼尔·苏亚雷斯, 萨维里奥·卡佩罗, 穆罕默德·弗莱扎德甘, 马尔科·卡诺",,N/A,N/A,普通场,N/A
SIFF短片,18081,国际短片精选集3,INTERNATIONAL SHORT FILM COLLECTION  III,6月10日,星期六,13:00,,113分钟,万达影城（宝山万达广场激光IMAX店）,10号厅,"卢卡·波帕迪奇, 考塔·尤尼斯, 丹尼尔·苏亚雷斯, 萨维里奥·卡佩罗, 穆罕默德·弗莱扎德甘, 马尔科·卡诺",,N/A,N/A,普通场,N/A
SIFF短片,17887,国际动画短片精选集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,6月11日,星期日,15:30,,96分钟,AMG海上明珠影城环球港店,RealD 7号厅,"迈克尔·巴恩斯特朗, 安娜·波德斯卡尔卡, 罗伯特-乔纳森·科耶斯, 玛塔·玛格努斯卡, 梅尔扎恩·桑迪贝, 英娜·叶夫兰尼科娃",,N/A,N/A,普通场,N/A
SIFF短片,17437,国际短片精选集2 ,INTERNATIONAL SHORT FILM COLLECTION II,6月11日,星期日,15:30,,112分钟,上海科技影城,3号厅,"贾斯敏·特努奇, 劳埃德·李·崔, 阿里·阿斯加里, 卡洛斯·塞贡多, 西山裕之, 希尼尔·保尔马松",,N/A,N/A,普通场,N/A
SIFF短片,17993,国际短片精选集2 ,INTERNATIONAL SHORT FILM COLLECTION II,6月12日,星期一,18:30,,112分钟,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,"贾斯敏·特努奇, 劳埃德·李·崔, 阿里·阿斯加里, 卡洛斯·塞贡多, 西山裕之, 希尼尔·保尔马松",,N/A,N/A,普通场,N/A
SIFF短片,17193,国际短片精选集1,INTERNATIONAL SHORT FILM COLLECTION I,6月12日,星期一,18:30,,108分钟,SFC上影影城（美罗城店）,4号厅,"卡洛·阮, 克里斯蒂安·阿维莱斯, 沙美乐·维伦纽夫, 艾玛·布兰德霍斯特, 斯蒂芬·李, 哈里·赫兰德",,N/A,N/A,普通场,N/A
SIFF短片,17192,国际动画短片精选集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,6月12日,星期一,15:30,,96分钟,SFC上影影城（美罗城店）,4号厅,"迈克尔·巴恩斯特朗, 安娜·波德斯卡尔卡, 罗伯特-乔纳森·科耶斯, 玛塔·玛格努斯卡, 梅尔扎恩·桑迪贝, 英娜·叶夫兰尼科娃",,N/A,N/A,普通场,N/A
SIFF短片,17042,国际短片精选集3,INTERNATIONAL SHORT FILM COLLECTION  III,6月12日,星期一,15:30,,113分钟,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,"卢卡·波帕迪奇, 考塔·尤尼斯, 丹尼尔·苏亚雷斯, 萨维里奥·卡佩罗, 穆罕默德·弗莱扎德甘, 马尔科·卡诺",,N/A,N/A,普通场,N/A
SIFF短片,17897,国际短片精选集2 ,INTERNATIONAL SHORT FILM COLLECTION II,6月13日,星期二,15:30,,112分钟,AMG海上明珠影城环球港店,RealD 7号厅,"贾斯敏·特努奇, 劳埃德·李·崔, 阿里·阿斯加里, 卡洛斯·塞贡多, 西山裕之, 希尼尔·保尔马松",,N/A,N/A,普通场,N/A
SIFF短片,17197,国际短片精选集3,INTERNATIONAL SHORT FILM COLLECTION  III,6月13日,星期二,15:30,,113分钟,SFC上影影城（美罗城店）,4号厅,"卢卡·波帕迪奇, 考塔·尤尼斯, 丹尼尔·苏亚雷斯, 萨维里奥·卡佩罗, 穆罕默德·弗莱扎德甘, 马尔科·卡诺",,N/A,N/A,普通场,N/A
SIFF短片,17047,国际短片精选集1,INTERNATIONAL SHORT FILM COLLECTION I,6月13日,星期二,15:30,,108分钟,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,"卡洛·阮, 克里斯蒂安·阿维莱斯, 沙美乐·维伦纽夫, 艾玛·布兰德霍斯特, 斯蒂芬·李, 哈里·赫兰德",,N/A,N/A,普通场,N/A
SIFF短片,17202,国际短片精选集2 ,INTERNATIONAL SHORT FILM COLLECTION II,6月14日,星期三,15:30,,112分钟,SFC上影影城（美罗城店）,4号厅,"贾斯敏·特努奇, 劳埃德·李·崔, 阿里·阿斯加里, 卡洛斯·塞贡多, 西山裕之, 希尼尔·保尔马松",,N/A,N/A,普通场,N/A
SIFF短片,17602,国际短片精选集1,INTERNATIONAL SHORT FILM COLLECTION I,6月14日,星期三,15:30,,108分钟,上海百丽宫影城（陆家嘴中心店）,LUXE厅,"卡洛·阮, 克里斯蒂安·阿维莱斯, 沙美乐·维伦纽夫, 艾玛·布兰德霍斯特, 斯蒂芬·李, 哈里·赫兰德",,N/A,N/A,普通场,N/A
SIFF短片,16277,国际动画短片精选集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,6月15日,星期四,15:30,,96分钟,上海大光明电影院,3号厅,"迈克尔·巴恩斯特朗, 安娜·波德斯卡尔卡, 罗伯特-乔纳森·科耶斯, 玛塔·玛格努斯卡, 梅尔扎恩·桑迪贝, 英娜·叶夫兰尼科娃",,N/A,N/A,普通场,N/A
SIFF短片,17057,国际短片精选集2 ,INTERNATIONAL SHORT FILM COLLECTION II,6月15日,星期四,15:30,,112分钟,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,"贾斯敏·特努奇, 劳埃德·李·崔, 阿里·阿斯加里, 卡洛斯·塞贡多, 西山裕之, 希尼尔·保尔马松",,N/A,N/A,普通场,N/A
SIFF短片,17913,华语青年短片集,SHORT FILM COLLECTION OF CHINESE YOUTH,6月16日,星期五,18:30,,87分钟,AMG海上明珠影城环球港店,RealD 7号厅,"何钰鹏, 杨泽邦, 劳馨莹, 潘越",中国,N/A,N/A,普通场,N/A
SIFF短片,17712,国际短片精选集1,INTERNATIONAL SHORT FILM COLLECTION I,6月16日,星期五,15:30,,108分钟,CGV影城（白玉兰广场IMAX店）,8号厅,"卡洛·阮, 克里斯蒂安·阿维莱斯, 沙美乐·维伦纽夫, 艾玛·布兰德霍斯特, 斯蒂芬·李, 哈里·赫兰德",,N/A,N/A,普通场,N/A
SIFF短片,17612,国际动画短片精选集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,6月16日,星期五,15:30,,96分钟,上海百丽宫影城（陆家嘴中心店）,LUXE厅,"迈克尔·巴恩斯特朗, 安娜·波德斯卡尔卡, 罗伯特-乔纳森·科耶斯, 玛塔·玛格努斯卡, 梅尔扎恩·桑迪贝, 英娜·叶夫兰尼科娃",,N/A,N/A,普通场,N/A
SIFF短片,17167,国际短片精选集1,INTERNATIONAL SHORT FILM COLLECTION I,6月17日,星期六,15:30,,108分钟,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,"卡洛·阮, 克里斯蒂安·阿维莱斯, 沙美乐·维伦纽夫, 艾玛·布兰德霍斯特, 斯蒂芬·李, 哈里·赫兰德",,N/A,N/A,普通场,N/A
SIFF短片,17866,国际短片精选集3,INTERNATIONAL SHORT FILM COLLECTION  III,6月17日,星期六,13:00,,113分钟,华谊兄弟上海长风店,2号厅（4K SUPER CINEMA）,"卢卡·波帕迪奇, 考塔·尤尼斯, 丹尼尔·苏亚雷斯, 萨维里奥·卡佩罗, 穆罕默德·弗莱扎德甘, 马尔科·卡诺",,N/A,N/A,普通场,N/A
SIFF短片,16787,华语青年短片集,SHORT FILM COLLECTION OF CHINESE YOUTH,6月17日,星期六,15:30,,87分钟,博纳UA梅龙镇广场电影城,3号厅,"何钰鹏, 杨泽邦, 劳馨莹, 潘越",中国,N/A,N/A,见面场,N/A
SIFF短片,17823,华语青年短片集,SHORT FILM COLLECTION OF CHINESE YOUTH,6月18日,星期日,18:30,,87分钟,CMG融媒影城,4号厅,"何钰鹏, 杨泽邦, 劳馨莹, 潘越",中国,N/A,N/A,普通场,N/A
SIFF短片,17423,国际动画短片精选集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,6月18日,星期日,18:30,,96分钟,上海百丽宫影城（环贸iapm店）,激光6号厅,"迈克尔·巴恩斯特朗, 安娜·波德斯卡尔卡, 罗伯特-乔纳森·科耶斯, 玛塔·玛格努斯卡, 梅尔扎恩·桑迪贝, 英娜·叶夫兰尼科娃",,N/A,N/A,普通场,N/A
SIFF纪录,16006,恶魔遁形,INVISIBLE DEMONS,6月09日,星期五,13:00,,70分钟,SFC上海影城,2号厅Onyx,拉胡尔·贾殷,"德国,芬兰,印度",N/A,N/A,普通场,N/A
SIFF纪录,16096,热带雪国,SUKWAN'S ISLAND,6月09日,星期五,13:00,,91分钟,SFC上海影城,3号厅杜比全景声,"乔纳森·特伦布莱, 佩里汉·英塞戈兹",加拿大,N/A,彩色,普通场,N/A
SIFF纪录,16196,母矿（4K）,MOTHER LODE（4K）,6月09日,星期五,13:00,,88分钟,上海大光明电影院,2号厅,马特奥·托尔顿,"法国,意大利,瑞士",4K,黑白,普通场,N/A
SIFF纪录,16248,互不交叉的树冠,THE CROWN SHYNESS,6月09日,星期五,18:30,,97分钟,上海大光明电影院,3号厅,瓦伦蒂娜·贝塔尼,"意大利,以色列",N/A,N/A,普通场,N/A
SIFF纪录,17681,宅心陈情,KATIA AND RIMMA,6月10日,星期六,13:00,,91分钟,CGV影城（白玉兰广场IMAX店）,8号厅,古利亚·米尔佐耶娃,法国,N/A,彩色,普通场,N/A
SIFF纪录,17933,替身女性,STUNTWOMEN,6月10日,星期六,18:30,,85分钟,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,埃琳娜·阿夫迪娅,"法国,比利时,瑞士",N/A,彩色,普通场,N/A
SIFF纪录,17183,恶魔之媒,THE MATCHMAKER,6月10日,星期六,18:30,,89分钟,SFC上影影城（美罗城店）,4号厅,贝内塔·阿根蒂里,意大利,N/A,N/A,普通场,N/A
SIFF纪录,16203,恶魔遁形,INVISIBLE DEMONS,6月10日,星期六,18:30,,70分钟,上海大光明电影院,2号厅,拉胡尔·贾殷,"德国,芬兰,印度",N/A,N/A,普通场,N/A
SIFF纪录,16204,樱桃园之诱惑,CHERRY ORCHARD,6月10日,星期六,20:40,,86分钟,上海大光明电影院,2号厅,艾哈迈德·赛义德克什米,伊朗,N/A,彩色,普通场,N/A
SIFF纪录,16201,雪豹和她的朋友们,SNOW LEOPARDS AND FRIENDS,6月10日,星期六,13:00,,85分钟,上海大光明电影院,2号厅,奚志农,中国,N/A,彩色,普通场,N/A
SIFF纪录,16254,命运,DESTINY,6月10日,星期六,20:40,,70分钟,上海大光明电影院,3号厅,亚西尔·塔莱比,伊朗,N/A,彩色,普通场,N/A
SIFF纪录,16253,热带雪国,SUKWAN'S ISLAND,6月10日,星期六,18:30,,91分钟,上海大光明电影院,3号厅,"乔纳森·特伦布莱, 佩里汉·英塞戈兹",加拿大,N/A,彩色,普通场,N/A
SIFF纪录,16252,另一个账号,THE OTHER PROFILE,6月10日,星期六,15:30,,82分钟,上海大光明电影院,3号厅,阿梅尔·霍斯蒂欧,法国,N/A,彩色,普通场,N/A
SIFF纪录,17082,极地低语,THE VOICES OF THE ARCTIC,6月10日,星期六,15:30,,87分钟,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,伊万·维多文,俄罗斯,N/A,彩色,普通场,N/A
SIFF纪录,17081,万物有灵,FAUNA,6月10日,星期六,13:00,,74分钟,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,保·福斯,西班牙,N/A,彩色,普通场,N/A
SIFF纪录,16930,栖地,HABITAT,6月10日,星期六,10:30,,86分钟,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,叶丝丝,中国香港,N/A,N/A,普通场,N/A
SIFF纪录,17331,天堂牧场,FAR BEYOND THE PASTURELANDS,6月10日,星期六,13:00,,84分钟,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,莫德·普朗特·胡萨鲁克 / 马克西姆·拉科斯特·莱布伊斯,加拿大,N/A,彩色,普通场,N/A
SIFF纪录,17834,解救李喆洙,FREE CHOL SOO LEE,6月10日,星期六,20:40,,86分钟,华谊兄弟上海长风店,2号厅（4K SUPER CINEMA）,"茱莉·河, 恩金·伊","美国,韩国",N/A,彩色,普通场,N/A
SIFF纪录,17483,魔山,MAGIC MOUNTAIN,6月10日,星期六,18:30,,75分钟,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,玛丽亚姆·赛西亚 / 尼·沃伊格特,格鲁吉亚,N/A,彩色,普通场,N/A
SIFF纪录,17689,樱桃园之诱惑,CHERRY ORCHARD,6月11日,星期日,20:40,,86分钟,CGV影城（白玉兰广场IMAX店）,8号厅,艾哈迈德·赛义德克什米,伊朗,N/A,彩色,普通场,N/A
SIFF纪录,16016,永恒的记忆 (4K),THE ETERNAL MEMORY (4K),6月11日,星期日,13:00,,84分钟,SFC上海影城,2号厅Onyx,梅特·阿尔贝蒂,智利,4K,N/A,普通场,N/A
SIFF纪录,17038,命运,DESTINY,6月11日,星期日,18:30,,70分钟,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,亚西尔·塔莱比,伊朗,N/A,彩色,普通场,N/A
SIFF纪录,17388,我爱的那个人,THE ONE I LOVE,6月11日,星期日,18:30,,94分钟,上海百丽宫影城（环贸iapm店）,激光6号厅,帕维乌·赫伊布茨基,波兰,N/A,彩色,见面场,N/A
SIFF纪录,17138,英雄泪,EMELIANENKO,6月11日,星期日,18:30,,92分钟,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,瓦莉雅·盖伊·格曼妮卡,俄罗斯,N/A,彩色,见面场,N/A
SIFF纪录,16756,为了翅膀,KASH KASH,6月11日,星期日,13:00,,90分钟,博纳UA梅龙镇广场电影城,3号厅,莱亚·纳贾尔,"德国,黎巴嫩,卡塔尔",N/A,彩色,普通场,N/A
SIFF纪录,16507,栖地,HABITAT,6月11日,星期日,15:30,,86分钟,天山电影院-宛平剧院影城,1号厅,叶丝丝,中国香港,N/A,N/A,见面场,N/A
SIFF纪录,17235,万物有灵,FAUNA,6月11日,星期日,10:30,,74分钟,朵云轩杜比全景声影城,1号厅,保·福斯,西班牙,N/A,彩色,普通场,N/A
SIFF纪录,16263,宅心陈情,KATIA AND RIMMA,6月12日,星期一,18:30,,91分钟,上海大光明电影院,3号厅,古利亚·米尔佐耶娃,法国,N/A,彩色,普通场,N/A
SIFF纪录,16260,雪豹和她的朋友们,SNOW LEOPARDS AND FRIENDS,6月12日,星期一,10:30,,85分钟,上海大光明电影院,3号厅,奚志农,中国,N/A,彩色,普通场,N/A
SIFF纪录,16214,吃苦,EAT BITTER,6月12日,星期一,20:40,,98分钟,上海大光明电影院,2号厅,"孙宁忆, 帕斯卡尔","中非,中国",N/A,彩色,普通场,N/A
