group,id,name_cn,name_en,date,weekday,stime,etime,length,cinema,hallsName,director,country,resolution,color,show_type,remarks
单元,影片id,中文名,英文名,日期,星期几,开始时间,结束时间,片长,影院,影厅,导演,制片国家/地区,分辨率,色彩,场次类型,备注
世界万象-聚焦德国,23575,在我父母家,IN MY PARENTS’ HOUSE,6月21日,周六,18:30,,96分钟,上海百丽宫影城（长宁来福士店）,激光3号厅,蒂姆·艾尔里奇,德国,N/A,黑白,普通场,N/A
世界万象-聚焦德国,23662,在我父母家,IN MY PARENTS’ HOUSE,6月22日,周日,20:40,,96分钟,国泰电影院,2号厅,蒂姆·艾尔里奇,德国,N/A,黑白,普通场,N/A
世界万象-聚焦西班牙,23534,无声挚爱,DEAF,6月14日,周六,20:40,,99分钟,上海百丽宫影城（长宁来福士店）,激光3号厅,埃娃·利伯塔德,西班牙,N/A,彩色,普通场,N/A
世界万象-聚焦西班牙,22827,无声挚爱,DEAF,6月15日,周日,18:30,,99分钟,SFC上影影城（国华广场店）,1号LUXE厅,埃娃·利伯塔德,西班牙,N/A,彩色,普通场,N/A
世界万象-聚焦西班牙,23973,无声挚爱,DEAF,6月16日,周一,18:30,,99分钟,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,埃娃·利伯塔德,西班牙,N/A,彩色,普通场,N/A
世界万象-聚焦西班牙,24322,47路巴士,THE 47,6月16日,周一,18:30,,110分钟,寰映影城（久光中心店）,3号厅,马塞尔·巴雷纳,西班牙,N/A,N/A,普通场,N/A
世界万象-聚焦西班牙,23551,与鬼怪们的平静生活,STILL LIFE WITH GHOSTS,6月17日,周二,18:30,,87分钟,上海百丽宫影城（长宁来福士店）,激光3号厅,恩里克·布利奥,西班牙,N/A,彩色,普通场,N/A
世界万象-聚焦西班牙,22671,无声挚爱,DEAF,6月17日,周二,18:30,,99分钟,天山电影院-虹桥艺术中心旗舰店,4号厅,埃娃·利伯塔德,西班牙,N/A,彩色,普通场,N/A
世界万象-聚焦西班牙,24015,与鬼怪们的平静生活,STILL LIFE WITH GHOSTS,6月18日,周三,18:30,,87分钟,CMG融媒影城,4号厅（4K激光）,恩里克·布利奥,西班牙,N/A,彩色,普通场,N/A
世界万象-聚焦西班牙,21983,与鬼怪们的平静生活,STILL LIFE WITH GHOSTS,6月19日,周四,18:30,,87分钟,CGV影城（白玉兰广场IMAX店）,8号厅,恩里克·布利奥,西班牙,N/A,彩色,普通场,N/A
世界万象-聚焦西班牙,22184,47路巴士,THE 47,6月19日,周四,13:00,,110分钟,上海影城SHO,3号厅CINITY,马塞尔·巴雷纳,西班牙,N/A,N/A,见面场,N/A
世界万象-聚焦西班牙,24059,与鬼怪们的平静生活,STILL LIFE WITH GHOSTS,6月21日,周六,20:40,,87分钟,SFC上影百联影城（八佰伴IMAX店）,2号厅,恩里克·布利奥,西班牙,N/A,彩色,普通场,N/A
世界万象-聚焦西班牙,23574,47路巴士,THE 47,6月21日,周六,15:30,,110分钟,上海百丽宫影城（长宁来福士店）,激光3号厅,马塞尔·巴雷纳,西班牙,N/A,N/A,普通场,N/A
世界万象-聚焦西班牙,23000,47路巴士,THE 47,6月22日,周日,15:30,,110分钟,上海科技影城,3号厅,马塞尔·巴雷纳,西班牙,N/A,N/A,普通场,N/A
世界万象-艺述英国,23257,残酷真相 (4K),HARD TRUTHS (4K),6月13日,周五,18:30,,97分钟,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,迈克·李,"英国,西班牙",4K,彩色,普通场,N/A
世界万象-艺述英国,23258,春风不化雨 (4K),THE PRIME OF MISS JEAN  BRODIE (4K),6月13日,周五,20:40,,116分钟,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,罗纳德·尼姆,英国,4K,N/A,普通场,N/A
世界万象-艺述英国,23197,对更深层事物的突然一瞥 (4K),A SUDDEN GLIMPSE TO DEEPER THINGS (4K),6月13日,周五,18:30,,88分钟,和平影都,杜比全景声厅,马克·卡曾斯,英国,4K,彩色,普通场,N/A
世界万象-艺述英国,22706,残酷真相 (4K),HARD TRUTHS (4K),6月13日,周五,15:30,,97分钟,朵云轩杜比全景声影城,1号厅,迈克·李,"英国,西班牙",4K,彩色,普通场,N/A
世界万象-艺述英国,23533,对更深层事物的突然一瞥 (4K),A SUDDEN GLIMPSE TO DEEPER THINGS (4K),6月14日,周六,18:30,,88分钟,上海百丽宫影城（长宁来福士店）,激光3号厅,马克·卡曾斯,英国,4K,彩色,普通场,N/A
世界万象-艺述英国,24136,桑托什,SANTOSH,6月14日,周六,15:30,,112分钟,上海百丽宫影城（陆家嘴中心店）,LUXE厅,桑德亚·萨里,"英国,德国,印度",N/A,N/A,普通场,N/A
世界万象-艺述英国,24138,坠落 (4K),ON FALLING (4K),6月14日,周六,20:40,,105分钟,上海百丽宫影城（陆家嘴中心店）,LUXE厅,劳拉·卡雷拉,"英国,葡萄牙",4K,N/A,普通场,N/A
世界万象-艺述英国,23826,鸟 (4K),BIRD (4K),6月14日,周六,15:30,,119分钟,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,安德里亚·阿诺德,"英国,美国,法国,德国",4K,彩色,普通场,N/A
世界万象-艺述英国,22828,坠落 (4K),ON FALLING (4K),6月15日,周日,20:40,,105分钟,SFC上影影城（国华广场店）,1号LUXE厅,劳拉·卡雷拉,"英国,葡萄牙",4K,N/A,普通场,N/A
世界万象-艺述英国,23769,鸟 (4K),BIRD (4K),6月15日,周日,15:30,,119分钟,SFC上影影城（港汇永华IMAX激光店）,Onyx LED厅,安德里亚·阿诺德,"英国,美国,法国,德国",4K,彩色,普通场,N/A
世界万象-艺述英国,24039,桑托什,SANTOSH,6月15日,周日,15:30,,112分钟,SFC上影百联影城（八佰伴IMAX店）,2号厅,桑德亚·萨里,"英国,德国,印度",N/A,N/A,普通场,N/A
世界万象-艺述英国,22900,春风不化雨 (4K),THE PRIME OF MISS JEAN  BRODIE (4K),6月15日,周日,20:40,,116分钟,天山电影院-宛平剧院影城,1号厅,罗纳德·尼姆,英国,4K,N/A,普通场,N/A
世界万象-艺述英国,22718,对更深层事物的突然一瞥 (4K),A SUDDEN GLIMPSE TO DEEPER THINGS (4K),6月15日,周日,15:30,,88分钟,朵云轩杜比全景声影城,1号厅,马克·卡曾斯,英国,4K,彩色,普通场,N/A
世界万象-艺述英国,22966,坠落 (4K),ON FALLING (4K),6月16日,周一,20:40,,105分钟,上海科技影城,3号厅,劳拉·卡雷拉,"英国,葡萄牙",4K,N/A,普通场,N/A
世界万象-艺述英国,23213,鸟 (4K),BIRD (4K),6月16日,周一,13:00,,119分钟,和平影都,杜比全景声厅,安德里亚·阿诺德,"英国,美国,法国,德国",4K,彩色,普通场,N/A
世界万象-艺述英国,23977,对更深层事物的突然一瞥 (4K),A SUDDEN GLIMPSE TO DEEPER THINGS (4K),6月17日,周二,20:40,,88分钟,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,马克·卡曾斯,英国,4K,彩色,普通场,N/A
世界万象-艺述英国,23149,残酷真相 (4K),HARD TRUTHS (4K),6月17日,周二,13:00,,97分钟,兰心大戏院,观众厅,迈克·李,"英国,西班牙",4K,彩色,普通场,N/A
世界万象-艺述英国,22258,春风不化雨 (4K),THE PRIME OF MISS JEAN  BRODIE (4K),6月18日,周三,20:40,,116分钟,曹杨影城,1号4K激光厅,罗纳德·尼姆,英国,4K,N/A,普通场,N/A
世界万象-艺述英国,23044,春风不化雨 (4K),THE PRIME OF MISS JEAN  BRODIE (4K),6月19日,周四,20:40,,116分钟,久事·上海商城剧院,剧院正厅,罗纳德·尼姆,英国,4K,N/A,普通场,N/A
世界万象-艺述英国,23167,鸟 (4K),BIRD (4K),6月20日,周五,13:00,,119分钟,兰心大戏院,观众厅,安德里亚·阿诺德,"英国,美国,法国,德国",4K,彩色,普通场,N/A
世界万象-艺述英国,23238,残酷真相 (4K),HARD TRUTHS (4K),6月20日,周五,15:30,,97分钟,和平影都,杜比全景声厅,迈克·李,"英国,西班牙",4K,彩色,普通场,N/A
世界万象-艺述英国,23789,残酷真相 (4K),HARD TRUTHS (4K),6月21日,周六,20:40,,97分钟,SFC上影影城（港汇永华IMAX激光店）,Onyx LED厅,迈克·李,"英国,西班牙",4K,彩色,普通场,N/A
世界万象-艺述英国,22146,春风不化雨 (4K),THE PRIME OF MISS JEAN  BRODIE (4K),6月21日,周六,20:40,,116分钟,上海影城SHO,2号厅Onyx,罗纳德·尼姆,英国,4K,N/A,普通场,N/A
世界万象-艺述英国,22994,桑托什,SANTOSH,6月21日,周六,15:30,,112分钟,上海科技影城,3号厅,桑德亚·萨里,"英国,德国,印度",N/A,N/A,普通场,N/A
世界万象-艺述英国,23246,坠落 (4K),ON FALLING (4K),6月21日,周六,20:40,,105分钟,和平影都,杜比全景声厅,劳拉·卡雷拉,"英国,葡萄牙",4K,N/A,普通场,N/A
世界万象-艺述英国,23929,鸟 (4K),BIRD (4K),6月22日,周日,13:00,,119分钟,CMG融媒影城,8号厅（杜比全景声CINITY）,安德里亚·阿诺德,"英国,美国,法国,德国",4K,彩色,普通场,N/A
世界万象-艺述英国,23513,桑托什,SANTOSH,6月22日,周日,13:00,,112分钟,和平影都,8号激光巨幕厅,桑德亚·萨里,"英国,德国,印度",N/A,N/A,普通场,N/A
世界万象-银幕意蕴,23995,患日将近 (4K),FEELING BETTER (4K),6月13日,周五,18:30,,88分钟,CMG融媒影城,4号厅（4K激光）,瓦莱里奥·马斯坦德雷亚,意大利,4K,彩色,普通场,N/A
世界万象-银幕意蕴,24364,钻石般的她 (4K),DIAMONDS (4K),6月13日,周五,18:30,,135分钟,星轶STARX影剧院（上海宝山日月光店）,5号厅,弗森·欧兹派特,意大利,4K,彩色,普通场,N/A
世界万象-银幕意蕴,22767,弗兰克与尼娜的故事 (4K),THE STORY OF FRANK AND NINA (4K),6月13日,周五,18:30,,107分钟,沪北电影院,1号厅,保拉·兰迪,"意大利,瑞士",4K,彩色,普通场,N/A
世界万象-银幕意蕴,23966,钻石般的她 (4K),DIAMONDS (4K),6月14日,周六,15:30,,135分钟,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,弗森·欧兹派特,意大利,4K,彩色,普通场,N/A
世界万象-银幕意蕴,23072,最后一轮谈判 (4K),THE NEGOTIATOR (4K),6月14日,周六,15:30,,109分钟,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,亚历山德罗·汤达,意大利,4K,彩色,普通场,N/A
世界万象-银幕意蕴,23418,患日将近 (4K),FEELING BETTER (4K),6月14日,周六,15:30,,88分钟,和平影都,8号激光巨幕厅,瓦莱里奥·马斯坦德雷亚,意大利,4K,彩色,普通场,N/A
世界万象-银幕意蕴,23319,钻石般的她 (4K),DIAMONDS (4K),6月15日,周日,15:30,,135分钟,佰映三克映画,LUXE厅,弗森·欧兹派特,意大利,4K,彩色,普通场,N/A
世界万象-银幕意蕴,24376,弗兰克与尼娜的故事 (4K),THE STORY OF FRANK AND NINA (4K),6月15日,周日,18:30,,107分钟,星轶STARX影剧院（上海宝山日月光店）,5号厅,保拉·兰迪,"意大利,瑞士",4K,彩色,普通场,N/A
世界万象-银幕意蕴,24375,从那不勒斯到纽约 (4K),NAPOLI NEW YORK (4K),6月15日,周日,15:30,,123分钟,星轶STARX影剧院（上海宝山日月光店）,5号厅,加布里埃莱·萨尔瓦托雷斯,意大利,4K,彩色,普通场,N/A
世界万象-银幕意蕴,22665,弗兰克与尼娜的故事 (4K),THE STORY OF FRANK AND NINA (4K),6月16日,周一,18:30,,107分钟,天山电影院-虹桥艺术中心旗舰店,4号厅,保拉·兰迪,"意大利,瑞士",4K,彩色,普通场,N/A
世界万象-银幕意蕴,23747,最后一轮谈判 (4K),THE NEGOTIATOR (4K),6月17日,周二,20:40,,109分钟,CGV影城（白玉兰广场IMAX店）,8号厅,亚历山德罗·汤达,意大利,4K,彩色,普通场,N/A
世界万象-银幕意蕴,23980,从那不勒斯到纽约 (4K),NAPOLI NEW YORK (4K),6月18日,周三,20:40,,123分钟,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,加布里埃莱·萨尔瓦托雷斯,意大利,4K,彩色,普通场,N/A
世界万象-银幕意蕴,23557,患日将近 (4K),FEELING BETTER (4K),6月18日,周三,18:30,,88分钟,上海百丽宫影城（长宁来福士店）,激光3号厅,瓦莱里奥·马斯坦德雷亚,意大利,4K,彩色,普通场,N/A
世界万象-银幕意蕴,22187,关于约会的一切,FOLLEMENTE,6月19日,周四,20:40,,97分钟,上海影城SHO,3号厅CINITY,保罗·杰诺维塞,意大利,N/A,N/A,见面场,N/A
世界万象-银幕意蕴,22983,最后一轮谈判 (4K),THE NEGOTIATOR (4K),6月19日,周四,18:30,,109分钟,上海科技影城,3号厅,亚历山德罗·汤达,意大利,4K,彩色,普通场,N/A
世界万象-银幕意蕴,23814,山区新娘 (4K),VERMIGLIO (4K),6月20日,周五,15:30,,119分钟,上影BOE-α超级影城（美罗城店）,4号厅,莫拉·德尔佩罗,"意大利,法国,比利时",4K,N/A,普通场,N/A
世界万象-银幕意蕴,23300,关于约会的一切,FOLLEMENTE,6月20日,周五,20:40,,97分钟,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,保罗·杰诺维塞,意大利,N/A,N/A,普通场,N/A
世界万象-银幕意蕴,23926,从那不勒斯到纽约 (4K),NAPOLI NEW YORK (4K),6月21日,周六,15:30,,123分钟,CMG融媒影城,8号厅（杜比全景声CINITY）,加布里埃莱·萨尔瓦托雷斯,意大利,4K,彩色,普通场,N/A
世界万象-银幕意蕴,22038,关于约会的一切,FOLLEMENTE,6月21日,周六,20:40,,97分钟,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,保罗·杰诺维塞,意大利,N/A,N/A,普通场,N/A
世界万象-银幕意蕴,23303,山区新娘 (4K),VERMIGLIO (4K),6月21日,周六,13:00,,119分钟,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,莫拉·德尔佩罗,"意大利,法国,比利时",4K,N/A,普通场,N/A
世界万象-银幕意蕴,24157,钻石般的她 (4K),DIAMONDS (4K),6月21日,周六,15:30,,135分钟,上海百丽宫影城（陆家嘴中心店）,LUXE厅,弗森·欧兹派特,意大利,4K,彩色,普通场,N/A
世界万象-银幕意蕴,23931,弗兰克与尼娜的故事 (4K),THE STORY OF FRANK AND NINA (4K),6月22日,周日,18:30,,107分钟,CMG融媒影城,8号厅（杜比全景声CINITY）,保拉·兰迪,"意大利,瑞士",4K,彩色,普通场,N/A
世界万象-银幕意蕴,22841,患日将近 (4K),FEELING BETTER (4K),6月22日,周日,18:30,,88分钟,SFC上影影城（国华广场店）,1号LUXE厅,瓦莱里奥·马斯坦德雷亚,意大利,4K,彩色,普通场,N/A
世界万象-银幕意蕴,23850,山区新娘 (4K),VERMIGLIO (4K),6月22日,周日,15:30,,119分钟,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,莫拉·德尔佩罗,"意大利,法国,比利时",4K,N/A,普通场,N/A
今日亚洲-年度亚洲电影,21965,父罪清算,ZHAZA,6月13日,周五,18:30,,90分钟,CGV影城（白玉兰广场IMAX店）,8号厅,达尔汗·图勒格诺夫,哈萨克斯坦,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22003,花便当,PETALS AND MEMORIES,6月13日,周五,13:00,,119分钟,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,前田哲,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,24596,旅途愉快,Good Luck,6月13日,周五,18:00,,105分钟,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,足立绅,日本,N/A,彩色,见面场,N/A
今日亚洲-年度亚洲电影,22345,糟糕的夏天,A BAD SUMMER,6月13日,周五,13:00,,115分钟,上海大光明电影院,1号厅,城定秀夫,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,24065,父亲的遗产,THANK YOU FOR BANKING WITH US!,6月13日,周五,18:30,,97分钟,上海百丽宫影城（环贸iapm店）,激光6号厅,莱拉·阿巴斯,"巴勒斯坦,德国,沙特阿拉伯,卡塔尔,埃及",N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,24631,最爱今日天空，我却无法言明,SHE TAUGHT ME SERENDIPITY,6月13日,周五,18:00,,128分钟,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,大九明子,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23006,老手2,"I, THE EXECUTIONER",6月13日,周五,15:30,,118分钟,久事·上海商城剧院,剧院正厅,柳昇完,韩国,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22585,和山田进行LV.999的恋爱,MY LOVE STORY WITH YAMADA-KUN AT LV999,6月13日,周五,13:00,,117分钟,天山电影院-虹桥艺术中心旗舰店,剧院厅,安川有果,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22528,野党,YADANG: THE SNITCH,6月13日,周五,20:40,,123分钟,艺海剧院,大剧场,黄炳国,韩国,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23200,最爱今日天空，我却无法言明,SHE TAUGHT ME SERENDIPITY,6月14日,周六,10:30,,128分钟,和平影都,杜比全景声厅,大九明子,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23858,老手2,"I, THE EXECUTIONER",6月14日,周六,15:30,,118分钟,嘉定影剧院,三号剧院大厅,柳昇完,韩国,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22891,佐藤妻夫物语,SATO AND SATO,6月14日,周六,13:00,,114分钟,天山电影院-宛平剧院影城,1号厅,天野千寻,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22591,初吻,1ST KISS,6月14日,周六,13:00,,124分钟,天山电影院-虹桥艺术中心旗舰店,剧院厅,冢原亚由子,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,24311,父亲的遗产,THANK YOU FOR BANKING WITH US!,6月14日,周六,20:40,,97分钟,寰映影城（久光中心店）,3号厅,莱拉·阿巴斯,"巴勒斯坦,德国,沙特阿拉伯,卡塔尔,埃及",N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,24165,摇篮凡世,PAVANE FOR AN INFANT,6月15日,周日,18:30,,117分钟,CGV影城（松江印象城杜比ULTRA 4DX店）,6号厅,张吉安,"马来西亚,中国香港",N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23267,佐藤妻夫物语,SATO AND SATO,6月15日,周日,13:00,,114分钟,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,天野千寻,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23830,旅途愉快,Good Luck,6月15日,周日,18:30,,105分钟,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,足立绅,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23017,最爱今日天空，我却无法言明,SHE TAUGHT ME SERENDIPITY,6月15日,周日,13:00,,128分钟,久事·上海商城剧院,剧院正厅,大九明子,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23019,在长椅上,AT THE BENCH,6月15日,周日,18:30,,86分钟,久事·上海商城剧院,剧院正厅,奥山由之,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23864,和山田进行LV.999的恋爱,MY LOVE STORY WITH YAMADA-KUN AT LV999,6月15日,周日,20:40,,117分钟,嘉定影剧院,三号剧院大厅,安川有果,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22897,初吻,1ST KISS,6月15日,周日,13:00,,124分钟,天山电影院-宛平剧院影城,1号厅,冢原亚由子,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22537,X医生：外科医生大门未知子最终章,DOCTOR-X THE MOVIE,6月15日,周日,13:00,,128分钟,艺海剧院,大剧场,田村直己,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,24530,地震之后,AFTER THE QUAKE,6月16日,周一,18:00,,133分钟,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,井上刚,日本,N/A,彩色,见面场,N/A
今日亚洲-年度亚洲电影,21913,糟糕的夏天,A BAD SUMMER,6月16日,周一,13:00,,115分钟,上海影城SHO,1号厅杜比剧场,城定秀夫,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22243,和山田进行LV.999的恋爱,MY LOVE STORY WITH YAMADA-KUN AT LV999,6月16日,周一,13:00,,117分钟,曹杨影城,1号4K激光厅,安川有果,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22785,旅途愉快,Good Luck,6月16日,周一,18:30,,105分钟,沪北电影院,1号厅,足立绅,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22019,遗憾地在黎明时分,REGRETFULLY AT DAWN,6月17日,周二,13:00,,116分钟,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,西瓦罗·孔萨库,"泰国,新加坡",N/A,N/A,普通场,N/A
今日亚洲-年度亚洲电影,24597,摇篮凡世,PAVANE FOR AN INFANT,6月17日,周二,18:00,,117分钟,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,张吉安,"马来西亚,中国香港",N/A,彩色,见面场,N/A
今日亚洲-年度亚洲电影,22174,父亲的遗产,THANK YOU FOR BANKING WITH US!,6月17日,周二,13:00,,97分钟,上海影城SHO,3号厅CINITY,莱拉·阿巴斯,"巴勒斯坦,德国,沙特阿拉伯,卡塔尔,埃及",N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23281,在长椅上,AT THE BENCH,6月17日,周二,18:30,,86分钟,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,奥山由之,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22971,父罪清算,ZHAZA,6月17日,周二,18:30,,90分钟,上海科技影城,3号厅,达尔汗·图勒格诺夫,哈萨克斯坦,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23029,糟糕的夏天,A BAD SUMMER,6月17日,周二,13:00,,115分钟,久事·上海商城剧院,剧院正厅,城定秀夫,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23872,野党,YADANG: THE SNITCH,6月17日,周二,20:40,,123分钟,嘉定影剧院,三号剧院大厅,黄炳国,韩国,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22910,老手2,"I, THE EXECUTIONER",6月17日,周二,15:30,,118分钟,天山电影院-宛平剧院影城,1号厅,柳昇完,韩国,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22909,花便当,PETALS AND MEMORIES,6月17日,周二,13:00,,119分钟,天山电影院-宛平剧院影城,1号厅,前田哲,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22249,地震之后,AFTER THE QUAKE,6月17日,周二,13:00,,133分钟,曹杨影城,1号4K激光厅,井上刚,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23098,父亲的遗产,THANK YOU FOR BANKING WITH US!,6月18日,周三,20:40,,97分钟,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,莱拉·阿巴斯,"巴勒斯坦,德国,沙特阿拉伯,卡塔尔,埃及",N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,24198,摇篮凡世,PAVANE FOR AN INFANT,6月18日,周三,18:30,,117分钟,临港演艺中心,1号厅,张吉安,"马来西亚,中国香港",N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23038,野党,YADANG: THE SNITCH,6月18日,周三,20:40,,123分钟,久事·上海商城剧院,剧院正厅,黄炳国,韩国,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22256,巴黎大饭店,GRAND MAISON PARIS,6月18日,周三,15:30,,112分钟,曹杨影城,1号4K激光厅,冢原亚由子,"日本,英国",N/A,N/A,普通场,N/A
今日亚洲-年度亚洲电影,23948,地震之后,AFTER THE QUAKE,6月18日,周三,15:30,,133分钟,黄浦剧场,中剧场,井上刚,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22027,和山田进行LV.999的恋爱,MY LOVE STORY WITH YAMADA-KUN AT LV999,6月19日,周四,13:00,,117分钟,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,安川有果,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23294,野党,YADANG: THE SNITCH,6月19日,周四,20:40,,123分钟,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,黄炳国,韩国,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23232,旅途愉快,Good Luck,6月19日,周四,15:30,,105分钟,和平影都,杜比全景声厅,足立绅,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22261,糟糕的夏天,A BAD SUMMER,6月19日,周四,13:00,,115分钟,曹杨影城,1号4K激光厅,城定秀夫,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22801,花便当,PETALS AND MEMORIES,6月19日,周四,13:00,,119分钟,沪北电影院,1号厅,前田哲,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22561,在长椅上,AT THE BENCH,6月19日,周四,13:00,,86分钟,艺海剧院,大剧场,奥山由之,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22449,父罪清算,ZHAZA,6月20日,周五,18:30,,90分钟,上海大光明电影院,2号厅,达尔汗·图勒格诺夫,哈萨克斯坦,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23297,最爱今日天空，我却无法言明,SHE TAUGHT ME SERENDIPITY,6月20日,周五,13:00,,128分钟,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,大九明子,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23298,糟糕的夏天,A BAD SUMMER,6月20日,周五,15:30,,115分钟,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,城定秀夫,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,23047,地震之后,AFTER THE QUAKE,6月20日,周五,13:00,,133分钟,久事·上海商城剧院,剧院正厅,井上刚,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22268,在长椅上,AT THE BENCH,6月20日,周五,15:30,,86分钟,曹杨影城,1号4K激光厅,奥山由之,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22267,X医生：外科医生大门未知子最终章,DOCTOR-X THE MOVIE,6月20日,周五,13:00,,128分钟,曹杨影城,1号4K激光厅,田村直己,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,24621,写写画画,BLANK CANVAS: MY SO-CALLED ARTIST’S JOURNEY,6月20日,周五,10:00,,127分钟,曹杨影城,1号4K激光厅,关和亮,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22808,老手2,"I, THE EXECUTIONER",6月20日,周五,15:30,,118分钟,沪北电影院,1号厅,柳昇完,韩国,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22815,在长椅上,AT THE BENCH,6月21日,周六,18:30,,86分钟,沪北电影院,1号厅,奥山由之,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22574,写写画画,BLANK CANVAS: MY SO-CALLED ARTIST’S JOURNEY,6月21日,周六,15:30,,127分钟,艺海剧院,大剧场,关和亮,日本,N/A,彩色,普通场,N/A
今日亚洲-年度亚洲电影,22040,X医生：外科医生大门未知子最终章,DOCTOR-X THE MOVIE,6月22日,周日,15:30,,128分钟,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,田村直己,日本,N/A,彩色,普通场,N/A
